PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0751781,Dentatorubral-Pallidoluysian Atrophy,"C0231218, C0683369","Malaise, Clouded consciousness",https://connect.mayoclinic.org/discussion/show-me-your-friends/,Reading or intuiting what others say,My grandmother used to say that often: show me your friends and Ill tell youEvery bodies reality is their own truth; another saying that seems to mean different things to different people.Recently I was in season with my newest therapist. She had a spiral notebook between her leg and the arm of the chair. She reached for it often and was anxiously writing things down. At one point she asked me if I knew what she was writing down and I replied: probably  so she asked me what I thought she was writing down and I told her the most likely she was writing down things that I was saying otherwise she was writing down comments or thoughts based on things I was saying. She said  both  I nodded affirmatively and she asked me if that happened often. I replied: it depends on my audience  That seemed to surprise her some.I mentioned what my grandmother told me and how I realized that reality and truth were often used interchangeably and that a lot of our language was used unilaterally meaning that many people think or assume that others know what they mean. So if theres a thread of truth to that thought how can we know what everyone means? Its easy to be confused which means we are often lost in our own world of wondering what a persons means by what they say?If Im ON then I can read my audience but depending on many things Im just as lost as the next guy so here I am with you because someone read me and thinks you can figure me out. I really like it that youre taking notes  and we both laughed at the same time. That made me feel good and it looked like it made here feel good. Liked by johnhans Follow Report
6,C0699744,Infection of ear,"C0012833, C0013404","Dizziness, Dyspnea",https://connect.mayoclinic.org/discussion/panic-attack-excessively-gone-too-far/,Panic Attack Excessively Gone too far,"This might be long and belong in other groups too. Im 19 years old. I have terrible panic attacks and I deal with fear a lot. This past 2 months have been terrible. So it started with me losing my job. After I got a double ear infection that moved to my sinus cavities. Then it went to my lungs. Then once all that was clear I started getting dizzy and I blacked out. Went to the ER, Turns out my potassium was low and I was dehydrated and my CO2 was extremely low. Went to my regular PCP and they did a follow up blood test and my potassium was fine but my B12 was really low and my CO2 was still low. 2 weeks later and Im having trouble breathing with Air Hunger(Dyspnea) Attacks constantly and panic attacks only at night. I still get dizzy spells and I occasionally get dehydrated even though I drink constantly. Im getting scared. Has anyone ever dealt with this before? My doctor keeps tagging it as stress. Im tempted to go to the childrens hospital but I dont have anyone to drive me. What should I do? Has anyone dealt with this? Any idea of what it could be? Follow Report"
6,C0011175,Dehydration,"C0012833, C0013404","Dizziness, Dyspnea",https://connect.mayoclinic.org/discussion/panic-attack-excessively-gone-too-far/,Panic Attack Excessively Gone too far,"This might be long and belong in other groups too. Im 19 years old. I have terrible panic attacks and I deal with fear a lot. This past 2 months have been terrible. So it started with me losing my job. After I got a double ear infection that moved to my sinus cavities. Then it went to my lungs. Then once all that was clear I started getting dizzy and I blacked out. Went to the ER, Turns out my potassium was low and I was dehydrated and my CO2 was extremely low. Went to my regular PCP and they did a follow up blood test and my potassium was fine but my B12 was really low and my CO2 was still low. 2 weeks later and Im having trouble breathing with Air Hunger(Dyspnea) Attacks constantly and panic attacks only at night. I still get dizzy spells and I occasionally get dehydrated even though I drink constantly. Im getting scared. Has anyone ever dealt with this before? My doctor keeps tagging it as stress. Im tempted to go to the childrens hospital but I dont have anyone to drive me. What should I do? Has anyone dealt with this? Any idea of what it could be? Follow Report"
6,C1535939,Pneumocystis jiroveci pneumonia,"C0012833, C0013404","Dizziness, Dyspnea",https://connect.mayoclinic.org/discussion/panic-attack-excessively-gone-too-far/,Panic Attack Excessively Gone too far,"This might be long and belong in other groups too. Im 19 years old. I have terrible panic attacks and I deal with fear a lot. This past 2 months have been terrible. So it started with me losing my job. After I got a double ear infection that moved to my sinus cavities. Then it went to my lungs. Then once all that was clear I started getting dizzy and I blacked out. Went to the ER, Turns out my potassium was low and I was dehydrated and my CO2 was extremely low. Went to my regular PCP and they did a follow up blood test and my potassium was fine but my B12 was really low and my CO2 was still low. 2 weeks later and Im having trouble breathing with Air Hunger(Dyspnea) Attacks constantly and panic attacks only at night. I still get dizzy spells and I occasionally get dehydrated even though I drink constantly. Im getting scared. Has anyone ever dealt with this before? My doctor keeps tagging it as stress. Im tempted to go to the childrens hospital but I dont have anyone to drive me. What should I do? Has anyone dealt with this? Any idea of what it could be? Follow Report"
10,C0033141,"Cardiomyopathies, Primary",C0221423,Illness (finding),https://connect.mayoclinic.org/discussion/link-between-seroquel-and-heart-problems/,Link between Seroquel and Heart Problems?,"My psychiatrist put me on Seroquel approximately 4-5 years ago, on a low dose of 100mg, as a sleep aid. Apparently it is used as an anti-psychotic in high doses, however in low doses it can be used as a sleep aid because of its anti-histamine properties (that are found in allergy pills for example that make you sleepy). Fast forward to this past June, and I was diagnosed with Stage 4 Congestive Heart Failure, the idiopathic cardiomyopathy kind, idiopathic meaning the doctors dont know how or why I now have this. It came on VERY suddenly. I was hospitalized for a week, all of the usual tests, and I was free of any clots or blockages. My ejection fraction was 20-25%. Trying to find a cause: A virus? I havent been sick in a long time, not even a cold. I have never smoked or used illicit drugs; I have maybe a dozen alcoholic drinks per year, and there is no history of heart failure in my family. So they went through all of my current meds to see if there was a cause. I have been on Seroquel (100mg), Clonazepam as needed, Wellbutrin, and Citalopram (20mg) for years. After the doctors did some quick research, the Cardiologist took me off the Seroquel immediately, saying heart failure was a possible side effect, however extremely small the chance might be. My psychiatrist has since told me its not the Seroquel. Its a long shot, but has anyone been told their Seroquel use led to heart failure? Thank you for any help. Liked by Parus, sarahbeth Follow Report"
10,C0009443,Common Cold,C0221423,Illness (finding),https://connect.mayoclinic.org/discussion/link-between-seroquel-and-heart-problems/,Link between Seroquel and Heart Problems?,"My psychiatrist put me on Seroquel approximately 4-5 years ago, on a low dose of 100mg, as a sleep aid. Apparently it is used as an anti-psychotic in high doses, however in low doses it can be used as a sleep aid because of its anti-histamine properties (that are found in allergy pills for example that make you sleepy). Fast forward to this past June, and I was diagnosed with Stage 4 Congestive Heart Failure, the idiopathic cardiomyopathy kind, idiopathic meaning the doctors dont know how or why I now have this. It came on VERY suddenly. I was hospitalized for a week, all of the usual tests, and I was free of any clots or blockages. My ejection fraction was 20-25%. Trying to find a cause: A virus? I havent been sick in a long time, not even a cold. I have never smoked or used illicit drugs; I have maybe a dozen alcoholic drinks per year, and there is no history of heart failure in my family. So they went through all of my current meds to see if there was a cause. I have been on Seroquel (100mg), Clonazepam as needed, Wellbutrin, and Citalopram (20mg) for years. After the doctors did some quick research, the Cardiologist took me off the Seroquel immediately, saying heart failure was a possible side effect, however extremely small the chance might be. My psychiatrist has since told me its not the Seroquel. Its a long shot, but has anyone been told their Seroquel use led to heart failure? Thank you for any help. Liked by Parus, sarahbeth Follow Report"
10,C0018802,Congestive heart failure,C0221423,Illness (finding),https://connect.mayoclinic.org/discussion/link-between-seroquel-and-heart-problems/,Link between Seroquel and Heart Problems?,"My psychiatrist put me on Seroquel approximately 4-5 years ago, on a low dose of 100mg, as a sleep aid. Apparently it is used as an anti-psychotic in high doses, however in low doses it can be used as a sleep aid because of its anti-histamine properties (that are found in allergy pills for example that make you sleepy). Fast forward to this past June, and I was diagnosed with Stage 4 Congestive Heart Failure, the idiopathic cardiomyopathy kind, idiopathic meaning the doctors dont know how or why I now have this. It came on VERY suddenly. I was hospitalized for a week, all of the usual tests, and I was free of any clots or blockages. My ejection fraction was 20-25%. Trying to find a cause: A virus? I havent been sick in a long time, not even a cold. I have never smoked or used illicit drugs; I have maybe a dozen alcoholic drinks per year, and there is no history of heart failure in my family. So they went through all of my current meds to see if there was a cause. I have been on Seroquel (100mg), Clonazepam as needed, Wellbutrin, and Citalopram (20mg) for years. After the doctors did some quick research, the Cardiologist took me off the Seroquel immediately, saying heart failure was a possible side effect, however extremely small the chance might be. My psychiatrist has since told me its not the Seroquel. Its a long shot, but has anyone been told their Seroquel use led to heart failure? Thank you for any help. Liked by Parus, sarahbeth Follow Report"
14,C0038454,Cerebrovascular accident,"C0231218, C0231617","Malaise, Catch - Finding of sensory dimension of pain",https://connect.mayoclinic.org/discussion/the-value-of-an-animal/,The value of an animal,"Ive had dogs most of my life, except in college. Ive always enjoyed them as pets, and my wife has usually had a cat.My life went upside down in 2005. I was falling into a really deep depression and made multiple suicide attempts. I kept thinking Id hit bottom, but then Id go down deeper and darker. I admitted myself to a small facility for survivors of suicide attempts, and stayed for 6 weeks, until I felt like Id be safe again. I wasnt really, but life went on. I retired and began therapy, and after a couple of years I talked with my therapist about training my dog to be a service dog. I had an Aussie/Border Collie mix, who was a wonderful dog, and after working with him for over a year, he became my service animal.Barnabas went everywhere with me, and was of great service to me with depression, PTSD and suicidal thoughts. Everybody loved him. But last year at Valentines, he had a stroke or some other brain event, a week after a checkup at the vets, where I was told he had years left in him (he was only 9). That was really hard, especially since I didnt have a therapist right then, and couldnt get one until a year later. That was an 18 month stretch without a therapist, and the last six were pretty dark. I was fortunate to find my next dog at our local humane shelter, a few weeks after Barnabas died. Sadie had just been brought in that day because the people had too many dogs, and decided to return her to the shelter. She was fearful and skittish, but I felt an immediate bond with her. We left her alone for a couple of days, so she could become comfortable in our home, with us, and with my wifes little dog, Pete. After a year, shes joined to me at the hip. If I go outside, she follows, and comes in when I do. We have ten acres, so she has lots of room to run, rodents to catch, cows and horses to herd  they either ignore her or run her off  but she always comes back to me and sits down near me and watches me work in the yard. If Im kneeling, she sits right in front of me for some petting. Shes very attentive, obedient and therapeutic for me. When Im extra depressed or feeling the anxiety level rising, she lies in my lap and the pressure of the weight of her body provides calming therapy on my torso, for as long as I need her.One challenge of having a service dog is public ignorance. Everytime we go out, someone asks if they can pet her (No), or just pets her without asking. If they dont pet her, they talk to her, which is pretty much the same as petting because theyre drawing her attention away from me. Cesar teaches dont touch, dont talk, dont make eye contact.An issue Ive been dealing with is lack of understanding of the difference between service and therapy dogs. A service dog serves only its handler. A therapy dog is trained to serve others, such as in hospitals, to provide calming therapy for people. I was asked to have Sadie certified as a therapy dog, but I couldnt agree to it because of the differing purposes of the service and therapy animals. For 5 years, I was a Hospice volunteer, visiting patients for an hour a week, in their homes, in the hospital, in care homes  wherever they were. A few had house pets, so I left my dog in the car during the visit (always in safe, shaded places, with water). Every other patient loved having my dog come with me to visit them. I made an exception to the no pet rule with hospice patients because it meant so much to them. I had to resign a few months ago because they wrote a set of guidelines that specifies only certified therapy dogs could go with volunteers. I hated to give up that volunteer job. I think it helped me get out and interact with others, and it gave me a chance to give out to those who have a real need. How has a pet or animal helped you? Share your story with us. Of course, Sadies more than a pet, though she is that, too, but she provides the companionship of a pet, the devotion and unconditional love. Ill try to share pictures of Barnabas (brown and white) and Sadie (black and white). (Sorry I couldnt change the orientation of the picture of Sadie.) Liked by Teresa, Volunteer Mentor, @parkerm, johnhans, Parus ... see all Follow Report"
14,C0014518,Toxic Epidermal Necrolysis,"C0231218, C0231617","Malaise, Catch - Finding of sensory dimension of pain",https://connect.mayoclinic.org/discussion/the-value-of-an-animal/,The value of an animal,"Ive had dogs most of my life, except in college. Ive always enjoyed them as pets, and my wife has usually had a cat.My life went upside down in 2005. I was falling into a really deep depression and made multiple suicide attempts. I kept thinking Id hit bottom, but then Id go down deeper and darker. I admitted myself to a small facility for survivors of suicide attempts, and stayed for 6 weeks, until I felt like Id be safe again. I wasnt really, but life went on. I retired and began therapy, and after a couple of years I talked with my therapist about training my dog to be a service dog. I had an Aussie/Border Collie mix, who was a wonderful dog, and after working with him for over a year, he became my service animal.Barnabas went everywhere with me, and was of great service to me with depression, PTSD and suicidal thoughts. Everybody loved him. But last year at Valentines, he had a stroke or some other brain event, a week after a checkup at the vets, where I was told he had years left in him (he was only 9). That was really hard, especially since I didnt have a therapist right then, and couldnt get one until a year later. That was an 18 month stretch without a therapist, and the last six were pretty dark. I was fortunate to find my next dog at our local humane shelter, a few weeks after Barnabas died. Sadie had just been brought in that day because the people had too many dogs, and decided to return her to the shelter. She was fearful and skittish, but I felt an immediate bond with her. We left her alone for a couple of days, so she could become comfortable in our home, with us, and with my wifes little dog, Pete. After a year, shes joined to me at the hip. If I go outside, she follows, and comes in when I do. We have ten acres, so she has lots of room to run, rodents to catch, cows and horses to herd  they either ignore her or run her off  but she always comes back to me and sits down near me and watches me work in the yard. If Im kneeling, she sits right in front of me for some petting. Shes very attentive, obedient and therapeutic for me. When Im extra depressed or feeling the anxiety level rising, she lies in my lap and the pressure of the weight of her body provides calming therapy on my torso, for as long as I need her.One challenge of having a service dog is public ignorance. Everytime we go out, someone asks if they can pet her (No), or just pets her without asking. If they dont pet her, they talk to her, which is pretty much the same as petting because theyre drawing her attention away from me. Cesar teaches dont touch, dont talk, dont make eye contact.An issue Ive been dealing with is lack of understanding of the difference between service and therapy dogs. A service dog serves only its handler. A therapy dog is trained to serve others, such as in hospitals, to provide calming therapy for people. I was asked to have Sadie certified as a therapy dog, but I couldnt agree to it because of the differing purposes of the service and therapy animals. For 5 years, I was a Hospice volunteer, visiting patients for an hour a week, in their homes, in the hospital, in care homes  wherever they were. A few had house pets, so I left my dog in the car during the visit (always in safe, shaded places, with water). Every other patient loved having my dog come with me to visit them. I made an exception to the no pet rule with hospice patients because it meant so much to them. I had to resign a few months ago because they wrote a set of guidelines that specifies only certified therapy dogs could go with volunteers. I hated to give up that volunteer job. I think it helped me get out and interact with others, and it gave me a chance to give out to those who have a real need. How has a pet or animal helped you? Share your story with us. Of course, Sadies more than a pet, though she is that, too, but she provides the companionship of a pet, the devotion and unconditional love. Ill try to share pictures of Barnabas (brown and white) and Sadie (black and white). (Sorry I couldnt change the orientation of the picture of Sadie.) Liked by Teresa, Volunteer Mentor, @parkerm, johnhans, Parus ... see all Follow Report"
37,C0017168,Gastroesophageal reflux disease,"C0042963, C0027497","Vomiting, Nausea",https://connect.mayoclinic.org/discussion/chronic-nausea-1/,Chronic nausea,"Hello ! how are you alli have a problem since 2 years and half , suddenly felt nauseating and i want to vomit so i went to the w/c and i thought its normal , but the nausea still with me !so i went to an internal doctor and he Gave me anti-nausea ( domby ) + ppi he said it could be GERD so i took them for like 8 month and nothing happened still ( nausea ) , i went to gastroenterology and i did Endoscopy and everything was fine ! i dont know what is happeneing to methen the Doctor said maybe u have a psycological problem , so i went to the psychiatry and the DR Gave me anti-deppression med`s .. actually after 1 month i felt good ! the nausea disappear and i was telling me SELF thanks GOD ! im BACK !and i kept using it for 9 month then the DR said lets stop it by lowering the Dose becuase u are fine now .. so i was happy now 3 month since i stoppped the Medicine ,, the Nausea Came BACK again .. the Same way it was before .. and there is a lot of gurgles and voices its like small burbs , upper the esophugus , and sometimes i feel like someone holding my NECK and if someone touched my neck i`ll Vomit immediatlly ;( i really dont know what to do ,, i cant Work sometimes i feel i just want to stay HOME all the time i cant meet ppl cuz when someone see me they think that my reaction to them like im nauseating from them .. but its not !!! is there anyone who is suffering like that and what he or she did to treat this ;( thanks for reading Follow Report"
