PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0022658,Kidney Diseases,C0231218,Malaise,https://connect.mayoclinic.org/discussion/i-need-support/,Stage 3/4 Kidney disease: I need support before my appointment,"I got diagnosed with stage 3 to 4 kidney disease about 3 months ago. Although my GAF was around 30 all others measures were well within appropriate limits. I asked my nephrologist why this had happened as ive Always been healthy and all previous blood work over the years had been good. (Im 71 years old). He said he had no idea why and at that moment I decided to try and get a second opinion at the Mayo Clinic. The appointment I was given was for 3 months in the future and is now 2 weeks away. Im asking for some words of encouragement from anyone who has been down this road. I have no idea if ill Have a future and if so, no idea at all what it might look like. Now that my appointment is only 14 days away, my anxiety level is definitely on the rise. Thank you for anything you can do. Liked by Rosemary, Volunteer Mentor Follow Report"
2,C0042029,Urinary tract infection,"C0042256, C0231218, C0549299, C0004604, C0683369","Pruritus of vagina, Malaise, uti symptoms, Back Pain, Clouded consciousness",https://connect.mayoclinic.org/discussion/bladder-infections/,Bladder Infections,"There are millions of us, mostly women, suffering from recurrent UTIs. It has become an international health crisis as we take round after round of antibiotics which our systems progressively become resistant to. We UTI sufferers come to learn in our research to cope with and even hopefully find a cure for our UTIs, that all these antibiotics alter and compromise the gut biome. As much as 80% of our immune system is in the gut which becomes weakened by all the rounds of antibiotics. Some antibiotics can even cause syndromes that make the cure as bad as or worse than the UTI itself. In the elderly, a UTI can cause confusion. If UTIs are left untreated, the infection can spread to the kidneys which is very serious. And if it spreads from the kidneys into the blood, there is only a 50% survival rate. What initially seemed to be a simple and inconvenient but easily treated bladder infection, can develop into years of general ill health due to a compromised immune system and with constant worry hanging over our heads that the UTI will spread to the kidneysand beyond..I am one of these UTI sufferers. Two month short of a 3 year battle with UTIs and 38 UTIs plus 37 rounds of antibiotics later, I have a protocol in place that is working for me and has kept me UTI free for several months with a breakthrough at the 3 month point. All is well to date, one more month later.To be concise I will list what I have learned works. Estrogen therapy in mainly locally absorbed vaginal tablet or cream form or using the Ering stopped UTIs for me for 3 full months at the beginning of this saga when the UTIs were happening pretty much back to back. I had a cystoscopy which introduced bacteria and started the UTI cycle all over againAfter another year and a half of constant UTIs, I read about PACS (A-type proanthocyanidins) which are made from the skin, pulp and seeds of American cranberries (not just the juice or d-mannose which for me did not work). Studies of PACs show promise in preventionnot cure. I ordered Utiva on line but there are other similar PACs products out there. The recommended dose is once a day but I read in research papers that PACs are effective at preventing bacteria from adhering to the bladder lining for 8 hours only and that a higher dose is required.For me the PACs worked after finishing a round of antibiotics, at staving off future UTIs. I did have a breakthrough UTI and took antibiotics. Then a second back to back UTI with pain on urination, cloudy urine, malaiseall the usual UTI symptoms I have always had. It was a weekend so I had to wait 2 days to go for the culture. I took it upon myself to take the PACs (Utiva) every 8 hours, 3 times a day to get myself through the weekend and the UTI symptoms went awaywhich never happens completely. On the Monday morning I went for the urinalysis and culture and the results came back NEGATIVE! Conclusion: the PACs actually cured my UTI!Since then I have added tea tree oil diluted in coconut oil as a vaginal salve for itching/vaginal infections and this has helped.Besides the usual recommendations, I try my best to keep my diet low in high carb foods and get exercise daily. I drink plenty of water. I take high quality probiotics daily. I keep my vaginal area very clean after BMs and shower morning and night. I take a few supplements including vitamin D, C and Omega 3. I try not to sit too long because that just creates a warm, dark, moist environment for bacteria to grow.And so far, so good. PACs are really working for me, keeping me UTI free.And I want to share this with others. If you do take PACs, keep in mind that they are for prevention so you must start from a position of no infectionso right away during or after antibiotic treatment. It is up to you if you want to take PACs more than once a dayafter all it is fruit. As I said, for me, taking it 3x per day has cured my UTI and I was 3 months in and am now 1 more month in with no infection. By no means is this an endorsement of PACs treatment instead of antibiotics. To be sure you no longer have a UTI, your doctor must order a urine test. He may be surprised as my urogynecologist was, to learn how effective PACs are. He was actually the one to suggest I try Utiva in the first place but had been pushing for me to go on a 6 month course of half dose antibiotics which I was opposed to.Im sorry this post is so long, but I wanted to be very clear about how PACs have worked for me. And I just want to help others who are suffering like I have. Contact me if you like with any questions. Liked by JK, Volunteer Mentor, nene22 Follow Report"
2,C0010692,Cystitis,"C0042256, C0231218, C0549299, C0004604, C0683369","Pruritus of vagina, Malaise, uti symptoms, Back Pain, Clouded consciousness",https://connect.mayoclinic.org/discussion/bladder-infections/,Bladder Infections,"There are millions of us, mostly women, suffering from recurrent UTIs. It has become an international health crisis as we take round after round of antibiotics which our systems progressively become resistant to. We UTI sufferers come to learn in our research to cope with and even hopefully find a cure for our UTIs, that all these antibiotics alter and compromise the gut biome. As much as 80% of our immune system is in the gut which becomes weakened by all the rounds of antibiotics. Some antibiotics can even cause syndromes that make the cure as bad as or worse than the UTI itself. In the elderly, a UTI can cause confusion. If UTIs are left untreated, the infection can spread to the kidneys which is very serious. And if it spreads from the kidneys into the blood, there is only a 50% survival rate. What initially seemed to be a simple and inconvenient but easily treated bladder infection, can develop into years of general ill health due to a compromised immune system and with constant worry hanging over our heads that the UTI will spread to the kidneysand beyond..I am one of these UTI sufferers. Two month short of a 3 year battle with UTIs and 38 UTIs plus 37 rounds of antibiotics later, I have a protocol in place that is working for me and has kept me UTI free for several months with a breakthrough at the 3 month point. All is well to date, one more month later.To be concise I will list what I have learned works. Estrogen therapy in mainly locally absorbed vaginal tablet or cream form or using the Ering stopped UTIs for me for 3 full months at the beginning of this saga when the UTIs were happening pretty much back to back. I had a cystoscopy which introduced bacteria and started the UTI cycle all over againAfter another year and a half of constant UTIs, I read about PACS (A-type proanthocyanidins) which are made from the skin, pulp and seeds of American cranberries (not just the juice or d-mannose which for me did not work). Studies of PACs show promise in preventionnot cure. I ordered Utiva on line but there are other similar PACs products out there. The recommended dose is once a day but I read in research papers that PACs are effective at preventing bacteria from adhering to the bladder lining for 8 hours only and that a higher dose is required.For me the PACs worked after finishing a round of antibiotics, at staving off future UTIs. I did have a breakthrough UTI and took antibiotics. Then a second back to back UTI with pain on urination, cloudy urine, malaiseall the usual UTI symptoms I have always had. It was a weekend so I had to wait 2 days to go for the culture. I took it upon myself to take the PACs (Utiva) every 8 hours, 3 times a day to get myself through the weekend and the UTI symptoms went awaywhich never happens completely. On the Monday morning I went for the urinalysis and culture and the results came back NEGATIVE! Conclusion: the PACs actually cured my UTI!Since then I have added tea tree oil diluted in coconut oil as a vaginal salve for itching/vaginal infections and this has helped.Besides the usual recommendations, I try my best to keep my diet low in high carb foods and get exercise daily. I drink plenty of water. I take high quality probiotics daily. I keep my vaginal area very clean after BMs and shower morning and night. I take a few supplements including vitamin D, C and Omega 3. I try not to sit too long because that just creates a warm, dark, moist environment for bacteria to grow.And so far, so good. PACs are really working for me, keeping me UTI free.And I want to share this with others. If you do take PACs, keep in mind that they are for prevention so you must start from a position of no infectionso right away during or after antibiotic treatment. It is up to you if you want to take PACs more than once a dayafter all it is fruit. As I said, for me, taking it 3x per day has cured my UTI and I was 3 months in and am now 1 more month in with no infection. By no means is this an endorsement of PACs treatment instead of antibiotics. To be sure you no longer have a UTI, your doctor must order a urine test. He may be surprised as my urogynecologist was, to learn how effective PACs are. He was actually the one to suggest I try Utiva in the first place but had been pushing for me to go on a 6 month course of half dose antibiotics which I was opposed to.Im sorry this post is so long, but I wanted to be very clear about how PACs have worked for me. And I just want to help others who are suffering like I have. Contact me if you like with any questions. Liked by JK, Volunteer Mentor, nene22 Follow Report"
2,C0262655,Recurrent urinary tract infection,"C0042256, C0231218, C0549299, C0004604, C0683369","Pruritus of vagina, Malaise, uti symptoms, Back Pain, Clouded consciousness",https://connect.mayoclinic.org/discussion/bladder-infections/,Bladder Infections,"There are millions of us, mostly women, suffering from recurrent UTIs. It has become an international health crisis as we take round after round of antibiotics which our systems progressively become resistant to. We UTI sufferers come to learn in our research to cope with and even hopefully find a cure for our UTIs, that all these antibiotics alter and compromise the gut biome. As much as 80% of our immune system is in the gut which becomes weakened by all the rounds of antibiotics. Some antibiotics can even cause syndromes that make the cure as bad as or worse than the UTI itself. In the elderly, a UTI can cause confusion. If UTIs are left untreated, the infection can spread to the kidneys which is very serious. And if it spreads from the kidneys into the blood, there is only a 50% survival rate. What initially seemed to be a simple and inconvenient but easily treated bladder infection, can develop into years of general ill health due to a compromised immune system and with constant worry hanging over our heads that the UTI will spread to the kidneysand beyond..I am one of these UTI sufferers. Two month short of a 3 year battle with UTIs and 38 UTIs plus 37 rounds of antibiotics later, I have a protocol in place that is working for me and has kept me UTI free for several months with a breakthrough at the 3 month point. All is well to date, one more month later.To be concise I will list what I have learned works. Estrogen therapy in mainly locally absorbed vaginal tablet or cream form or using the Ering stopped UTIs for me for 3 full months at the beginning of this saga when the UTIs were happening pretty much back to back. I had a cystoscopy which introduced bacteria and started the UTI cycle all over againAfter another year and a half of constant UTIs, I read about PACS (A-type proanthocyanidins) which are made from the skin, pulp and seeds of American cranberries (not just the juice or d-mannose which for me did not work). Studies of PACs show promise in preventionnot cure. I ordered Utiva on line but there are other similar PACs products out there. The recommended dose is once a day but I read in research papers that PACs are effective at preventing bacteria from adhering to the bladder lining for 8 hours only and that a higher dose is required.For me the PACs worked after finishing a round of antibiotics, at staving off future UTIs. I did have a breakthrough UTI and took antibiotics. Then a second back to back UTI with pain on urination, cloudy urine, malaiseall the usual UTI symptoms I have always had. It was a weekend so I had to wait 2 days to go for the culture. I took it upon myself to take the PACs (Utiva) every 8 hours, 3 times a day to get myself through the weekend and the UTI symptoms went awaywhich never happens completely. On the Monday morning I went for the urinalysis and culture and the results came back NEGATIVE! Conclusion: the PACs actually cured my UTI!Since then I have added tea tree oil diluted in coconut oil as a vaginal salve for itching/vaginal infections and this has helped.Besides the usual recommendations, I try my best to keep my diet low in high carb foods and get exercise daily. I drink plenty of water. I take high quality probiotics daily. I keep my vaginal area very clean after BMs and shower morning and night. I take a few supplements including vitamin D, C and Omega 3. I try not to sit too long because that just creates a warm, dark, moist environment for bacteria to grow.And so far, so good. PACs are really working for me, keeping me UTI free.And I want to share this with others. If you do take PACs, keep in mind that they are for prevention so you must start from a position of no infectionso right away during or after antibiotic treatment. It is up to you if you want to take PACs more than once a dayafter all it is fruit. As I said, for me, taking it 3x per day has cured my UTI and I was 3 months in and am now 1 more month in with no infection. By no means is this an endorsement of PACs treatment instead of antibiotics. To be sure you no longer have a UTI, your doctor must order a urine test. He may be surprised as my urogynecologist was, to learn how effective PACs are. He was actually the one to suggest I try Utiva in the first place but had been pushing for me to go on a 6 month course of half dose antibiotics which I was opposed to.Im sorry this post is so long, but I wanted to be very clear about how PACs have worked for me. And I just want to help others who are suffering like I have. Contact me if you like with any questions. Liked by JK, Volunteer Mentor, nene22 Follow Report"
2,C0033036,Atrial Premature Complexes,"C0042256, C0231218, C0549299, C0004604, C0683369","Pruritus of vagina, Malaise, uti symptoms, Back Pain, Clouded consciousness",https://connect.mayoclinic.org/discussion/bladder-infections/,Bladder Infections,"There are millions of us, mostly women, suffering from recurrent UTIs. It has become an international health crisis as we take round after round of antibiotics which our systems progressively become resistant to. We UTI sufferers come to learn in our research to cope with and even hopefully find a cure for our UTIs, that all these antibiotics alter and compromise the gut biome. As much as 80% of our immune system is in the gut which becomes weakened by all the rounds of antibiotics. Some antibiotics can even cause syndromes that make the cure as bad as or worse than the UTI itself. In the elderly, a UTI can cause confusion. If UTIs are left untreated, the infection can spread to the kidneys which is very serious. And if it spreads from the kidneys into the blood, there is only a 50% survival rate. What initially seemed to be a simple and inconvenient but easily treated bladder infection, can develop into years of general ill health due to a compromised immune system and with constant worry hanging over our heads that the UTI will spread to the kidneysand beyond..I am one of these UTI sufferers. Two month short of a 3 year battle with UTIs and 38 UTIs plus 37 rounds of antibiotics later, I have a protocol in place that is working for me and has kept me UTI free for several months with a breakthrough at the 3 month point. All is well to date, one more month later.To be concise I will list what I have learned works. Estrogen therapy in mainly locally absorbed vaginal tablet or cream form or using the Ering stopped UTIs for me for 3 full months at the beginning of this saga when the UTIs were happening pretty much back to back. I had a cystoscopy which introduced bacteria and started the UTI cycle all over againAfter another year and a half of constant UTIs, I read about PACS (A-type proanthocyanidins) which are made from the skin, pulp and seeds of American cranberries (not just the juice or d-mannose which for me did not work). Studies of PACs show promise in preventionnot cure. I ordered Utiva on line but there are other similar PACs products out there. The recommended dose is once a day but I read in research papers that PACs are effective at preventing bacteria from adhering to the bladder lining for 8 hours only and that a higher dose is required.For me the PACs worked after finishing a round of antibiotics, at staving off future UTIs. I did have a breakthrough UTI and took antibiotics. Then a second back to back UTI with pain on urination, cloudy urine, malaiseall the usual UTI symptoms I have always had. It was a weekend so I had to wait 2 days to go for the culture. I took it upon myself to take the PACs (Utiva) every 8 hours, 3 times a day to get myself through the weekend and the UTI symptoms went awaywhich never happens completely. On the Monday morning I went for the urinalysis and culture and the results came back NEGATIVE! Conclusion: the PACs actually cured my UTI!Since then I have added tea tree oil diluted in coconut oil as a vaginal salve for itching/vaginal infections and this has helped.Besides the usual recommendations, I try my best to keep my diet low in high carb foods and get exercise daily. I drink plenty of water. I take high quality probiotics daily. I keep my vaginal area very clean after BMs and shower morning and night. I take a few supplements including vitamin D, C and Omega 3. I try not to sit too long because that just creates a warm, dark, moist environment for bacteria to grow.And so far, so good. PACs are really working for me, keeping me UTI free.And I want to share this with others. If you do take PACs, keep in mind that they are for prevention so you must start from a position of no infectionso right away during or after antibiotic treatment. It is up to you if you want to take PACs more than once a dayafter all it is fruit. As I said, for me, taking it 3x per day has cured my UTI and I was 3 months in and am now 1 more month in with no infection. By no means is this an endorsement of PACs treatment instead of antibiotics. To be sure you no longer have a UTI, your doctor must order a urine test. He may be surprised as my urogynecologist was, to learn how effective PACs are. He was actually the one to suggest I try Utiva in the first place but had been pushing for me to go on a 6 month course of half dose antibiotics which I was opposed to.Im sorry this post is so long, but I wanted to be very clear about how PACs have worked for me. And I just want to help others who are suffering like I have. Contact me if you like with any questions. Liked by JK, Volunteer Mentor, nene22 Follow Report"
2,C0404521,Infective vaginitis,"C0042256, C0231218, C0549299, C0004604, C0683369","Pruritus of vagina, Malaise, uti symptoms, Back Pain, Clouded consciousness",https://connect.mayoclinic.org/discussion/bladder-infections/,Bladder Infections,"There are millions of us, mostly women, suffering from recurrent UTIs. It has become an international health crisis as we take round after round of antibiotics which our systems progressively become resistant to. We UTI sufferers come to learn in our research to cope with and even hopefully find a cure for our UTIs, that all these antibiotics alter and compromise the gut biome. As much as 80% of our immune system is in the gut which becomes weakened by all the rounds of antibiotics. Some antibiotics can even cause syndromes that make the cure as bad as or worse than the UTI itself. In the elderly, a UTI can cause confusion. If UTIs are left untreated, the infection can spread to the kidneys which is very serious. And if it spreads from the kidneys into the blood, there is only a 50% survival rate. What initially seemed to be a simple and inconvenient but easily treated bladder infection, can develop into years of general ill health due to a compromised immune system and with constant worry hanging over our heads that the UTI will spread to the kidneysand beyond..I am one of these UTI sufferers. Two month short of a 3 year battle with UTIs and 38 UTIs plus 37 rounds of antibiotics later, I have a protocol in place that is working for me and has kept me UTI free for several months with a breakthrough at the 3 month point. All is well to date, one more month later.To be concise I will list what I have learned works. Estrogen therapy in mainly locally absorbed vaginal tablet or cream form or using the Ering stopped UTIs for me for 3 full months at the beginning of this saga when the UTIs were happening pretty much back to back. I had a cystoscopy which introduced bacteria and started the UTI cycle all over againAfter another year and a half of constant UTIs, I read about PACS (A-type proanthocyanidins) which are made from the skin, pulp and seeds of American cranberries (not just the juice or d-mannose which for me did not work). Studies of PACs show promise in preventionnot cure. I ordered Utiva on line but there are other similar PACs products out there. The recommended dose is once a day but I read in research papers that PACs are effective at preventing bacteria from adhering to the bladder lining for 8 hours only and that a higher dose is required.For me the PACs worked after finishing a round of antibiotics, at staving off future UTIs. I did have a breakthrough UTI and took antibiotics. Then a second back to back UTI with pain on urination, cloudy urine, malaiseall the usual UTI symptoms I have always had. It was a weekend so I had to wait 2 days to go for the culture. I took it upon myself to take the PACs (Utiva) every 8 hours, 3 times a day to get myself through the weekend and the UTI symptoms went awaywhich never happens completely. On the Monday morning I went for the urinalysis and culture and the results came back NEGATIVE! Conclusion: the PACs actually cured my UTI!Since then I have added tea tree oil diluted in coconut oil as a vaginal salve for itching/vaginal infections and this has helped.Besides the usual recommendations, I try my best to keep my diet low in high carb foods and get exercise daily. I drink plenty of water. I take high quality probiotics daily. I keep my vaginal area very clean after BMs and shower morning and night. I take a few supplements including vitamin D, C and Omega 3. I try not to sit too long because that just creates a warm, dark, moist environment for bacteria to grow.And so far, so good. PACs are really working for me, keeping me UTI free.And I want to share this with others. If you do take PACs, keep in mind that they are for prevention so you must start from a position of no infectionso right away during or after antibiotic treatment. It is up to you if you want to take PACs more than once a dayafter all it is fruit. As I said, for me, taking it 3x per day has cured my UTI and I was 3 months in and am now 1 more month in with no infection. By no means is this an endorsement of PACs treatment instead of antibiotics. To be sure you no longer have a UTI, your doctor must order a urine test. He may be surprised as my urogynecologist was, to learn how effective PACs are. He was actually the one to suggest I try Utiva in the first place but had been pushing for me to go on a 6 month course of half dose antibiotics which I was opposed to.Im sorry this post is so long, but I wanted to be very clear about how PACs have worked for me. And I just want to help others who are suffering like I have. Contact me if you like with any questions. Liked by JK, Volunteer Mentor, nene22 Follow Report"
3,C0221763,Chronic cystitis,"C0011991, C0000737","Diarrhea, Abdominal Pain",https://connect.mayoclinic.org/discussion/chronic-bladder-infection-using-a-gentamycin-bladder-wash/,Chronic bladder infection using a Gentamicin bladder wash,"I have questions about the gentamycin bladder wash for a chronic bladder infection that will not go away. Im not getting much information from the doctor. I need to know how long this bladder wash will work until the infection becomes immune to the antibiotic. I cant take any more oral or intravenous antibiotics. Ive had C diff 3 times now. My stomach and intestines are a mess. I feel as if I live with food poisoning 24 hours a day because of the horrible gut pain and diarrhea and loose stools. Are there any other bladder wash that I can use when this Gentamycin doesnt work anymore. The doctor will NOT answer these questions. He say, Well cross that bridge when we get there. That doesnt cut it for me. I take care of my handicapped sister. She is totally dependent on me. There is no family to help us. I NEED to know if I have any options and what to expect. I am scared to say to much for fear the doctor will refuse to treat me. Is there anyone that has this same problem? Follow Report"
3,C3714506,Meckel syndrome type 1,"C0011991, C0000737","Diarrhea, Abdominal Pain",https://connect.mayoclinic.org/discussion/chronic-bladder-infection-using-a-gentamycin-bladder-wash/,Chronic bladder infection using a Gentamicin bladder wash,"I have questions about the gentamycin bladder wash for a chronic bladder infection that will not go away. Im not getting much information from the doctor. I need to know how long this bladder wash will work until the infection becomes immune to the antibiotic. I cant take any more oral or intravenous antibiotics. Ive had C diff 3 times now. My stomach and intestines are a mess. I feel as if I live with food poisoning 24 hours a day because of the horrible gut pain and diarrhea and loose stools. Are there any other bladder wash that I can use when this Gentamycin doesnt work anymore. The doctor will NOT answer these questions. He say, Well cross that bridge when we get there. That doesnt cut it for me. I take care of my handicapped sister. She is totally dependent on me. There is no family to help us. I NEED to know if I have any options and what to expect. I am scared to say to much for fear the doctor will refuse to treat me. Is there anyone that has this same problem? Follow Report"
4,C1535939,Pneumocystis jiroveci pneumonia,"C0557875, C0231218, C0018681","Tired, Malaise, Headache",https://connect.mayoclinic.org/discussion/solitary-kidney-health/,Solitary kidney health,"I had a nephrectomy May 2019. Anyone notice any changes physically having a sole kidney? My energy level isnt what it once was before my surgery. I occasionally have a drink with friends, not often, but I notice alcohol seems to disagree with me. I seem to have ill effects like headaches and more of a hung over feeling. I never drink more than 1-2 drinks. Also I notice if I dont drink enough water I tend to feel more tired and I get a headache. My kidney function is normal. Everyone tells me people can live quite well with only one kidney. I told my PCP about my symptoms and he told me I should be fine with the single kidney as long as my labs are OK. Anyone else have any symptoms having a sole kidney? My surgery was 5 months ago. Liked by Retired Teacher Follow Report"
5,C2930619,Sex Differentiation Disorders,"C0030193, C2364135","Pain, Discomfort",https://connect.mayoclinic.org/discussion/life-after-a-cancer-diagnosis/,Life after a cancer diagnosis,"My nephrectomy was 4 months ago life is moving on. I have been feeling OK as of late. Physically I almost feel like me before the cancer. Emotionally I realize that things are now changed forever. In October ,which is here, I will meet my new oncologist. He will order scans and blood work so the cycle of surveillance begins for me. I was told that for the next 2 years I would have scans and blood work. Hopefully my cancer will not return but it just may. There is no way to tell how things will go. I was told that due to my tumor size I am at higher risk for recurrence. I will hope for the best. Many of you have already traveled the cancer trail some are just beginning the journey. Where ever you are with your cancer there is always hope. There may be pain and discomfort but we must fight to beat the beast that is cancer. I want to think of scans as positive in hopes of quelling my anxiety scanxiety. I have scan anxiety right now. A sense of dread intertwined with fear of the unknown. I dont like the drive to the cancer center it tends to fill me with much stress. I dont like checking in for appointments, the same questions asked, the same answers given. I am a cancer patient at a cancer center and that doesnt sit well with me. I have an ID card with my name on it reminding me I am a member of a new club I never thought I would be be a part of! Faces are becoming familiar at the cancer center. At this point of my journey, I feel no comfort in the newfamiliar. It feels very foreign and not part of me. Its been 4 months that is not very long since the cancer  officially invaded my life. Yet in many ways it feels like an eternity. So much has happened in those 4 months. I am grateful that my panic stage is over. I do feel less anxious in general. I am grateful for this site and for everyone who has given me insightful advise and direction. I find it most helpful! I feel supported which is very much appreciated. We all need to feel support! There are so many of us out there! There is strength in numbers! Liked by Sheri Donaldson, crystalgal, Colleen Young, Connect Director, Scott, Volunteer Mentor ... see all Follow Report"
