PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
3,C0334037,Intestinal metaplasia,C0027769,Nervousness,https://connect.mayoclinic.org/discussion/degree-of-severity-of-intestinal-metaplasia/,Degree of severity of intestinal metaplasia,"I am from China and now work in the United States. In China, I was diagnosed of intestinal metaplasia (++). Here, (++) means medium severity. Two weeks ago, I had a endoscopy in California, the resulting biopsy report only showed the existence of intestinal metaplasia in Antrum and Angularis, but not mention its severity. I have no way to find whether this desease is improving or deteriorating. I am quite nervous about its malignant development and want to monitor it closely. Can MAYO issue a biopsy report showing the degree of severity of intestinal metaplasia at Antrum and Angularis? Thang you. Liked by Jackie, Alumna Mentor Follow Report"
5,C0400821,"Colitis, Microscopic","C0011991, C0009806","Diarrhea, Constipation",https://connect.mayoclinic.org/discussion/bowel-incontinence/,Bowel incontinence,"I am 73 yr old femal with diagnosed Celiac, Microscopic Colitis and IBS. i dont have diarrhea, BMs are either soft formed or constipated small hard stool, but either way I can be incontenant of small amount of stool. I wear a pad in close knit underwear with legs, so nothing can escape. Any advice from people with same problem would be comforting and useful. I would like to know how you handled it on social occasions.Thank you, Emyliander Follow Report"
5,C0022104,Irritable Bowel Syndrome,"C0011991, C0009806","Diarrhea, Constipation",https://connect.mayoclinic.org/discussion/bowel-incontinence/,Bowel incontinence,"I am 73 yr old femal with diagnosed Celiac, Microscopic Colitis and IBS. i dont have diarrhea, BMs are either soft formed or constipated small hard stool, but either way I can be incontenant of small amount of stool. I wear a pad in close knit underwear with legs, so nothing can escape. Any advice from people with same problem would be comforting and useful. I would like to know how you handled it on social occasions.Thank you, Emyliander Follow Report"
6,C0152020,Gastroparesis,"C0234229, C0018834, C0037011, C0740432, C0030193, C0004604, C0220870, C0587054, C0221512, C0221423, C0596601, C0027497, C0012833, C1291077","Deep pain, Heartburn, Shoulder Pain, stomach fullness, Pain, Back Pain, Lightheadedness, Numbness of finger, Stomach ache, Illness (finding), gastrointestinal gas, Nausea, Dizziness, Abdominal bloating",https://connect.mayoclinic.org/discussion/gastroparesis/,Gastroparesis with severe symptoms!,"Does anyone have gastroparesis (low stomach emptying) and what are you doing to manage the problem. I was finally diagnoised with this condition this year after at least 3plus years of unexplained illness. Most of my symtoms were related to pain in the chest; deep back shoulder pain; lightheaded/dizzyness; I always felt like I was having a heart attack. But each time I went to the ER all the heart test came back fine and was told it was just acid reflux. I have been to cardiology; neuralogy; gastrology. I have had heart test; stress test;;thryrod; diabectic test; all kinds of blood test (only showed low vit D) MRI of brain; spinal tap. Finally had stomach emptying test in March  which showed 85% food still in stomach after 3 hours. I have had to switch to a no fat; low fiber diet  pretty much all liquid; soft (babyfood like) foods. If I do experiment and eat something that doesnt move through  then I end up with the deep shoulder pain; lighthed/dizziness;; numbness in the arms/fingers and over all wekness. In order to overcome this feeling  It seems to work by drinking just water /gator aid for at least a day. I just dont know if this all started by a nerve damage issue or if it is reverserble. I have done a lot of internet reading and there doesnt seem to be anything to do except eating habit changes. And no one else seems to associate the pain I have with the stomach  I never seem to have stomach pain  Only fullness; nausea; bloating/gas. I also am not diabetic. Which my understanding is a reason for this condition. If you have this condition  what are your symtoms and how are you managing? Thanks Liked by annointed2008, TuJaded (Holly S.), tomdemonte3, dotdash Follow Report"
6,C0027051,Myocardial Infarction,"C0234229, C0018834, C0037011, C0740432, C0030193, C0004604, C0220870, C0587054, C0221512, C0221423, C0596601, C0027497, C0012833, C1291077","Deep pain, Heartburn, Shoulder Pain, stomach fullness, Pain, Back Pain, Lightheadedness, Numbness of finger, Stomach ache, Illness (finding), gastrointestinal gas, Nausea, Dizziness, Abdominal bloating",https://connect.mayoclinic.org/discussion/gastroparesis/,Gastroparesis with severe symptoms!,"Does anyone have gastroparesis (low stomach emptying) and what are you doing to manage the problem. I was finally diagnoised with this condition this year after at least 3plus years of unexplained illness. Most of my symtoms were related to pain in the chest; deep back shoulder pain; lightheaded/dizzyness; I always felt like I was having a heart attack. But each time I went to the ER all the heart test came back fine and was told it was just acid reflux. I have been to cardiology; neuralogy; gastrology. I have had heart test; stress test;;thryrod; diabectic test; all kinds of blood test (only showed low vit D) MRI of brain; spinal tap. Finally had stomach emptying test in March  which showed 85% food still in stomach after 3 hours. I have had to switch to a no fat; low fiber diet  pretty much all liquid; soft (babyfood like) foods. If I do experiment and eat something that doesnt move through  then I end up with the deep shoulder pain; lighthed/dizziness;; numbness in the arms/fingers and over all wekness. In order to overcome this feeling  It seems to work by drinking just water /gator aid for at least a day. I just dont know if this all started by a nerve damage issue or if it is reverserble. I have done a lot of internet reading and there doesnt seem to be anything to do except eating habit changes. And no one else seems to associate the pain I have with the stomach  I never seem to have stomach pain  Only fullness; nausea; bloating/gas. I also am not diabetic. Which my understanding is a reason for this condition. If you have this condition  what are your symtoms and how are you managing? Thanks Liked by annointed2008, TuJaded (Holly S.), tomdemonte3, dotdash Follow Report"
7,C3489393,Hiatal Hernia,"C0042963, C0000737, C1291077, C0232487","Vomiting, Abdominal Pain, Abdominal bloating, Abdominal discomfort",https://connect.mayoclinic.org/discussion/yrose/,"No answers yet. Inflammed, bloated and abdominal pain","Hi Everyone,I am writing hoping initially share what has happened through my journey with this new diagnosis since March, 2019. It all started with a few months of bloating, abdomen pain, loss of appetite, and irregular bowel movements. Then in March, a few days of abdomen pain, and eventually, a trip to ER with vomiting, and more intense abdomen pain. I had complained about a lot of bloating to my doctors who seemed indifferent to my complaints until it took me to ER with more dramatic symptoms. Tests were done including a CT scan. It showed that I had mesenteric panniculitis, a rare autoimmune disease with the mesentery inflamed forming a ring formation that appears on the CT scan. My family doctor referred me to many doctors, diuretic for fluid/abdomen.I was seen by a colon doctor, he suggested seeing a gastroenterologist who found via endoscope a small hiatal hernia , inflamed stomach, lower esophagus and treated via meds for this condition. Did nothing for the abdomen discomfort that happened every time I ate. Once he treated the hiatal hernia, he referred me to an oncologist. The oncologist suggest he would follow me up with another CT scan in 6 months to make sure this is not lymphoma or developing into it. October, I had the follow up scan and the condition showed some improvement. So, he has scheduled another scan in 8 months to check for changes. The only treatment for the abdomen inflammation that has been done, is my family doctor referred me to a dietician who has put me on probiotics, calcium tablets, stomach and hepatic enzyme tablets, and a fiber powder. At each doctors visit, each doctor seemed puzzled by the condition, unsure what to address as to treatment. I am unsure what to do. Wait and see what happens? I do not even know what specialist to go to that knows what to do. Liked by martft4 Follow Report"
7,C0004364,Autoimmune Diseases,"C0042963, C0000737, C1291077, C0232487","Vomiting, Abdominal Pain, Abdominal bloating, Abdominal discomfort",https://connect.mayoclinic.org/discussion/yrose/,"No answers yet. Inflammed, bloated and abdominal pain","Hi Everyone,I am writing hoping initially share what has happened through my journey with this new diagnosis since March, 2019. It all started with a few months of bloating, abdomen pain, loss of appetite, and irregular bowel movements. Then in March, a few days of abdomen pain, and eventually, a trip to ER with vomiting, and more intense abdomen pain. I had complained about a lot of bloating to my doctors who seemed indifferent to my complaints until it took me to ER with more dramatic symptoms. Tests were done including a CT scan. It showed that I had mesenteric panniculitis, a rare autoimmune disease with the mesentery inflamed forming a ring formation that appears on the CT scan. My family doctor referred me to many doctors, diuretic for fluid/abdomen.I was seen by a colon doctor, he suggested seeing a gastroenterologist who found via endoscope a small hiatal hernia , inflamed stomach, lower esophagus and treated via meds for this condition. Did nothing for the abdomen discomfort that happened every time I ate. Once he treated the hiatal hernia, he referred me to an oncologist. The oncologist suggest he would follow me up with another CT scan in 6 months to make sure this is not lymphoma or developing into it. October, I had the follow up scan and the condition showed some improvement. So, he has scheduled another scan in 8 months to check for changes. The only treatment for the abdomen inflammation that has been done, is my family doctor referred me to a dietician who has put me on probiotics, calcium tablets, stomach and hepatic enzyme tablets, and a fiber powder. At each doctors visit, each doctor seemed puzzled by the condition, unsure what to address as to treatment. I am unsure what to do. Wait and see what happens? I do not even know what specialist to go to that knows what to do. Liked by martft4 Follow Report"
7,C0678236,Rare Diseases,"C0042963, C0000737, C1291077, C0232487","Vomiting, Abdominal Pain, Abdominal bloating, Abdominal discomfort",https://connect.mayoclinic.org/discussion/yrose/,"No answers yet. Inflammed, bloated and abdominal pain","Hi Everyone,I am writing hoping initially share what has happened through my journey with this new diagnosis since March, 2019. It all started with a few months of bloating, abdomen pain, loss of appetite, and irregular bowel movements. Then in March, a few days of abdomen pain, and eventually, a trip to ER with vomiting, and more intense abdomen pain. I had complained about a lot of bloating to my doctors who seemed indifferent to my complaints until it took me to ER with more dramatic symptoms. Tests were done including a CT scan. It showed that I had mesenteric panniculitis, a rare autoimmune disease with the mesentery inflamed forming a ring formation that appears on the CT scan. My family doctor referred me to many doctors, diuretic for fluid/abdomen.I was seen by a colon doctor, he suggested seeing a gastroenterologist who found via endoscope a small hiatal hernia , inflamed stomach, lower esophagus and treated via meds for this condition. Did nothing for the abdomen discomfort that happened every time I ate. Once he treated the hiatal hernia, he referred me to an oncologist. The oncologist suggest he would follow me up with another CT scan in 6 months to make sure this is not lymphoma or developing into it. October, I had the follow up scan and the condition showed some improvement. So, he has scheduled another scan in 8 months to check for changes. The only treatment for the abdomen inflammation that has been done, is my family doctor referred me to a dietician who has put me on probiotics, calcium tablets, stomach and hepatic enzyme tablets, and a fiber powder. At each doctors visit, each doctor seemed puzzled by the condition, unsure what to address as to treatment. I am unsure what to do. Wait and see what happens? I do not even know what specialist to go to that knows what to do. Liked by martft4 Follow Report"
7,C0025470,Mesenteric Panniculitis,"C0042963, C0000737, C1291077, C0232487","Vomiting, Abdominal Pain, Abdominal bloating, Abdominal discomfort",https://connect.mayoclinic.org/discussion/yrose/,"No answers yet. Inflammed, bloated and abdominal pain","Hi Everyone,I am writing hoping initially share what has happened through my journey with this new diagnosis since March, 2019. It all started with a few months of bloating, abdomen pain, loss of appetite, and irregular bowel movements. Then in March, a few days of abdomen pain, and eventually, a trip to ER with vomiting, and more intense abdomen pain. I had complained about a lot of bloating to my doctors who seemed indifferent to my complaints until it took me to ER with more dramatic symptoms. Tests were done including a CT scan. It showed that I had mesenteric panniculitis, a rare autoimmune disease with the mesentery inflamed forming a ring formation that appears on the CT scan. My family doctor referred me to many doctors, diuretic for fluid/abdomen.I was seen by a colon doctor, he suggested seeing a gastroenterologist who found via endoscope a small hiatal hernia , inflamed stomach, lower esophagus and treated via meds for this condition. Did nothing for the abdomen discomfort that happened every time I ate. Once he treated the hiatal hernia, he referred me to an oncologist. The oncologist suggest he would follow me up with another CT scan in 6 months to make sure this is not lymphoma or developing into it. October, I had the follow up scan and the condition showed some improvement. So, he has scheduled another scan in 8 months to check for changes. The only treatment for the abdomen inflammation that has been done, is my family doctor referred me to a dietician who has put me on probiotics, calcium tablets, stomach and hepatic enzyme tablets, and a fiber powder. At each doctors visit, each doctor seemed puzzled by the condition, unsure what to address as to treatment. I am unsure what to do. Wait and see what happens? I do not even know what specialist to go to that knows what to do. Liked by martft4 Follow Report"
8,C0022104,Irritable Bowel Syndrome,"C0011991, C0009806, C1517205, C0012833, C0150055, C3714552","Diarrhea, Constipation, Flare, Dizziness, Chronic pain, Weakness",https://connect.mayoclinic.org/discussion/failed-colonoscopy-dont-understand-what-dr-was-telling-me/,"Failed colonoscopy, don't understand what Dr. was telling me","Hi. I'm 52 and had my 1st colonoscopy a couple wks ago due to 4 months of diarrhea and significant weight loss. Over the years I have normally had a lot of problems with terrible constipation, so having diarrhea was/is definately a new thing for me. When i went for my consult regarding the results he told me he couldn't finish the procedure without the risk of perforating my colon. He said I had the colon of an 80 year old. He didn't use any specific terms/conditions. He said something about it being stretched and loose and that it didn't get that way overnight. That I have had some type of IBS for a long time and I need to have a barium enema. I don't know what any of this means. I do know for the barium enema I have to go on a clear liquid diet for 2 days and that will be hard because I'm already down to 87 lbs and get weak and dizzy easy and also haave other chronic pain problems that flare with not enough rest and not eating right. But mostly I'd like to understand what he was telling me about my colon. Thanks. Follow Report"
