PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0042029,Urinary tract infection,"C0024031, C0745411, C0027497, C0030193","Low Back Pain, irregular bleeding, Nausea, Pain",https://connect.mayoclinic.org/discussion/how-to-get-dr-to-run-proper-tests/,Ovarian Cancer: Anyone have trouble getting diagnosed?,"Hello, Im hoping to get some advice on how to get my Dr to run the proper tests? Im 42 years old and am going through who knows what. It started a few months ago with irregular bleeding. Just figured hormonal changes in body. Then, had a UTI which turned into severe kidney infection which both were treated with antibiotics within just 3 weeks of each other. Right now, no infection, but am constantly nauseated, my lower back pain is a constant nag, last months period lasted over a week and this months period sent me to ER thinking I was going to bleed out. That only lasted one day. Pain and bleeding with sex, and I just feel really crummy all the time. Ive had uterine ultra sound which came back normal. Then only thing that did not come back normal was a single 5mm nodule found on bottom right lung. No one seems to know what is wrong with me. I have been referred to OB GYN. Still waiting for referral approval. Follow Report"
1,C0021313,Infection of kidney,"C0024031, C0745411, C0027497, C0030193","Low Back Pain, irregular bleeding, Nausea, Pain",https://connect.mayoclinic.org/discussion/how-to-get-dr-to-run-proper-tests/,Ovarian Cancer: Anyone have trouble getting diagnosed?,"Hello, Im hoping to get some advice on how to get my Dr to run the proper tests? Im 42 years old and am going through who knows what. It started a few months ago with irregular bleeding. Just figured hormonal changes in body. Then, had a UTI which turned into severe kidney infection which both were treated with antibiotics within just 3 weeks of each other. Right now, no infection, but am constantly nauseated, my lower back pain is a constant nag, last months period lasted over a week and this months period sent me to ER thinking I was going to bleed out. That only lasted one day. Pain and bleeding with sex, and I just feel really crummy all the time. Ive had uterine ultra sound which came back normal. Then only thing that did not come back normal was a single 5mm nodule found on bottom right lung. No one seems to know what is wrong with me. I have been referred to OB GYN. Still waiting for referral approval. Follow Report"
5,C0021313,Infection of kidney,"C0042963, C0027497, C1446787","Vomiting, Nausea, Cramping sensation quality",https://connect.mayoclinic.org/discussion/ca-hysterectomy-1year-later/,Cancer-related hysterectomy: Problems 1 year later,"i have cramping on my abdomen ,vomiting and feeling nauseous.When i sleep on that side it hurts so much .I have even lost my apatite.I had Total Hysterectomy last year April . I was fine all along until last week.Is this normal or is the something wrong inside ? The GP checked i dont have any bladder or kidney infections . Follow Report"
11,C0268575,Isovaleryl-CoA dehydrogenase deficiency,C0027769,Nervousness,https://connect.mayoclinic.org/discussion/ascus-pap-one-year-out/,ASCUS pap one year out,"I just found out that the two paps that I had, 6 and 9 months out were not normal as my doctor relayed, but ""insufficient"" and with no HPV. Now, one year in remission, the pap is ASCUS with no HPV. But her is the complicating matter: I was Stage IVA colon cancer (squamous cell), but they are not sure if it's primary of colon or metastatic from cervix. The reason for the uncertainty is that I had a hysterectomy a few years before diagnosis. So when I look at my medical records, I see it described as everything from cervical to colon to rectal cancer. So, anyone with this weird diagnosis and, separate question, anyone ASCUS negative HPV one year out from treatment? I've read it should go in the opposite direction in time, so I'm nervous about recurrence. Liked by Jackie, Alumna Mentor Follow Report"
22,C0242666,Protein S Deficiency,C0683369,Clouded consciousness,https://connect.mayoclinic.org/discussion/stage-1c-granulosa-ovarian-cancer/,Stage 1C granulosa ovarian cancer,"Dear Mayo Clinic, I am 48 years old and diagnosed with adult granulosa ovarian tumor (sex-cord). Stage 1C because the 15cm 10cm 7.5cm capsule had ruptured. They thought they were going in to remove a cyst on my ovary. I suffered for 3 days because the emergency room said I had to wait until my scheduled Monday for surgery. I have slight hyperthyroidism and protein S deficiency. My They removed both ovaries/tumor, a full hysterectomy and oophorectomy, removal of one lymph node, the omentum (an area of fat attached to the lower part of the stomach). All samples came back clean from the hysterectomy. My family and I are confused on the issue to follow with BEP chemo. Is there another treatment or do observation? Do you have any data to support that chemo could lesson my risk of recurrence? Percentage of recurrence? @sc2017oobydo Follow Report"
22,C0020550,Hyperthyroidism,C0683369,Clouded consciousness,https://connect.mayoclinic.org/discussion/stage-1c-granulosa-ovarian-cancer/,Stage 1C granulosa ovarian cancer,"Dear Mayo Clinic, I am 48 years old and diagnosed with adult granulosa ovarian tumor (sex-cord). Stage 1C because the 15cm 10cm 7.5cm capsule had ruptured. They thought they were going in to remove a cyst on my ovary. I suffered for 3 days because the emergency room said I had to wait until my scheduled Monday for surgery. I have slight hyperthyroidism and protein S deficiency. My They removed both ovaries/tumor, a full hysterectomy and oophorectomy, removal of one lymph node, the omentum (an area of fat attached to the lower part of the stomach). All samples came back clean from the hysterectomy. My family and I are confused on the issue to follow with BEP chemo. Is there another treatment or do observation? Do you have any data to support that chemo could lesson my risk of recurrence? Percentage of recurrence? @sc2017oobydo Follow Report"
22,C3489532,Cone-Rod Dystrophy 2,C0683369,Clouded consciousness,https://connect.mayoclinic.org/discussion/stage-1c-granulosa-ovarian-cancer/,Stage 1C granulosa ovarian cancer,"Dear Mayo Clinic, I am 48 years old and diagnosed with adult granulosa ovarian tumor (sex-cord). Stage 1C because the 15cm 10cm 7.5cm capsule had ruptured. They thought they were going in to remove a cyst on my ovary. I suffered for 3 days because the emergency room said I had to wait until my scheduled Monday for surgery. I have slight hyperthyroidism and protein S deficiency. My They removed both ovaries/tumor, a full hysterectomy and oophorectomy, removal of one lymph node, the omentum (an area of fat attached to the lower part of the stomach). All samples came back clean from the hysterectomy. My family and I are confused on the issue to follow with BEP chemo. Is there another treatment or do observation? Do you have any data to support that chemo could lesson my risk of recurrence? Percentage of recurrence? @sc2017oobydo Follow Report"
22,C0029927,Ovarian Cysts,C0683369,Clouded consciousness,https://connect.mayoclinic.org/discussion/stage-1c-granulosa-ovarian-cancer/,Stage 1C granulosa ovarian cancer,"Dear Mayo Clinic, I am 48 years old and diagnosed with adult granulosa ovarian tumor (sex-cord). Stage 1C because the 15cm 10cm 7.5cm capsule had ruptured. They thought they were going in to remove a cyst on my ovary. I suffered for 3 days because the emergency room said I had to wait until my scheduled Monday for surgery. I have slight hyperthyroidism and protein S deficiency. My They removed both ovaries/tumor, a full hysterectomy and oophorectomy, removal of one lymph node, the omentum (an area of fat attached to the lower part of the stomach). All samples came back clean from the hysterectomy. My family and I are confused on the issue to follow with BEP chemo. Is there another treatment or do observation? Do you have any data to support that chemo could lesson my risk of recurrence? Percentage of recurrence? @sc2017oobydo Follow Report"
32,C0011849,Diabetes Mellitus,C0221423,Illness (finding),https://connect.mayoclinic.org/discussion/have-you-tried-to-quit-smoking-while-undergoing-treatment/,Have you tried to quit smoking while undergoing treatment?,"The decision to quit smoking is a very personal one. Everyone has his or her own reason that helps start the journey to quit smoking. The diagnosis of a serious illness or chronic condition, like cancer, a heart condition, lung condition, diabetes, might be one reason to quit smoking as part of treatment and recovery. Are you currently undergoing treatment for a serious illness or chronic condition, or are you a survivor of a serious illness who made the decision to quit smoking while undergoing treatment? If yes, and you feel comfortable doing so, please share the experience of your journey to quit smoking. Thank you for sharing your experiences anonymously in the online survey. The survey is now closed. However you can continue to share your experiences here in an open discussion with other members. Your story can help others on their journey to quit smoking. Did you decide to quit while undergoing treatment? Why or why not? What uncertainties or challenges did you face? How did your care providers support you to quit smoking? How could they have supported you differently or better? Liked by Rosemary, Volunteer Mentor, Teresa, Volunteer Mentor, Jackie, Alumna Mentor, Dee ... see all Follow Report"
32,C0024115,Lung diseases,C0221423,Illness (finding),https://connect.mayoclinic.org/discussion/have-you-tried-to-quit-smoking-while-undergoing-treatment/,Have you tried to quit smoking while undergoing treatment?,"The decision to quit smoking is a very personal one. Everyone has his or her own reason that helps start the journey to quit smoking. The diagnosis of a serious illness or chronic condition, like cancer, a heart condition, lung condition, diabetes, might be one reason to quit smoking as part of treatment and recovery. Are you currently undergoing treatment for a serious illness or chronic condition, or are you a survivor of a serious illness who made the decision to quit smoking while undergoing treatment? If yes, and you feel comfortable doing so, please share the experience of your journey to quit smoking. Thank you for sharing your experiences anonymously in the online survey. The survey is now closed. However you can continue to share your experiences here in an open discussion with other members. Your story can help others on their journey to quit smoking. Did you decide to quit while undergoing treatment? Why or why not? What uncertainties or challenges did you face? How did your care providers support you to quit smoking? How could they have supported you differently or better? Liked by Rosemary, Volunteer Mentor, Teresa, Volunteer Mentor, Jackie, Alumna Mentor, Dee ... see all Follow Report"
