PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0749263,temporal pain,"C0004604, C0030193","Back Pain, Pain",https://connect.mayoclinic.org/discussion/i-am-being-referred-to-rochester-mayo-clinic-for-second-opinions-for/,I am being referred to rochester mayo clinic for second opinions,"I am being referred to rochester mayo clinic for second opinions, for back pain i have had 3 micro disechtomies and 2 fusions L2 don to L5 S1. I have more pain now. I have been looking at the pain center where they have the 2 day or 3 weekbprogram. I do not know yet if that is what my referring doctor wants me to participate in or if its just to have a whole team fresh eyes to look at me. I am worried about the pain i am in. I understand it is not ideal to take pain meds for a long peruod of time but the option we are looking at next is a spinal cord stimulator. I guess what i am wondering is, at the Mayo will i be required to go off all pain meds and then see if a SCS will help? If anyine has any thoughts or has a SCS, i would like to know how or if it helps with the pain?? Thank you Liked by Deena Follow Report"
12,C0000833,Abscess,"C0221423, C0741585, C0042963, C0030193","Illness (finding), BODY ACHE, Vomiting, Pain",https://connect.mayoclinic.org/discussion/to-mayo-or-not-to-mayo/,To Mayo or not to Mayo?,"I have reached a dead end, I have had 25 years of Gastrointestinal trials. Including UC, surgeries related, hospitalizations! Since 2005 alone I have had 11 abdominal surgeries been near death more or less about 5x. The problem is that I know specific pain in my body is a precursor to major problems b4 tests confirm that anything at all is happening. For example: my last endeavor was ultimately an absess that killed 9 inches of intestine and all of my organs were sick. Blood work, ultrasound, TWO Ct scans (one of which was not 24hrs b4 exploratory surg), showed nothing. I had been vomiting violently for a week prior. This was in 2010 So here I am again facing similar situation, pain unexplainable, test show nothing, all I can think is when will my body give in to what is going on. The abscess seriously almost killed me, the closest I have been. I dont want to wait until it is too late, can Mayo help me? How can they help me? How can I get in? Please any one help!! Follow Report"
16,C0020538,Hypertensive disease,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0028754,Obesity,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0016053,Fibromyalgia,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0524620,Metabolic Syndrome X,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0037315,Sleep Apnea Syndromes,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C1145628,Autonomic nervous system disorders,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0003811,Cardiac Arrhythmia,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
16,C0004238,Atrial Fibrillation,"C0741585, C0040822","BODY ACHE, Tremor",https://connect.mayoclinic.org/discussion/how-do-i-get-a-neurologist-added-to-my-mayo-medical-team-without-offending-my-existing-mayo-doctors/,How do I get a Neurologist added to my Mayo medical team without offending my existing Mayo doctors?,"I am presently dealing with uncontrolled hypertension, sleep disorders including sleep apnea, a possible flare up of my previously diagnosed fibromyalgia, metabolic syndrome, obesity, severe stress, depression and anxiety disorders, recent development of significant tremors/shaking, periods of fibro-fog, periodic pain over most of my body, possible arrhythmias and/or atrial fibrillation, etc., just to name a few. My present Mayo medical team is my primary care physician from Community Internal Medicine, Cardiologist and Sleep Center Physician(s). Based upon research that I have done I fervently believe that a Neurologist needs to be involved in, and have input to, my present diagnosis and treatment plan. I am not a doctor and I have never studied medicine. I am smart enough,however, to reach the conclusion that most of my medical problems MAY somehow arise out of disorders of the autonomic nervous system. As I said before, I am not a doctor and I have no desire to be a doctor. That is why I need to have ALL of the appropriate medical disciplines on my team. My problems are: (1) The earliest neurology appointment I can get with ANY neurologist is February 14, 2013. My present medical team should be finished by the end of this month. My neurology appointment is with Dr. William Cheshire. After reading about Dr. Cheshire at various places on the Internet, and without trying or intending to be disrespectful of the other neurologists at Mayo, I really want Dr. Cheshire, and only Dr. Cheshire, as the neurologist on my medical team. (2) When I recently had an appointment with one of my physicians about the above referenced medical issues I brought some of my research with me. I may be totally wrong in my conclusion but I got the strong impression that I offended my doctor when I tried to give him/her my research. He/she made me feel like I should stick to being just the patient. In other words I committed a major violation of some rule that patients should be seen and not heard. Now I am afraid to open my mouth for fear of offending and/or alienating my doctors. Also, my understanding is that the only reason I was getting a referral to Neurology was because of my shaking/tremors and not because of any of my other issues. In closing, all I want to do is feel better and go back to work. Also I am only following the advice that I read at MayoClinic.com ( http://www.mayoclinic.com/health/stress-blog/MY01653). Liked by aby Follow Report"
