PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
4,C0085684,Foot Drop,C0030193,Pain,https://connect.mayoclinic.org/discussion/living-without-a-hip/,Living without a hip,"Does anyone know how it is to be without a hip. I've had 4 surgeries in the past 6 months all due to infections in the artificial hip. The hip was removed and replaced with a spacer and that got infected within weeks. They removed the spacer and put antibiotic seeds in. I've been without a hip since June. I can't walk, have sex or even stand for a minute. I'm on antibiotics permanently which I believe after so much they no longer work. I don't even know how I got the first infection cuz I had the hip replacement for over a year when I woke up screaming one day. Any advice would be appreciated. Oh I don't have much luck with this kind of surgery cuz the other hip was done 3 years before the 2nd one and that leg is useless. The surgeon cut nerves and I woke up screaming and a neurologist did nerve conduction studies and found I had RSD. Very excruciating painful disease due to the mistakes made during surgery. I have drop foot and rotation up above the knee so I can't even count on that leg for help in walking. If anyone has experience with this I'd appreciate hearing from you Liked by JK, Volunteer Mentor Follow Report"
5,C1858361,"Pyogenic Arthritis, Pyoderma Gangrenosum and Acne",C0030193,Pain,https://connect.mayoclinic.org/discussion/sinovitis-de-rodilla/,sinovitis de rodilla,"Buenas Noches ,tengo mi papa de la tercera edad con sinovitis de rodilla ,a l le inyectaron las clulas madres en ambas piernas dos sesiones en cada una de ellas .pero aun sigue con mucho dolor ,quisiera saber que medicamentos me recomiendan para el dolor y el lquido de la rodilla. Follow Report"
10,C0003864,Arthritis,"C0036572, C0521516, C1517205, C0427008, C0030193","Seizures, Polymyalgia, Flare, Stiffness, Pain",https://connect.mayoclinic.org/discussion/arthritic-flare/,Arthritic flare,I am healthy fit 71 year old that had an arthritic flare come out of the blue .At the outset my GP thought it was Polymyalgia as the stiffness was intense . I was put on high dose of Prednisone ( 50 mg) on a tapering schedule . As the Prednisone definitely helped it did not completely take away the stiffness and it was not bilateral she decided it was some type of arthritic flare .Sediment rate and rheumatoid factor were normal But my C Reactive protein was extremely high . My two questions are . Is this my new Normal or it really a flare and I will return to normal.Never had arthritis before this event which has been going on for 3 months . Second question. While waiting for an appointment with a rheumatologist is it safe to stay on a High dose ( 40 mg) for the next few months while I wait For the Rheumatologist appointment. The original stiffness is now pain and stiffness so the high dose of steroids at least helps with the pain but obviously doesnt change the course of flare. I Follow Report
11,C0003864,Arthritis,"C0521516, C1517205, C0427008","Polymyalgia, Flare, Stiffness",https://connect.mayoclinic.org/discussion/very-high-c-reactive-protein-69-14-mmol/,Very high C Reactive protein 69.14 mmol,All blood work normal except this one Had a major flare of stiffness for past 3 months but Polymyalgia ruled out. Sed rate and rheumatoid factor normal. Could the C reactive be a result of another inflammation in body .. heart.. cancer that is coincidentally appearing st same time as this flarebtw 71 and never had arthritis before this and very active Follow Report
14,C0042870,Vitamin D Deficiency,"C0024031, C0015672","Low Back Pain, Fatigue",https://connect.mayoclinic.org/discussion/osteoarthritis-and-vitamin-d-deficiency/,Osteoarthritis and Vitamin D Deficiency,"Some background. I had a TKR on my right knee in May. I need to have the left knee done as well. In between I fell landed on my shoulder, and had to have surgery in October to repair 3 torn tendons, a torn bicep muscle, and to remove a bone spur as well as arthritis from the clavicle. Still need to have the left knee replaced and now need to see a back and spine doctor for lumbar stenosis. I'm having low back pain and a cold sensation in my left thigh. Here is my Question. I got blood work results back yesterday saying that I have a severe vitamin D deficiency. My level was 11. Has anyone else had this issue? What supplements do you suggest? I am working on seeing the doctor, but thought it would be best to start taking something in the meantime. Also what symptoms did you have because of the vitamin D deficiency. I know fatigue is one, because I am tired all the time. Wondering about the others. Thank you for any suggestions! Follow Report"
14,C0158288,Spinal stenosis of lumbar region,"C0024031, C0015672","Low Back Pain, Fatigue",https://connect.mayoclinic.org/discussion/osteoarthritis-and-vitamin-d-deficiency/,Osteoarthritis and Vitamin D Deficiency,"Some background. I had a TKR on my right knee in May. I need to have the left knee done as well. In between I fell landed on my shoulder, and had to have surgery in October to repair 3 torn tendons, a torn bicep muscle, and to remove a bone spur as well as arthritis from the clavicle. Still need to have the left knee replaced and now need to see a back and spine doctor for lumbar stenosis. I'm having low back pain and a cold sensation in my left thigh. Here is my Question. I got blood work results back yesterday saying that I have a severe vitamin D deficiency. My level was 11. Has anyone else had this issue? What supplements do you suggest? I am working on seeing the doctor, but thought it would be best to start taking something in the meantime. Also what symptoms did you have because of the vitamin D deficiency. I know fatigue is one, because I am tired all the time. Wondering about the others. Thank you for any suggestions! Follow Report"
14,C1956089,Osteophyte,"C0024031, C0015672","Low Back Pain, Fatigue",https://connect.mayoclinic.org/discussion/osteoarthritis-and-vitamin-d-deficiency/,Osteoarthritis and Vitamin D Deficiency,"Some background. I had a TKR on my right knee in May. I need to have the left knee done as well. In between I fell landed on my shoulder, and had to have surgery in October to repair 3 torn tendons, a torn bicep muscle, and to remove a bone spur as well as arthritis from the clavicle. Still need to have the left knee replaced and now need to see a back and spine doctor for lumbar stenosis. I'm having low back pain and a cold sensation in my left thigh. Here is my Question. I got blood work results back yesterday saying that I have a severe vitamin D deficiency. My level was 11. Has anyone else had this issue? What supplements do you suggest? I am working on seeing the doctor, but thought it would be best to start taking something in the meantime. Also what symptoms did you have because of the vitamin D deficiency. I know fatigue is one, because I am tired all the time. Wondering about the others. Thank you for any suggestions! Follow Report"
14,C0003864,Arthritis,"C0024031, C0015672","Low Back Pain, Fatigue",https://connect.mayoclinic.org/discussion/osteoarthritis-and-vitamin-d-deficiency/,Osteoarthritis and Vitamin D Deficiency,"Some background. I had a TKR on my right knee in May. I need to have the left knee done as well. In between I fell landed on my shoulder, and had to have surgery in October to repair 3 torn tendons, a torn bicep muscle, and to remove a bone spur as well as arthritis from the clavicle. Still need to have the left knee replaced and now need to see a back and spine doctor for lumbar stenosis. I'm having low back pain and a cold sensation in my left thigh. Here is my Question. I got blood work results back yesterday saying that I have a severe vitamin D deficiency. My level was 11. Has anyone else had this issue? What supplements do you suggest? I am working on seeing the doctor, but thought it would be best to start taking something in the meantime. Also what symptoms did you have because of the vitamin D deficiency. I know fatigue is one, because I am tired all the time. Wondering about the others. Thank you for any suggestions! Follow Report"
16,C0151451,Trochanteric bursitis,"C0028643, C2202100, C0030193","Numbness, Pain in right hip joint, Pain",https://connect.mayoclinic.org/discussion/cortisone-injection-for-trochanteric-bursitis/,Cortisone injection for trochanteric bursitis?,"Im exactly 5 months past a very successful right TKR. Things were going great, back to normal life and exercise routine, and then I developed right side hip pain about 2 months ago. Most painful at night, and at rest. Diagnosed as trochanteric bursitis. Had this once before 2 years ago, received cortisone injection. All that did was cause initial numbness, significant pain for 36 hours, and then no improvement. This time Im opting for PT and exercises to begin with. Wondering if my non-benefit of the past cortisone is common, or not? I may have to resort this if I cant get rid of the pain on my own. Follow Report"
26,C1319018,Asthmatic bronchitis,"C0010200, C0030193","Coughing, Pain",https://connect.mayoclinic.org/discussion/cracked-ribs/,Cracked ribs,Hi everyone. My name is Karen. Ive been dealing with between 3-12 cracked ribs according to a hospital diagnosis which started as a bad cough from asthma/bronchitis. Ive been off work because of the pain . I go back and. Cant finish the shift . Im stressing out about my job and the financial concerns that come up. Follow Report
