PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0272285,Heparin-induced thrombocytopenia,C0015672,Fatigue,https://patient.info/forums/discuss/help-severe-dissociation-719645,HELP!! Severe Dissociation,"Has anyone with complex PTSD (but no specific trauma memory) had severe dissociation where they've lost time and were not in control during the time they dissociated. And it was at a time where they were not at all stressed, simply calm but a little tired and did not expect to dissociate (which is often the case with me). Vs. when you dissociate but are still partially present and in control of your actions. I've seen a neurologist and a million therapists over the years and nothing has helped me stop the dissociation but until I hit perimenopause I was still always in control while I dissociated. But since peri it has gotten crazy worse. Would love to know I'm not the only one or some advice. Thx ladies. 0 likes, 9 replies "
3,C0018790,Cardiac Arrest,"C0848241, C0018681","weight problem, Headache",https://patient.info/forums/discuss/ptsd-medication-and-desperation-715829,PTSD medication and desperation,"have been on mirtazapine for over 3 years and have seriously had enough of how it has made me feel. i started at 15mg then 30mg then quickly on 45mg. i have personality disorder and PTSD a have been on a therapy waiting list for nearly 2 years which is ridiculous. i am isolated, live alone and have no family or friends. All this stuff has ever done is cause me to become numb minded, seriously over weight and unsociable to the point i have become nocturnal so that i never have to even see another person. it no longer helps me sleep in fact i am also full of anger and hate noise or people. i skulk around my 24hour supermarket at 3 - 5am so i dont have to speak to anyone . self service checkout is great for this. i wasnt like this before these meds . I wasnt exactly a social butterfly but i didnt nearly die from a panic attack if someone approached me outside to ask for the time or pet my dog (who also now shares my isolated nocturnal existence) I have tried several times to stop this meds without success. every doc i ever spoke to just looked at me like im stupid whenever i mention my problems blaming it all on my PTSD but i know my own mind. I have had PTSD for years and years and was able to function better before this stuff was given to me. i now have a weight problem, headaches, anger, cannot work due to excess weight causing back problems and  . i am thinking about death every single day. I am constantly expecting horrible things like a arson attack on my home, someone murdering me while walking the dog at night, i keep a log of unfamiliar cars on my street, im i am obsessively clean. i am emotional. i have recently reduced my dose from 45mg to 30mg last month and next month i will be doing 30mg one day and 15mg the next etcetera for 2 months then go for 15mg for 2 months then 15mg one day then half a pill (7.5mg) the next etcetera for 2 months then half a pill (7.5mg) for a month then stop altogether. i have been advised to do this by a doctor i saw last month. this doctor was a new doctor i have never seen before because he was standing in for my regular doc who was on leave and he suggested this as the best way to stop taking it. he is also the first and only doctor i have met who 100% agreed that mirtazapine is a awful drug and is absolutely unsuitable for my condition and if he had been my original doctor he would never have put me on it. Therapy is what i need but I have been waiting for so long now that i dont even want to speak to a therapist. I need to talk with someone who has been through the same as me, someone who understands what its like to be abandoned and abused as a kid and or knows what its like to be shot by a gunman on a motorcycle in a murder attempt on me, someone who understands what its like to be awoken by a house on fire in a second murder attempt and absolutely nobody on either occassion being arrested or charged because the local police force were working for gangsters who had more power and influence than them. all of this when i was 17 years old and i am now nearly 40 and still living in hell. 0 likes, 0 replies 0 likes, 9 replies "
11,C0003872,"Arthritis, Psoriatic",C0007859,Neck Pain,https://patient.info/forums/discuss/uk-heigh-ho-third-biologic-therapy-drug-coming-up-anyone-else-677786,UK -Heigh Ho - third Biologic Therapy drug coming up? Anyone else,"I went deaf for 7 weeks in left ear and became worried that it was related to PsA. I have had PsA in my jaw a while back and had to change biologic therapy drug because of it from Etanercept to Certolizumab Pegol as a result. To cut a long story short, I did have wax in my ears so needed specialist help to remove from my very narrow ear canals. Great - hearing restored! What a relief! BUT Ear and neck ache remained...jaw slightly swollen. ENT specialist feels jaw - is now clicking both sides and come to think of it I'm biting my tongue a lot. Rheumatology appointment rolls up shortly after...mmm my wrists swollen (knew one was) and my fingers...just had not noticed as well as my jaw. Growl!  *********** ! Not happy when a Third Biologic is suggested  Secukinumab -  and it will need to be double the normal injectable dose. Possibly a steroid shot into my jaw as well I can see the end of the line in the mists ahead. Has anyone else been in this situation? There are new drugs all the time but is my body learning to overcome them?   0 likes, 0 replies "
12,C0003872,"Arthritis, Psoriatic",C0030193,Pain,https://patient.info/forums/discuss/rhizotomy-psoriatic-arthritis-680631,Rhizotomy/ Psoriatic Arthritis,"I have been diagnosed with the above, now my specialist wants me to have a Rhizotomy to help with the pain in my head and face associated with PsA in the spine. Has anyone had this treatment in Perth WA through the public health system and if so, how long did you wait/were the results good? Thank you. 0 likes, 2 replies "
13,C0041912,Upper Respiratory Infections,C0233488,Feeling despair,https://patient.info/forums/discuss/regarding-my-cptsd-symptoms-728538,Regarding my CPTSD symptoms,"I witnessed the brutal   in 2018. I survived the long-term cold and cold violence. Now my condition is very bad. I lost consciousness when I was dissociated, had hallucinations for 6 months, despair, lost all interest, I feel that everyone cannot trust, I lose all my friends, I am isolated, I am always desperate, and now my mother is taking care of me, I feel better, but sometimes I am in disguise, I continue to suffer, I feel in hell No one will understand. If I close my eyes and flash back, those wounds will never disappear in my heart. Sometimes I have a severe  . I only sleep for 3 hours a day. I feel life is no fun. Now I continue to receive treatment. Sometimes I desperately pretend that I don't want to hurt my family I will look happy I still can't sleep Repeating the traumatic picture, I cannot face reality 0 likes, 4 replies "
16,C0003872,"Arthritis, Psoriatic",C0557875,Tired,https://patient.info/forums/discuss/infliximab-remicade--685370,Infliximab (Remicade),"I've been on Remicade for about 8 months now for PsA. The pain relief is excellent but I am feeling so tired, so much so that I fall asleep at work.  Has anyone using Remicade experienced this? If so did you change drugs? Thanks. 0 likes, 0 replies "
17,C0040213,Tietze's Syndrome,"C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
17,C0149756,"Fasciitis, Plantar","C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
17,C0038013,Ankylosing spondylitis,"C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
17,C0003872,"Arthritis, Psoriatic","C0013604, C0004604, C0030193","Edema, Back Pain, Pain",https://patient.info/forums/discuss/diagnosis-issues-649489,Diagnosis Issues,"Hi, Apologies in advance if this is a bit rambling.  I was diagnosed with psoriasis about three years ago, have tried lots of medication, seeing a dermatologist and currently on ciclosporin.  The psoriasis is quite stubborn and unwilling to leave me. My main query is relating to joint issues and the diagnosis process.  For the past few years I have suffered from hip bursitis, plantar fasciitis, costochondritis, ankle swelling, back pain (in the morning and improves when I move) and my hand keeps swelling. My GP has suggested it may be psoriatic arthritis or ankylosing spondylitis. Just getting concerned that my GP may think I am a hypochondriac as nothing seems to add up. My blood tests show inflammation. I had an x-ray on my spine which looked normal. Xrays on my hands and feet were normal, ultrasound showed slight fluid on ankles and wrists. I also do not have the gene that they test for. Are these conditions  difficult to use identify with tests? I have been referred to a rheumatologist and my appointment is in late June, has taken nine months to come through but I understand the NHS is under pressure. Off work at the moment, I have kept going for months but finally admitted defeat. My back is really painful and can't get out of bed without a twenty minute battle, involving lots of whinging, huffing and puffing.  It eases up during the day but is really painful when driving.  Also feeling really shattered, work takes most of my energy and feeling sad because my lovely kids and husband seem to end up with the worst of me and they deserve more. Anyway, this is starting to resemble an essay but wondering if despite normal xrays it could still be a AS or PSA or am I losing my marbles? Thank you in advance for any advice 2 likes, 17 replies "
