PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0003864,Arthritis,"C0235108, C0518214, C2364135","Feeling tense, Perceived quality of life, Discomfort",https://patient.info/forums/discuss/constant-joint-pain-and-cracking-732661,Constant Joint Pain and Cracking,"I have had this issue for a few years now (I am 19), and if anything it's getting worse. My Fingers, wrist, elbow, shoulders, neck, jaw and sometimes knees. Are always in a lot of discomfort. I feel the need to constantly crack all of them, like 1-3 every 10 minutes. They feel really tense if I don't. The more I use the joints the worse the feeling gets. My whole body cracks and grinds with any movement. Is this any concern, what can I do to prevent this from happening, it's destroying quality of life. 0 likes, 1 reply "
3,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,"C0036396, C0030193","Sciatica, Pain",https://patient.info/forums/discuss/hip-keyhole-surgery-641860,Hip Keyhole Surgery,"Hi guys and gals, ?I have had an update from the hospital from the arthrogram and MRI scan I had. I have a tear on my labrum of the hip. Where this tear is, a cyst has formed which is most likely causing the majority of the pain as whenever I partake in physical actions it's almost as my hip joint is pushing against this cyst. I believe to have sciatica because of where this cyst is positioned. Anyways, because of this I am going to have keyhole surgery, otherwise known as an arthoscopy, the doctors are going to remove the cyst and try to amend the tear. They may need to rebuild the cartilage if it's badly worn, they want to do this by receiving bone marrow from myself and fertilising it so the cartilage grows stronger. Personally, I believe I should of had a full hip replacement, however I'm glad things are finally getting done. I hope this procedure allows me a few years to be active and happy again. Being 18 years old and having previous operations consisting of different things it's been a lot to pull my head around, but I'm asking for advice if anyone has some for me. Has anyone had a arthroscopy before, preferently on their hip? How did the procedure go? I'd love to hear from you. My operation is estimated at the 20th of March, nearly two weeks! Crapping myself.  ?Amber. ?X   0 likes, 1 reply "
3,C0010709,Cyst,"C0036396, C0030193","Sciatica, Pain",https://patient.info/forums/discuss/hip-keyhole-surgery-641860,Hip Keyhole Surgery,"Hi guys and gals, ?I have had an update from the hospital from the arthrogram and MRI scan I had. I have a tear on my labrum of the hip. Where this tear is, a cyst has formed which is most likely causing the majority of the pain as whenever I partake in physical actions it's almost as my hip joint is pushing against this cyst. I believe to have sciatica because of where this cyst is positioned. Anyways, because of this I am going to have keyhole surgery, otherwise known as an arthoscopy, the doctors are going to remove the cyst and try to amend the tear. They may need to rebuild the cartilage if it's badly worn, they want to do this by receiving bone marrow from myself and fertilising it so the cartilage grows stronger. Personally, I believe I should of had a full hip replacement, however I'm glad things are finally getting done. I hope this procedure allows me a few years to be active and happy again. Being 18 years old and having previous operations consisting of different things it's been a lot to pull my head around, but I'm asking for advice if anyone has some for me. Has anyone had a arthroscopy before, preferently on their hip? How did the procedure go? I'd love to hear from you. My operation is estimated at the 20th of March, nearly two weeks! Crapping myself.  ?Amber. ?X   0 likes, 1 reply "
5,C2363129,Benign Rolandic Epilepsy,C0234233,Sore to touch,https://patient.info/forums/discuss/feeling-wrist-pain-getting-worse-and-worse-as-a-22-years-old--728345,Feeling wrist pain getting worse and worse as a 22 years old.,"Over the past 4 years my right wrist has needed 2 surgeries as I hurt it bad playing sport. This meant while it was healing I put a lot of pressure on my left hand to complete most tasks. I play a fair bit of video games and my bar work requires me to use my hands a lot. Over the past few months my left wrist has started becoming really sore after work, gaming, weight lifting ect. I have no idea if its early signs of arthritis or carpel tunnel but I would like to know what exercises, certain foods I can eat or other ways I can slow down the process of me actually getting either of these medical conditions. Thanks. 0 likes, 2 replies "
5,C4522181,Brachial Amyotrophic Diplegia,C0234233,Sore to touch,https://patient.info/forums/discuss/feeling-wrist-pain-getting-worse-and-worse-as-a-22-years-old--728345,Feeling wrist pain getting worse and worse as a 22 years old.,"Over the past 4 years my right wrist has needed 2 surgeries as I hurt it bad playing sport. This meant while it was healing I put a lot of pressure on my left hand to complete most tasks. I play a fair bit of video games and my bar work requires me to use my hands a lot. Over the past few months my left wrist has started becoming really sore after work, gaming, weight lifting ect. I have no idea if its early signs of arthritis or carpel tunnel but I would like to know what exercises, certain foods I can eat or other ways I can slow down the process of me actually getting either of these medical conditions. Thanks. 0 likes, 2 replies "
5,C0003864,Arthritis,C0234233,Sore to touch,https://patient.info/forums/discuss/feeling-wrist-pain-getting-worse-and-worse-as-a-22-years-old--728345,Feeling wrist pain getting worse and worse as a 22 years old.,"Over the past 4 years my right wrist has needed 2 surgeries as I hurt it bad playing sport. This meant while it was healing I put a lot of pressure on my left hand to complete most tasks. I play a fair bit of video games and my bar work requires me to use my hands a lot. Over the past few months my left wrist has started becoming really sore after work, gaming, weight lifting ect. I have no idea if its early signs of arthritis or carpel tunnel but I would like to know what exercises, certain foods I can eat or other ways I can slow down the process of me actually getting either of these medical conditions. Thanks. 0 likes, 2 replies "
6,C0409959,"Osteoarthritis, Knee","C2220048, C0030193","Bilateral knee pain, Pain",https://patient.info/forums/discuss/severe-stabbing-pains-when-walking-after-bilateral-arthroscopic-surgery-on-both-knees--693419,Severe stabbing pains when walking after bilateral arthroscopic surgery on both knees. ,"I was operated on both knees 8 weeks ago. was told i have osteoarthritis in both knees. i am having severe stabbing pains in both knees. So bad that pain meds are not working. Knees are also very sensitive on touch in certain areas. My one knee has lost feeling. should i be concerned. 0 likes, 0 replies "
6,C4522181,Brachial Amyotrophic Diplegia,"C2220048, C0030193","Bilateral knee pain, Pain",https://patient.info/forums/discuss/severe-stabbing-pains-when-walking-after-bilateral-arthroscopic-surgery-on-both-knees--693419,Severe stabbing pains when walking after bilateral arthroscopic surgery on both knees. ,"I was operated on both knees 8 weeks ago. was told i have osteoarthritis in both knees. i am having severe stabbing pains in both knees. So bad that pain meds are not working. Knees are also very sensitive on touch in certain areas. My one knee has lost feeling. should i be concerned. 0 likes, 0 replies "
8,C4522181,Brachial Amyotrophic Diplegia,C0278134,Absence of sensation,https://patient.info/forums/discuss/no-quad-control-following-arthroscopy-360703,no quad control following arthroscopy,"hi there had a routine right knee arthroscopy under gen anaesthetic in nov 2012. 2 weeks later on removing dressing and stiches, physio noted i was unable to do a straight leg raise. was sent to physio, had lots of tests and 2 years later am still unable to do a striaght leg raise, use stairs properly etc.my knee gives way constantly and as a result i ended up with a stellate patellar fracture and patella baja., after a bad fall 12 months ago..i have been in a leg brace for 6 months and see a physio but there has been no change in my quad. my quad has atrophied and i have no motor power. there is no sensory loss however. any advice /?/ anything at all??? kind regards helen 0 likes, 149 replies "
12,C4522181,Brachial Amyotrophic Diplegia,C0030193,Pain,https://patient.info/forums/discuss/2-5-weeks-post-hip-arthroscopy-695241,2.5 weeks post hip arthroscopy,"This is not a question but a quick update.  I know I asked questions about this before but didn't get any answers so I hope this helps someone else. All my tests showed no problem in my hip so my Dr said he was going to do a diagnostic arthroscopy of my hip. He suspected a torn tendon. I was so thankful he didn't quit when he found the torn tendon because I also had a torn labrum and the cartilage was so damaged it was down to the bone. To fix the cartilage issue, he did micro-fracture. He also repaired the tendon and labrum. I fell the first week after surgery but it doesn't seem to have adversly affected the hip.  Because of the micro-fracture, I am still non-weight bearing for the first 3 weeks. I then go to partial weight bearing and start PT. That is all next week. Since I haven't been able to walk, I'm not sure how sucessful this was, but hoping it takes care of my problems. I hope anyone else having to go through this has a good outcome. As for pain, it's not too bad. The day of surgery it was almost unbearable and they kept me overnight. The next day I was only taking tylenol. I did not fill my pain prescriptions as I did not need them. 0 likes, 2 replies "
