PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0518988,Dental abscess,C0027769,Nervousness,https://patient.info/forums/discuss/lump-back-of-tongue-702894,Lump back of tongue,"i recently felt a sure on the side of my tongue but then looking further back i saw this  i have no idea how long ive had it but now im veryyy nervous   one dentist says he doesnt see anything and another say if it doesnt go away in 2-3 weeks he could refer me somewhere so not too helpful  does anyone know what this could be? 0 likes, 2 replies "
3,C0518988,Dental abscess,"C0036572, C0278144","Seizures, Dull pain",https://patient.info/forums/discuss/smile-aligners-705343,Smile Aligners,"Aline your smile with  It's difficult to cherish your grin if your teeth are packed, abnormal, or gaped. You're comfortable with the standard supports that bond sections to your teeth and manner them into the correct position with an interfacing wire. Previously, dull metal was the main choice in supports, albeit now, patients can settle on clear sections and wires that are less discernible. In any case, there's a far better Alternative To Braces Clear Aligners are removable, altered plate that fit over your teeth and delicately move them into position as a quick, agreeable approach to treat screwy teeth! While metal supports function admirably in arranging your teeth and rectifying chomp issues, they simply aren't directly for everybody. Regardless of the amount you may need a straight grin, the idea of sections and wires, sustenance limitations, a changed appearance, and two years of sitting tight for results would all be able to shield you from venturing out orthodontic treatment. It's justifiable, particularly in case you're beyond twelve years old! Adolescents, undergrads, and grown-ups all adoration having the choice of clear aligners to fix their teeth for many reasons! 0 likes, 0 replies "
4,C0518988,Dental abscess,"C0019559, C0030193","Hip joint pain, Pain",https://patient.info/forums/discuss/ankle-is-hurting-after-after-replacement--706850,Ankle is hurting after after  replacement! ,"after over one year after my first hip replacement on my  right side, than six months after that i got the left side done , I'm having ankle problems, I've gone back to work and after working a few hours of working, i'm in intense pain, after 10hrs i can barely walk, is this normal that i have no pain in my hips but other parts are hurting so much mote, is any body dealing with the same situation, could i get some advice! 0 likes, 0 replies "
5,C0702176,Cervical abscess,"C0234238, C0013604","Ache, Edema",https://patient.info/forums/discuss/abscess-tooth-709601,Abscess tooth,"On Friday my tooth was aching, Saturday my cheek has lump like the size of a golf ball, now under my jaw and neck are puffy. has anyone stuffered a abscess with their neck swelling right under the jaw area and live to talk about it? 0 likes, 1 reply "
7,C0518988,Dental abscess,"C0013604, C0030193","Edema, Pain",https://patient.info/forums/discuss/so-i-believe-that-my-incisive-papilla-in-my-mouth-is-swollen-how-i-i-help-it-it-hurts-really-bad--712814,So I believe that my incisive papilla in my mouth is swollen. How I I help it? It hurts really bad.,"For two or three days i have felt this painful swelling in my incisive papilla (i think). right behind my two front teeth. What should I do? go to a dentist? a doctor? How do I get the swelling to stop? how do i get the pain to stop? what caused it? 1 like, 3 replies "
8,C0518988,Dental abscess,C0040822,Tremor,https://patient.info/forums/discuss/shaking-teeth-implant--714169,shaking teeth(implant)," are normally the best way to replace teeth that are missing, or beyond repair. Once in place they are used to provide a stable support onto which to mount replacement teeth. after two years my implant is shaking.when ı go to dentist if implant fall down he would make threatment for me this is incredible way . can you tell me another solution about this. 0 likes, 0 replies "
10,C0038363,Aphthous Stomatitis,C0234233,Sore to touch,https://patient.info/forums/discuss/pain-inside-mouth-skin-is-different-picture--722022,"Pain Inside Mouth, Skin Is Different (Picture)","Couple of days ago I noticed a stingy and sore pain on the left side inside my mouth. At first I thought it was a canker sore. However, after I checked my mouth I noticed my skin is very different on my left side in the corner. Im starting to get worried now because the skin looks disolved and infected. If you guys have any ideas on what this could, I'm very gratedul. Here's a picture:  0 likes, 1 reply "
12,C0009450,Communicable Diseases,C0030193,Pain,https://patient.info/forums/discuss/gum-abscessed-dentist-didn-t-drain-it-will-i-be-ok--714080,Gum Abscessed. Dentist didn’t drain it. Will I be ok?,"so this last week i notice a pocket of pus on my gum. i haven't felt any pain at all. i went to the dentist and he said i had a bad infection. he did not drain the abscess but had only put me on antibiotics. so i still have the huge pocket of pus on my gum. I'm three days into the antibiotics. and i am worried that the fact he didn't drain it, it will not go away even with antibiotics. but i honestly don't know and i hope someone on here can help me... will the large pimple go away with taking antibiotics? will it pop on its own? or will it just keep spreading? 0 likes, 1 reply "
12,C0000833,Abscess,C0030193,Pain,https://patient.info/forums/discuss/gum-abscessed-dentist-didn-t-drain-it-will-i-be-ok--714080,Gum Abscessed. Dentist didn’t drain it. Will I be ok?,"so this last week i notice a pocket of pus on my gum. i haven't felt any pain at all. i went to the dentist and he said i had a bad infection. he did not drain the abscess but had only put me on antibiotics. so i still have the huge pocket of pus on my gum. I'm three days into the antibiotics. and i am worried that the fact he didn't drain it, it will not go away even with antibiotics. but i honestly don't know and i hope someone on here can help me... will the large pimple go away with taking antibiotics? will it pop on its own? or will it just keep spreading? 0 likes, 1 reply "
12,C4522181,Brachial Amyotrophic Diplegia,C0030193,Pain,https://patient.info/forums/discuss/gum-abscessed-dentist-didn-t-drain-it-will-i-be-ok--714080,Gum Abscessed. Dentist didn’t drain it. Will I be ok?,"so this last week i notice a pocket of pus on my gum. i haven't felt any pain at all. i went to the dentist and he said i had a bad infection. he did not drain the abscess but had only put me on antibiotics. so i still have the huge pocket of pus on my gum. I'm three days into the antibiotics. and i am worried that the fact he didn't drain it, it will not go away even with antibiotics. but i honestly don't know and i hope someone on here can help me... will the large pimple go away with taking antibiotics? will it pop on its own? or will it just keep spreading? 0 likes, 1 reply "
13,C0518988,Dental abscess,C0030193,Pain,https://patient.info/forums/discuss/just-got-my-front-2-teeth-extracted-stop-the-pain-716025,Just got my Front 2 teeth extracted...stop the pain,"Well today is October 6 2019 and I just had my front 2 teeth extracted...the dentist did not offer/get me a prescription...maybe because Im a black man. I don't know! But this off and on pain is freaking annoying. Ive change my gauze, bought ambisol & Ibuprofen. How long will I be in pain? Did I mention Im a single Father/Parent. Lord help me!!!😱😱😱😱😱 0 likes, 3 replies "
14,C4522181,Brachial Amyotrophic Diplegia,C0040460,Toothache,https://patient.info/forums/discuss/i-had-a-toothache-and-i-started-antibiotics-yesterday-and-now-i-have-an-abscess-in-my-mouth-716711,I had a toothache and I started antibiotics yesterday and now I have an abscess in my mouth,"I had a really really bad toothache for 3 days. I went and got antibiotics yesterday and I started taking them immediately. I woke up this morning with an abcess on my gum right where the tooth is. is this normal? 0 likes, 2 replies "
17,C0020538,Hypertensive disease,"C0030193, C0333252","Pain, Hard edema",https://patient.info/forums/discuss/hard-lumps-on-gum--718720,Hard   lumps on gum.,"My upper left jaw has long been missing its wisdom tooth, its neighbouring molar and the next two teeth. I had problems with a denture so have been chewing on the gum for years. The lower is just missing one tooth next to the molar. Every now and the upper gums have felt a bit lumpy but recovered.  At  present the outer gum has a couple of hard lumpy swellings  and the chewing area a smaller quite hard plump that one would almost think is a new tooth about to come through. The swellings I'm aware of but they are not really painful nor look inflamed though possibly not connected there is a tiny pinprick like red mark slightly away from there on the roof of my mouth. Over the past ten days two round possibly ulcer like things have appeared on the back of my throat. I've been gargling there and rinsing my mouth with salt water but they are not getting any better. The swelling on the gum goes down for a time but soon come back. I've also been using Bonjello. I suffer from   and also rather erratic hypertension and am reluctant to see the dentist as it will probably make it flare up. Lumpy gums get a lot of hits on Google with various causes and as it has been a long term thing but never so bad I wonder if their could be an old piece of root coming to the surface as I had once on the other side of my jaw. I'm also having very disturbed sleep due to a hip problem. Another reason for not wanting to submit to dental investigations. 0 likes, 1 reply "
17,C0014518,Toxic Epidermal Necrolysis,"C0030193, C0333252","Pain, Hard edema",https://patient.info/forums/discuss/hard-lumps-on-gum--718720,Hard   lumps on gum.,"My upper left jaw has long been missing its wisdom tooth, its neighbouring molar and the next two teeth. I had problems with a denture so have been chewing on the gum for years. The lower is just missing one tooth next to the molar. Every now and the upper gums have felt a bit lumpy but recovered.  At  present the outer gum has a couple of hard lumpy swellings  and the chewing area a smaller quite hard plump that one would almost think is a new tooth about to come through. The swellings I'm aware of but they are not really painful nor look inflamed though possibly not connected there is a tiny pinprick like red mark slightly away from there on the roof of my mouth. Over the past ten days two round possibly ulcer like things have appeared on the back of my throat. I've been gargling there and rinsing my mouth with salt water but they are not getting any better. The swelling on the gum goes down for a time but soon come back. I've also been using Bonjello. I suffer from   and also rather erratic hypertension and am reluctant to see the dentist as it will probably make it flare up. Lumpy gums get a lot of hits on Google with various causes and as it has been a long term thing but never so bad I wonder if their could be an old piece of root coming to the surface as I had once on the other side of my jaw. I'm also having very disturbed sleep due to a hip problem. Another reason for not wanting to submit to dental investigations. 0 likes, 1 reply "
17,C4522181,Brachial Amyotrophic Diplegia,"C0030193, C0333252","Pain, Hard edema",https://patient.info/forums/discuss/hard-lumps-on-gum--718720,Hard   lumps on gum.,"My upper left jaw has long been missing its wisdom tooth, its neighbouring molar and the next two teeth. I had problems with a denture so have been chewing on the gum for years. The lower is just missing one tooth next to the molar. Every now and the upper gums have felt a bit lumpy but recovered.  At  present the outer gum has a couple of hard lumpy swellings  and the chewing area a smaller quite hard plump that one would almost think is a new tooth about to come through. The swellings I'm aware of but they are not really painful nor look inflamed though possibly not connected there is a tiny pinprick like red mark slightly away from there on the roof of my mouth. Over the past ten days two round possibly ulcer like things have appeared on the back of my throat. I've been gargling there and rinsing my mouth with salt water but they are not getting any better. The swelling on the gum goes down for a time but soon come back. I've also been using Bonjello. I suffer from   and also rather erratic hypertension and am reluctant to see the dentist as it will probably make it flare up. Lumpy gums get a lot of hits on Google with various causes and as it has been a long term thing but never so bad I wonder if their could be an old piece of root coming to the surface as I had once on the other side of my jaw. I'm also having very disturbed sleep due to a hip problem. Another reason for not wanting to submit to dental investigations. 0 likes, 1 reply "
18,C0518988,Dental abscess,"C0036572, C0235108, C0221423","Seizures, Feeling tense, Illness (finding)",https://patient.info/forums/discuss/expert-healthcare-services-healthspring-721983,Expert Healthcare Services |  Healthspring,"There can be several situations of illness and for recovering from that and also to prevent illness visiting you often again, you need to take care of yourself.  There are multiple issues that appears in our daily life, some times we suffer from dental issues, some times we are so tensed about our growing weight, many might also face certain mental situations and many more. So the best way be safe from arising medical situations is to keep yourself away from falling sick and for that you need to get a proper  . Also, at times you need to keep yourself ready for any kind of emergency situations that might arise.  So, it is very much important to stay healthy and get the best out of your health.There can be several situations of illness and for recovering from that and also to prevent illness visiting you often again, you need to take care of yourself.  There are multiple issues that appears in our daily life, some times we suffer from dental issues, some times we are so tensed about our growing weight, many might also face certain mental situations and many more. So the best way be safe from arising medical situations is to keep yourself away from falling sick and for that you need to get a proper  . Also, at times you need to keep yourself ready for any kind of emergency situations that might arise.  So, it is very much important to stay healthy and get the best out of your health. Stay Fit, Stay Safe. 0 likes, 1 reply "
19,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,"C0013604, C0030193, C0027769","Edema, Pain, Nervousness",https://patient.info/forums/discuss/oral-extraction-complications-728956,Oral Extraction Complications,"Hello I had a procedure done several months ago on my bottom molar tooth. I was sent to an oral surgeon because my insurance apparently doesn't cover root canals on molar teeth. It was an emergency oral surgeon the office was full of patients and I was literally screaming crouching on floor from pain. My 7 year old and my cousin were present so my well spoken cousin told staff do you not see how much pain she's in can you please do something this is absolutely not fair. They told her I have to wait anyways i continued to cry and scream until the dentist came out to say you can come in now I'm ready for you. She suggested I be sedated I told her I would prefer to be awake after all I got my wisdom done years prior with no sedation. She seemed a bit nervous as if every other patient agrees for sedation with extractions so she advised me it's best I get sedated. I expressed firmly that we won't be doing that today due to my child being present and local anesthesia was fine. She did just that and began the extraction I heard my tooth break seen her scrambling as I made a groaning noise and she said all set. I went home with alot of pain continued for a month. I didnt recall pain being this severe with any extraction. I tried to see my regular dentist but she was on maternity leave. I got appointment with a big clinic associated with my local hospital. Prior i did research due to me feeling with my tongue sharp pieces on side of my gums. A piece of something hard broke during me eating from where my extraction was. The new dentist told me its bone fragment and it will continue to surface and fall out. It's been 3 months my gums are inflamed it feels like thorns are in my gums or pieces of glass. I can't eat and now I have a new open wound exposing me to bacteria. He refused to believe my gums were swollen and now the swelling has spread. I need help and I cant believe I was left to suffer. 0 likes, 0 replies "
20,C0009450,Communicable Diseases,C0030193,Pain,https://patient.info/forums/discuss/dry-socket-how-long-does-it-last-718448,Dry socket how long does it last,"I had a lower left wisdom tooth extracted 9 days ago. I don't smoke followed dentist advice yet got an infection and dry socket. I have had it packed 3 times with dissolvable   dressing and I'm still in pain. I am finishing second course of antibiotics yet still in pain. The socket hole does look smaller however I'm taking 60mg codeine 4 x day and can still feel pain. Anyone suffered dry socket and how long does it last. I got it 2nd day so it's been 8 days of dry socket pain. my dentist said another week !!! 1 like, 14 replies "
20,C0013240,Alveolar periostitis,C0030193,Pain,https://patient.info/forums/discuss/dry-socket-how-long-does-it-last-718448,Dry socket how long does it last,"I had a lower left wisdom tooth extracted 9 days ago. I don't smoke followed dentist advice yet got an infection and dry socket. I have had it packed 3 times with dissolvable   dressing and I'm still in pain. I am finishing second course of antibiotics yet still in pain. The socket hole does look smaller however I'm taking 60mg codeine 4 x day and can still feel pain. Anyone suffered dry socket and how long does it last. I got it 2nd day so it's been 8 days of dry socket pain. my dentist said another week !!! 1 like, 14 replies "
21,C0518988,Dental abscess,"C0012833, C0030193","Dizziness, Pain",https://patient.info/forums/discuss/severe-pain-after-tooth-extraction-403563,Severe pain after tooth extraction ,"I had a lower back molar out last Wednesday as I had the worst  .  The dentist had a job getting it out as it broke.  I also think he was in a hurry as he said he was already behind.  Ever since I have been in agonising pain which is unbearable especially at night.  I cannot sleep or eat and I am taking way too many pain killers.  I have been back to the dentist and he packed the socket this didn't help at all. I ended up going to the out of hrs gp and was given anti biotics on day 3 of these  and still no better.  I feel like I'm going mad the pills are making me dizzy as I am not eating.  I just wish I knew what was wrong.  I am going back to dentist today but I'm so scared i cant even open my mouth. If I press on my cheek I can taste pus.   3 likes, 50 replies "
22,C0013595,Eczema,C0015230,Exanthema,https://patient.info/forums/discuss/delayed-rash-at-site-of-yellowjacket-sting-709027,Delayed rash at site of yellowjacket sting,"I was stung once on the leg by a yellowjacket 8 days ago.  Within a couple of days I couldn't really even see any evidence of being stung, but it continued to itch.  Yesterday I noticed that I have a rash that is warm to the touch around the site of the sting (roughly 4 inches in diameter).  It's not centered on the sting site -- the sting was just below the inside of my knee (extreme upper calf), and the rash starts there and goes down my leg.  I noticed it immediately after mowing the lawn in 80+ degrees, which was probably the first time I really broke a good sweat since I was stung.  Could the sweat have caused the rash at the sting site?  Is this normal, or is there reason for me to see a doctor? 0 likes, 0 replies "
23,C0013595,Eczema,"C0848332, C0015230","Spots on skin, Exanthema",https://patient.info/forums/discuss/random-blisters-rash-on-face-709604,Random Blisters/Rash on Face,"Hi everyone, So I'm a 21 year old man from California (nice to meet you all! wish it was under better circumstances). About a week ago, a pink spot appeared on my right eyebrow. At first I thought nothing of it, but it has now escalated into a full blown rash all across my face. Little skin spots (almost resemble whitehead pimples) filled with really clear liquid appear, and they easily get punctured. When they do, a big open pink spot appears, and then it scabs over. This has spread all over my face, and while it is clearly getting better, I'm still extremely worried. I have an appointment with my doctor tomorrow, but during this week I've quite literally moved 250 miles to the bay area, so this could not have had worse timing. I feel 100% fine otherwise, hence why I think it's an allergic reaction. It is primarily only on my face, and based off of research I've been doing, I think it's an allergic reaction to phenoxyethanol, which is a controversial preservative used in ointments and creams. I've stopped using any products with it in it, so it has slowed down, but I'm still worried. Any recommendations would be great. 0 likes, 2 replies "
