PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0028754,Obesity,"C0015672, C1291077, C0039070, C0004604","Fatigue, Abdominal bloating, Syncope, Back Pain",https://patient.info/forums/discuss/cancer-639158,Cancer,"I'm a 53 year old male with type 2 diabetes mellitus.  I've been diagnosed with GAD,  depression,  2 inguinal hernias, obesity. In February 2017 I was urinating more than I thought I should. So I went into my doctor.  They found microscopic hematuria in my urine 3-10hpf.  They referred me to a urologist.  When I went to the urologist they did another urinalysis,  rectal check,  CT  scan of my abdominal and pelvic areas, cyctoscopy,  and a PSA blood draw. My PSA level was a 2. They said everything was normal. They found right lateral hydrothrophy of my prostrate.  That I had possible gallstones and a fatty liver. This reassured me for awhile. Then fear started creeping in that they missed something and I had cancer somewhere.  I started running to my doctor every other day.  I had about three episodes of syncope.  The hospital did 2 CT scan of my head, a lot of blood work and multiple chest xrays.  They said everything was normal.  My doctor said everything was normal and I was suffering from anxiety.  They put me on venlafixine 37.5mg.  They just upped it 5 weeks ago to 75mg . I start seeing a psychiatrist Wednesday.  I also had a colonoscopy two years ago and they said it was normal.  I had 1 polyp that they said had no way of being cancer. I've also had fatigue and back pain. The back pain has been off and on for years.  Here are my questions. 1. Do you think the doctors have done enough testing to rule out anything serious? 2. Do you think it's my anxiety? 3. Could the hernias, fatty liver, and gallstones cause the stomach bloating and back pain? Thanks for the help.  0 likes, 0 replies "
1,C0008350,Cholelithiasis,"C0015672, C1291077, C0039070, C0004604","Fatigue, Abdominal bloating, Syncope, Back Pain",https://patient.info/forums/discuss/cancer-639158,Cancer,"I'm a 53 year old male with type 2 diabetes mellitus.  I've been diagnosed with GAD,  depression,  2 inguinal hernias, obesity. In February 2017 I was urinating more than I thought I should. So I went into my doctor.  They found microscopic hematuria in my urine 3-10hpf.  They referred me to a urologist.  When I went to the urologist they did another urinalysis,  rectal check,  CT  scan of my abdominal and pelvic areas, cyctoscopy,  and a PSA blood draw. My PSA level was a 2. They said everything was normal. They found right lateral hydrothrophy of my prostrate.  That I had possible gallstones and a fatty liver. This reassured me for awhile. Then fear started creeping in that they missed something and I had cancer somewhere.  I started running to my doctor every other day.  I had about three episodes of syncope.  The hospital did 2 CT scan of my head, a lot of blood work and multiple chest xrays.  They said everything was normal.  My doctor said everything was normal and I was suffering from anxiety.  They put me on venlafixine 37.5mg.  They just upped it 5 weeks ago to 75mg . I start seeing a psychiatrist Wednesday.  I also had a colonoscopy two years ago and they said it was normal.  I had 1 polyp that they said had no way of being cancer. I've also had fatigue and back pain. The back pain has been off and on for years.  Here are my questions. 1. Do you think the doctors have done enough testing to rule out anything serious? 2. Do you think it's my anxiety? 3. Could the hernias, fatty liver, and gallstones cause the stomach bloating and back pain? Thanks for the help.  0 likes, 0 replies "
1,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent","C0015672, C1291077, C0039070, C0004604","Fatigue, Abdominal bloating, Syncope, Back Pain",https://patient.info/forums/discuss/cancer-639158,Cancer,"I'm a 53 year old male with type 2 diabetes mellitus.  I've been diagnosed with GAD,  depression,  2 inguinal hernias, obesity. In February 2017 I was urinating more than I thought I should. So I went into my doctor.  They found microscopic hematuria in my urine 3-10hpf.  They referred me to a urologist.  When I went to the urologist they did another urinalysis,  rectal check,  CT  scan of my abdominal and pelvic areas, cyctoscopy,  and a PSA blood draw. My PSA level was a 2. They said everything was normal. They found right lateral hydrothrophy of my prostrate.  That I had possible gallstones and a fatty liver. This reassured me for awhile. Then fear started creeping in that they missed something and I had cancer somewhere.  I started running to my doctor every other day.  I had about three episodes of syncope.  The hospital did 2 CT scan of my head, a lot of blood work and multiple chest xrays.  They said everything was normal.  My doctor said everything was normal and I was suffering from anxiety.  They put me on venlafixine 37.5mg.  They just upped it 5 weeks ago to 75mg . I start seeing a psychiatrist Wednesday.  I also had a colonoscopy two years ago and they said it was normal.  I had 1 polyp that they said had no way of being cancer. I've also had fatigue and back pain. The back pain has been off and on for years.  Here are my questions. 1. Do you think the doctors have done enough testing to rule out anything serious? 2. Do you think it's my anxiety? 3. Could the hernias, fatty liver, and gallstones cause the stomach bloating and back pain? Thanks for the help.  0 likes, 0 replies "
1,C0015695,Fatty Liver,"C0015672, C1291077, C0039070, C0004604","Fatigue, Abdominal bloating, Syncope, Back Pain",https://patient.info/forums/discuss/cancer-639158,Cancer,"I'm a 53 year old male with type 2 diabetes mellitus.  I've been diagnosed with GAD,  depression,  2 inguinal hernias, obesity. In February 2017 I was urinating more than I thought I should. So I went into my doctor.  They found microscopic hematuria in my urine 3-10hpf.  They referred me to a urologist.  When I went to the urologist they did another urinalysis,  rectal check,  CT  scan of my abdominal and pelvic areas, cyctoscopy,  and a PSA blood draw. My PSA level was a 2. They said everything was normal. They found right lateral hydrothrophy of my prostrate.  That I had possible gallstones and a fatty liver. This reassured me for awhile. Then fear started creeping in that they missed something and I had cancer somewhere.  I started running to my doctor every other day.  I had about three episodes of syncope.  The hospital did 2 CT scan of my head, a lot of blood work and multiple chest xrays.  They said everything was normal.  My doctor said everything was normal and I was suffering from anxiety.  They put me on venlafixine 37.5mg.  They just upped it 5 weeks ago to 75mg . I start seeing a psychiatrist Wednesday.  I also had a colonoscopy two years ago and they said it was normal.  I had 1 polyp that they said had no way of being cancer. I've also had fatigue and back pain. The back pain has been off and on for years.  Here are my questions. 1. Do you think the doctors have done enough testing to rule out anything serious? 2. Do you think it's my anxiety? 3. Could the hernias, fatty liver, and gallstones cause the stomach bloating and back pain? Thanks for the help.  0 likes, 0 replies "
3,C0042029,Urinary tract infection,C0000737,Abdominal Pain,https://patient.info/forums/discuss/trying-to-figure-out-what-s-going-on-with-me--649275,Trying to figure out what s going on with me!!,"I'm 51 been thru menopause, approx month ago I noticed blood on t/paper sometimes more than others, had CT scan and UTI test nothing but blood showed n urine, some pain in abdomen and lower. Trying to figure out what this could b next appt n 2 weeks urologist, just worried, can anyone help with any answers or suggestions? 0 likes, 1 reply "
8,C0017601,Glaucoma,"C0231617, C1291077, C0010200, C0030193, C0234233","Catch - Finding of sensory dimension of pain, Abdominal bloating, Coughing, Pain, Sore to touch",https://patient.info/forums/discuss/anyone-offer-their-opinions-on-my-symptoms-684528,Anyone offer their opinions on my symptoms,"Not sure I am posting on the correct forum but here goes. I am female age 71 have IBS, diverticulosis (never had diverticulitis) hypothyroidism, asthma, allergic Rhintis,glaucoma and high blood pressure.  Think that's everything it's enough anyway and oh and I suffer from anxiety. Nearly  5 weeks I caught a bad cold which started. I still have it as cold always make both rhinitis and asthma.  I do transferring them.  After around 4 trips to go and walk in clinic  I was given penicillin double dose for 7days.  Was ok whilst on them and the cough is,definitely getting better.  Now here is,where it starts the,day after finishing the tablets I started,to get sift stools bloating  etc and really sore and burning  vagina,and frequent and urgent need to urinate which hurt.  I saw,Smith go and told him I thought it might be a hit as when I get colds,I cough as o much  and wet my self that I often end up with an infection.  He said that this time he thought it,was thrush from the,antibiotics.  I have taken the anti fungal tablet and using the cream ( I told him I did not think I could insert the pessary)  The cream seems to make it worse.  In desperation I bought some replens,and is is helping a bit.  Will go back to go gp tomorrow last doctor said if no better get an examination  and,a swab taken.  The pain seems,to be,worse before and,after opening bowels so I am wondering about,some type 0 likes, 11 replies "
8,C0020538,Hypertensive disease,"C0231617, C1291077, C0010200, C0030193, C0234233","Catch - Finding of sensory dimension of pain, Abdominal bloating, Coughing, Pain, Sore to touch",https://patient.info/forums/discuss/anyone-offer-their-opinions-on-my-symptoms-684528,Anyone offer their opinions on my symptoms,"Not sure I am posting on the correct forum but here goes. I am female age 71 have IBS, diverticulosis (never had diverticulitis) hypothyroidism, asthma, allergic Rhintis,glaucoma and high blood pressure.  Think that's everything it's enough anyway and oh and I suffer from anxiety. Nearly  5 weeks I caught a bad cold which started. I still have it as cold always make both rhinitis and asthma.  I do transferring them.  After around 4 trips to go and walk in clinic  I was given penicillin double dose for 7days.  Was ok whilst on them and the cough is,definitely getting better.  Now here is,where it starts the,day after finishing the tablets I started,to get sift stools bloating  etc and really sore and burning  vagina,and frequent and urgent need to urinate which hurt.  I saw,Smith go and told him I thought it might be a hit as when I get colds,I cough as o much  and wet my self that I often end up with an infection.  He said that this time he thought it,was thrush from the,antibiotics.  I have taken the anti fungal tablet and using the cream ( I told him I did not think I could insert the pessary)  The cream seems to make it worse.  In desperation I bought some replens,and is is helping a bit.  Will go back to go gp tomorrow last doctor said if no better get an examination  and,a swab taken.  The pain seems,to be,worse before and,after opening bowels so I am wondering about,some type 0 likes, 11 replies "
8,C0009450,Communicable Diseases,"C0231617, C1291077, C0010200, C0030193, C0234233","Catch - Finding of sensory dimension of pain, Abdominal bloating, Coughing, Pain, Sore to touch",https://patient.info/forums/discuss/anyone-offer-their-opinions-on-my-symptoms-684528,Anyone offer their opinions on my symptoms,"Not sure I am posting on the correct forum but here goes. I am female age 71 have IBS, diverticulosis (never had diverticulitis) hypothyroidism, asthma, allergic Rhintis,glaucoma and high blood pressure.  Think that's everything it's enough anyway and oh and I suffer from anxiety. Nearly  5 weeks I caught a bad cold which started. I still have it as cold always make both rhinitis and asthma.  I do transferring them.  After around 4 trips to go and walk in clinic  I was given penicillin double dose for 7days.  Was ok whilst on them and the cough is,definitely getting better.  Now here is,where it starts the,day after finishing the tablets I started,to get sift stools bloating  etc and really sore and burning  vagina,and frequent and urgent need to urinate which hurt.  I saw,Smith go and told him I thought it might be a hit as when I get colds,I cough as o much  and wet my self that I often end up with an infection.  He said that this time he thought it,was thrush from the,antibiotics.  I have taken the anti fungal tablet and using the cream ( I told him I did not think I could insert the pessary)  The cream seems to make it worse.  In desperation I bought some replens,and is is helping a bit.  Will go back to go gp tomorrow last doctor said if no better get an examination  and,a swab taken.  The pain seems,to be,worse before and,after opening bowels so I am wondering about,some type 0 likes, 11 replies "
8,C0035455,Rhinitis,"C0231617, C1291077, C0010200, C0030193, C0234233","Catch - Finding of sensory dimension of pain, Abdominal bloating, Coughing, Pain, Sore to touch",https://patient.info/forums/discuss/anyone-offer-their-opinions-on-my-symptoms-684528,Anyone offer their opinions on my symptoms,"Not sure I am posting on the correct forum but here goes. I am female age 71 have IBS, diverticulosis (never had diverticulitis) hypothyroidism, asthma, allergic Rhintis,glaucoma and high blood pressure.  Think that's everything it's enough anyway and oh and I suffer from anxiety. Nearly  5 weeks I caught a bad cold which started. I still have it as cold always make both rhinitis and asthma.  I do transferring them.  After around 4 trips to go and walk in clinic  I was given penicillin double dose for 7days.  Was ok whilst on them and the cough is,definitely getting better.  Now here is,where it starts the,day after finishing the tablets I started,to get sift stools bloating  etc and really sore and burning  vagina,and frequent and urgent need to urinate which hurt.  I saw,Smith go and told him I thought it might be a hit as when I get colds,I cough as o much  and wet my self that I often end up with an infection.  He said that this time he thought it,was thrush from the,antibiotics.  I have taken the anti fungal tablet and using the cream ( I told him I did not think I could insert the pessary)  The cream seems to make it worse.  In desperation I bought some replens,and is is helping a bit.  Will go back to go gp tomorrow last doctor said if no better get an examination  and,a swab taken.  The pain seems,to be,worse before and,after opening bowels so I am wondering about,some type 0 likes, 11 replies "
8,C0272285,Heparin-induced thrombocytopenia,"C0231617, C1291077, C0010200, C0030193, C0234233","Catch - Finding of sensory dimension of pain, Abdominal bloating, Coughing, Pain, Sore to touch",https://patient.info/forums/discuss/anyone-offer-their-opinions-on-my-symptoms-684528,Anyone offer their opinions on my symptoms,"Not sure I am posting on the correct forum but here goes. I am female age 71 have IBS, diverticulosis (never had diverticulitis) hypothyroidism, asthma, allergic Rhintis,glaucoma and high blood pressure.  Think that's everything it's enough anyway and oh and I suffer from anxiety. Nearly  5 weeks I caught a bad cold which started. I still have it as cold always make both rhinitis and asthma.  I do transferring them.  After around 4 trips to go and walk in clinic  I was given penicillin double dose for 7days.  Was ok whilst on them and the cough is,definitely getting better.  Now here is,where it starts the,day after finishing the tablets I started,to get sift stools bloating  etc and really sore and burning  vagina,and frequent and urgent need to urinate which hurt.  I saw,Smith go and told him I thought it might be a hit as when I get colds,I cough as o much  and wet my self that I often end up with an infection.  He said that this time he thought it,was thrush from the,antibiotics.  I have taken the anti fungal tablet and using the cream ( I told him I did not think I could insert the pessary)  The cream seems to make it worse.  In desperation I bought some replens,and is is helping a bit.  Will go back to go gp tomorrow last doctor said if no better get an examination  and,a swab taken.  The pain seems,to be,worse before and,after opening bowels so I am wondering about,some type 0 likes, 11 replies "
