PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0020538,Hypertensive disease,C0231218,Malaise,https://patient.info/forums/discuss/blood-pressure-718013,Blood pressure ,"Why is my blood pressure 130 over 90 in morning and does blood pressure go up when ur ill** ** 0 likes, 8 replies "
3,C0003123,Anorexia,C0012833,Dizziness,https://patient.info/forums/discuss/lisinopril-723126,Lisinopril ,"I started Lisinopril 10mg about three weeks ago and Ive noted some strange side effects.    one of them being loss of appetite and dizziness with slight fuzzy head.  I also get bouts of severe anxiety with it as well but only occasionally.  I suppose the good outweighs the bad as its brought my blood pressure down from 150/92 to 110/78.  I will live with the side effects. 0 likes, 1 reply "
3,C4522181,Brachial Amyotrophic Diplegia,C0012833,Dizziness,https://patient.info/forums/discuss/lisinopril-723126,Lisinopril ,"I started Lisinopril 10mg about three weeks ago and Ive noted some strange side effects.    one of them being loss of appetite and dizziness with slight fuzzy head.  I also get bouts of severe anxiety with it as well but only occasionally.  I suppose the good outweighs the bad as its brought my blood pressure down from 150/92 to 110/78.  I will live with the side effects. 0 likes, 1 reply "
4,C0020538,Hypertensive disease,"C0011991, C0009806, C0030193","Diarrhea, Constipation, Pain",https://patient.info/forums/discuss/on-indapamide-2-5-mgs-for-2-wks-also-got-diverticulitis-tablets-making-me-constipated-anyone-else-719777,On Indapamide 2.5 mgs for 2 wks also got diverticulitis  Tablets making me constipated - anyone else,"Hi, I'm on Indapamide 2.5 mgs for high blood pressure for 2 weeks.   The tablets are making me constipated and straining has now made weeing painful.     I have managed to get the painful weeing under some sort of control but I'm more concerned with the constipation as I have diverticulitis which has been fine for a long while.  I'm drinking at least 3 pints of water everyday and I've been eating All Bran the last week and today at long last it is working but now I've got diarrhoea-like stools !!    Anyone else having this problem and will it all settle down in time. 0 likes, 4 replies "
4,C0153064,"Encephalomyelitis, Western Equine","C0011991, C0009806, C0030193","Diarrhea, Constipation, Pain",https://patient.info/forums/discuss/on-indapamide-2-5-mgs-for-2-wks-also-got-diverticulitis-tablets-making-me-constipated-anyone-else-719777,On Indapamide 2.5 mgs for 2 wks also got diverticulitis  Tablets making me constipated - anyone else,"Hi, I'm on Indapamide 2.5 mgs for high blood pressure for 2 weeks.   The tablets are making me constipated and straining has now made weeing painful.     I have managed to get the painful weeing under some sort of control but I'm more concerned with the constipation as I have diverticulitis which has been fine for a long while.  I'm drinking at least 3 pints of water everyday and I've been eating All Bran the last week and today at long last it is working but now I've got diarrhoea-like stools !!    Anyone else having this problem and will it all settle down in time. 0 likes, 4 replies "
4,C0012813,Diverticulitis,"C0011991, C0009806, C0030193","Diarrhea, Constipation, Pain",https://patient.info/forums/discuss/on-indapamide-2-5-mgs-for-2-wks-also-got-diverticulitis-tablets-making-me-constipated-anyone-else-719777,On Indapamide 2.5 mgs for 2 wks also got diverticulitis  Tablets making me constipated - anyone else,"Hi, I'm on Indapamide 2.5 mgs for high blood pressure for 2 weeks.   The tablets are making me constipated and straining has now made weeing painful.     I have managed to get the painful weeing under some sort of control but I'm more concerned with the constipation as I have diverticulitis which has been fine for a long while.  I'm drinking at least 3 pints of water everyday and I've been eating All Bran the last week and today at long last it is working but now I've got diarrhoea-like stools !!    Anyone else having this problem and will it all settle down in time. 0 likes, 4 replies "
4,C1969653,MUNGAN SYNDROME,"C0011991, C0009806, C0030193","Diarrhea, Constipation, Pain",https://patient.info/forums/discuss/on-indapamide-2-5-mgs-for-2-wks-also-got-diverticulitis-tablets-making-me-constipated-anyone-else-719777,On Indapamide 2.5 mgs for 2 wks also got diverticulitis  Tablets making me constipated - anyone else,"Hi, I'm on Indapamide 2.5 mgs for high blood pressure for 2 weeks.   The tablets are making me constipated and straining has now made weeing painful.     I have managed to get the painful weeing under some sort of control but I'm more concerned with the constipation as I have diverticulitis which has been fine for a long while.  I'm drinking at least 3 pints of water everyday and I've been eating All Bran the last week and today at long last it is working but now I've got diarrhoea-like stools !!    Anyone else having this problem and will it all settle down in time. 0 likes, 4 replies "
9,C0272285,Heparin-induced thrombocytopenia,"C0013604, C0282005","Edema, Swelling of scrotum",https://patient.info/forums/discuss/hydrocele-surgery-gave-me-erectile-dysfunction-am-i-the-only-one--690535,Hydrocele surgery gave me erectile dysfunction. Am I the only one?,"So, I had a hydrocelectomy operation around July 2018. About a month after my operation, around the time the swelling began to go down (and notably, around the time I began having sex again and masturbating), I began noticing that my penis would not get as firm as it once did. I also noticed that when I ejaculate it no longer shoots out, it dribbles. This has been extremely unsatisfying and my condition has gotten much worse. I can sometimes maintain an erection but it is a challenge now and I literally have not had a morning erection since about a month after the operation. My urologists told me it has absolutely nothing to do with the operation which I absolutely refuse to believe. So I have hit a dead end in terms of getting professional help now. I would like to ask you all, has anyone experienced this and gotten a different response from their urologist? i.e it is possible that the operation can cause this. I myself can feel a thick, swollen tube like structure inside my scrotum that runs from the root of my penis to my balls and I'm sure I could never feel it before the operation. My urologists gave me an examination and told me it's all good and the tubes were not even touched during the operation. Am I wrong for thinking that is utter BS because y'know, balls are attached to a few tubes, move the balls and remove it's surrounding membrane, there is a chance it could affect connecting features, no? Urologist says zero chance. A couple more questions. Where exactly was your incision made? Mine was directly down the center line of the scrotum about halfway down. Has anyone else here got cysts on their operated testicle? I have 3 or 4 including one on my epidymis. I also was diagnosed with epididymo-orchitis prior to surgery with no actual conclusion as to why, or how to make it better. Please can people comment who have experienced this or something similar post hydrocele surgery. I would seriously appreciate anyone who has any insight that could save me! I am 25 and I fully regret this operation. 1 like, 10 replies "
9,C0010709,Cyst,"C0013604, C0282005","Edema, Swelling of scrotum",https://patient.info/forums/discuss/hydrocele-surgery-gave-me-erectile-dysfunction-am-i-the-only-one--690535,Hydrocele surgery gave me erectile dysfunction. Am I the only one?,"So, I had a hydrocelectomy operation around July 2018. About a month after my operation, around the time the swelling began to go down (and notably, around the time I began having sex again and masturbating), I began noticing that my penis would not get as firm as it once did. I also noticed that when I ejaculate it no longer shoots out, it dribbles. This has been extremely unsatisfying and my condition has gotten much worse. I can sometimes maintain an erection but it is a challenge now and I literally have not had a morning erection since about a month after the operation. My urologists told me it has absolutely nothing to do with the operation which I absolutely refuse to believe. So I have hit a dead end in terms of getting professional help now. I would like to ask you all, has anyone experienced this and gotten a different response from their urologist? i.e it is possible that the operation can cause this. I myself can feel a thick, swollen tube like structure inside my scrotum that runs from the root of my penis to my balls and I'm sure I could never feel it before the operation. My urologists gave me an examination and told me it's all good and the tubes were not even touched during the operation. Am I wrong for thinking that is utter BS because y'know, balls are attached to a few tubes, move the balls and remove it's surrounding membrane, there is a chance it could affect connecting features, no? Urologist says zero chance. A couple more questions. Where exactly was your incision made? Mine was directly down the center line of the scrotum about halfway down. Has anyone else here got cysts on their operated testicle? I have 3 or 4 including one on my epidymis. I also was diagnosed with epididymo-orchitis prior to surgery with no actual conclusion as to why, or how to make it better. Please can people comment who have experienced this or something similar post hydrocele surgery. I would seriously appreciate anyone who has any insight that could save me! I am 25 and I fully regret this operation. 1 like, 10 replies "
9,C0149881,Epididymo-orchitis,"C0013604, C0282005","Edema, Swelling of scrotum",https://patient.info/forums/discuss/hydrocele-surgery-gave-me-erectile-dysfunction-am-i-the-only-one--690535,Hydrocele surgery gave me erectile dysfunction. Am I the only one?,"So, I had a hydrocelectomy operation around July 2018. About a month after my operation, around the time the swelling began to go down (and notably, around the time I began having sex again and masturbating), I began noticing that my penis would not get as firm as it once did. I also noticed that when I ejaculate it no longer shoots out, it dribbles. This has been extremely unsatisfying and my condition has gotten much worse. I can sometimes maintain an erection but it is a challenge now and I literally have not had a morning erection since about a month after the operation. My urologists told me it has absolutely nothing to do with the operation which I absolutely refuse to believe. So I have hit a dead end in terms of getting professional help now. I would like to ask you all, has anyone experienced this and gotten a different response from their urologist? i.e it is possible that the operation can cause this. I myself can feel a thick, swollen tube like structure inside my scrotum that runs from the root of my penis to my balls and I'm sure I could never feel it before the operation. My urologists gave me an examination and told me it's all good and the tubes were not even touched during the operation. Am I wrong for thinking that is utter BS because y'know, balls are attached to a few tubes, move the balls and remove it's surrounding membrane, there is a chance it could affect connecting features, no? Urologist says zero chance. A couple more questions. Where exactly was your incision made? Mine was directly down the center line of the scrotum about halfway down. Has anyone else here got cysts on their operated testicle? I have 3 or 4 including one on my epidymis. I also was diagnosed with epididymo-orchitis prior to surgery with no actual conclusion as to why, or how to make it better. Please can people comment who have experienced this or something similar post hydrocele surgery. I would seriously appreciate anyone who has any insight that could save me! I am 25 and I fully regret this operation. 1 like, 10 replies "
