PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0013390,Dysmenorrhea,"C0009806, C2364135","Constipation, Discomfort",https://patient.info/forums/discuss/pain-4-weeks-post-repair-731368,Pain 4 weeks post repair,"Hi, I am 54 and had anterior and posterior repair with perineal repair 4 weeks ago as I had a large cystocele etc. I had   and ovaries removed 2 years ago. I am getting a lot of pelvic discomfort, very much period pain and feeling of pressure in my pernineum , no bleeding etc and I'm not constipated . Is this normal or any one else experience this? Surgery was done vaginally. 0 likes, 3 replies "
1,C1394494,Cystocele (female),"C0009806, C2364135","Constipation, Discomfort",https://patient.info/forums/discuss/pain-4-weeks-post-repair-731368,Pain 4 weeks post repair,"Hi, I am 54 and had anterior and posterior repair with perineal repair 4 weeks ago as I had a large cystocele etc. I had   and ovaries removed 2 years ago. I am getting a lot of pelvic discomfort, very much period pain and feeling of pressure in my pernineum , no bleeding etc and I'm not constipated . Is this normal or any one else experience this? Surgery was done vaginally. 0 likes, 3 replies "
2,C0877015,Pelvic Organ Prolapse,C0557875,Tired,https://patient.info/forums/discuss/how-soon-can-i-have-2nd-prolapse-surgery--732232,How soon can I have 2nd prolapse surgery????,"I am 6 weeks and 5 days post op anterior and posterior repair and I am positive it has definitely failed. I had sex tonight and my vagina felt so loose and big and the bulges are still there just the same as before, maybe worse. A regular gynecologist/obgyn did my repairs. He said if  I really think it has failed for me to come in and he will refer me to a urogynocoly doctor for a repeat surgery. I am only 23. I am devastated!! I have never had a vaginal birth, I have had 4 C-Sections. I am just really so depressed and ready to give up. All this has made me hate myself. I have lost myself completely. I have been through so much and nothing seems to go right and I'm just so tired...I just want to know how soon I will be able to have a 2nd repair with a SPECIALIST that will do my surgery THE RIGHT WAY! Thanks in advance ladies ~♡~🖤~♡~ 0 likes, 3 replies "
5,C3542022,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME","C0240352, C0234238, C0087169, C0027497, C0015672, C1446787, C0344375","Morning nausea, Ache, Withdrawal Symptoms, Nausea, Fatigue, Cramping sensation quality, Stomach cramps (finding)",https://patient.info/forums/discuss/confusion-am-i-experiencing-gilbert-s-symptoms--623232,Confusion: Am I experiencing Gilbert's symptoms?,"I was diagnosed with Gilbert's maybe around the age of 20 after a blood test which showed (slightly) elevated Bilirubin. I don't think that has really affected my health and I thought nothing of it until recently; I'd always been assured that Gilbert's showed no real symptoms to speak of. I'm a 42 y.o. m, soft but not overweight, I've never smoked but I did drink regularly throughout my late 20s and 30s. Maybe for a number of years, I drank more than I really should have and I started cutting back on drinking last year; in February I pretty much stopped drinking altogether because.... I started generally feeling sickly. Most concerning, I was feeling aching/bruising feelings around my right and left lower rib-cage and morning nausea in addition to uncomfortable bowel movements sometimes (either too hard or too soft) and fatigue in the afternoon. I thought if I stopped drinking, I would feel better. Aaaaand I went through some light/moderate withdrawal symptoms (including some really bad anxiety) which made me think that I had been drinking too often for too long. Soon after, I had blood-work done, general check-ups and an ultrasound of my abdomen and the doctor told me that she wasn't worried about my health and that the withdrawal-related feelings would fade over time. Well, the bruising sensations around my lower-left ribs didn't go away. I had a general checkup in September, including blood-work and swallowing a radioactive barium milkshake to look at my stomach (everything seemed normal). I had an endoscope put down my throat to take pictures of my stomach (everything looked normal). I also had a CT scan to look at my abdomen, especially at my pancreas because I began to think it was early alcohol-pancreatitis. Nothing life-threatening was found on the CT; my doctor says he doesn't think it's my pancreas (though he cannot definitely say no). So basically all of my tests keep coming-back normal. So since all of my tests look fine, I started to wonder: could this have to do with Glibert's? I really don't know. Now: I've been getting some really bad fatigue, some brain fog, some stomach-cramping and nausea (especially when I wake up). When I drink some alcohol, I either get a really uncomfortable stomach (cramping/twisting feelings) for a day or two after or odd bruising sensations mainly on my left side, just around the bottom of my ribs. My stools have been mixed (sometimes hard, sometimes soft).  I'm still concerned about this being early pancreatitis but I just don't know. I haven't had anything to drink for the past 4 weeks and I'm too scared to try drinking anything again. I'm not sure what to think at this point. Does anyone have any comments or suggestions? 0 likes, 8 replies "
5,C4522181,Brachial Amyotrophic Diplegia,"C0240352, C0234238, C0087169, C0027497, C0015672, C1446787, C0344375","Morning nausea, Ache, Withdrawal Symptoms, Nausea, Fatigue, Cramping sensation quality, Stomach cramps (finding)",https://patient.info/forums/discuss/confusion-am-i-experiencing-gilbert-s-symptoms--623232,Confusion: Am I experiencing Gilbert's symptoms?,"I was diagnosed with Gilbert's maybe around the age of 20 after a blood test which showed (slightly) elevated Bilirubin. I don't think that has really affected my health and I thought nothing of it until recently; I'd always been assured that Gilbert's showed no real symptoms to speak of. I'm a 42 y.o. m, soft but not overweight, I've never smoked but I did drink regularly throughout my late 20s and 30s. Maybe for a number of years, I drank more than I really should have and I started cutting back on drinking last year; in February I pretty much stopped drinking altogether because.... I started generally feeling sickly. Most concerning, I was feeling aching/bruising feelings around my right and left lower rib-cage and morning nausea in addition to uncomfortable bowel movements sometimes (either too hard or too soft) and fatigue in the afternoon. I thought if I stopped drinking, I would feel better. Aaaaand I went through some light/moderate withdrawal symptoms (including some really bad anxiety) which made me think that I had been drinking too often for too long. Soon after, I had blood-work done, general check-ups and an ultrasound of my abdomen and the doctor told me that she wasn't worried about my health and that the withdrawal-related feelings would fade over time. Well, the bruising sensations around my lower-left ribs didn't go away. I had a general checkup in September, including blood-work and swallowing a radioactive barium milkshake to look at my stomach (everything seemed normal). I had an endoscope put down my throat to take pictures of my stomach (everything looked normal). I also had a CT scan to look at my abdomen, especially at my pancreas because I began to think it was early alcohol-pancreatitis. Nothing life-threatening was found on the CT; my doctor says he doesn't think it's my pancreas (though he cannot definitely say no). So basically all of my tests keep coming-back normal. So since all of my tests look fine, I started to wonder: could this have to do with Glibert's? I really don't know. Now: I've been getting some really bad fatigue, some brain fog, some stomach-cramping and nausea (especially when I wake up). When I drink some alcohol, I either get a really uncomfortable stomach (cramping/twisting feelings) for a day or two after or odd bruising sensations mainly on my left side, just around the bottom of my ribs. My stools have been mixed (sometimes hard, sometimes soft).  I'm still concerned about this being early pancreatitis but I just don't know. I haven't had anything to drink for the past 4 weeks and I'm too scared to try drinking anything again. I'm not sure what to think at this point. Does anyone have any comments or suggestions? 0 likes, 8 replies "
5,C0030305,Pancreatitis,"C0240352, C0234238, C0087169, C0027497, C0015672, C1446787, C0344375","Morning nausea, Ache, Withdrawal Symptoms, Nausea, Fatigue, Cramping sensation quality, Stomach cramps (finding)",https://patient.info/forums/discuss/confusion-am-i-experiencing-gilbert-s-symptoms--623232,Confusion: Am I experiencing Gilbert's symptoms?,"I was diagnosed with Gilbert's maybe around the age of 20 after a blood test which showed (slightly) elevated Bilirubin. I don't think that has really affected my health and I thought nothing of it until recently; I'd always been assured that Gilbert's showed no real symptoms to speak of. I'm a 42 y.o. m, soft but not overweight, I've never smoked but I did drink regularly throughout my late 20s and 30s. Maybe for a number of years, I drank more than I really should have and I started cutting back on drinking last year; in February I pretty much stopped drinking altogether because.... I started generally feeling sickly. Most concerning, I was feeling aching/bruising feelings around my right and left lower rib-cage and morning nausea in addition to uncomfortable bowel movements sometimes (either too hard or too soft) and fatigue in the afternoon. I thought if I stopped drinking, I would feel better. Aaaaand I went through some light/moderate withdrawal symptoms (including some really bad anxiety) which made me think that I had been drinking too often for too long. Soon after, I had blood-work done, general check-ups and an ultrasound of my abdomen and the doctor told me that she wasn't worried about my health and that the withdrawal-related feelings would fade over time. Well, the bruising sensations around my lower-left ribs didn't go away. I had a general checkup in September, including blood-work and swallowing a radioactive barium milkshake to look at my stomach (everything seemed normal). I had an endoscope put down my throat to take pictures of my stomach (everything looked normal). I also had a CT scan to look at my abdomen, especially at my pancreas because I began to think it was early alcohol-pancreatitis. Nothing life-threatening was found on the CT; my doctor says he doesn't think it's my pancreas (though he cannot definitely say no). So basically all of my tests keep coming-back normal. So since all of my tests look fine, I started to wonder: could this have to do with Glibert's? I really don't know. Now: I've been getting some really bad fatigue, some brain fog, some stomach-cramping and nausea (especially when I wake up). When I drink some alcohol, I either get a really uncomfortable stomach (cramping/twisting feelings) for a day or two after or odd bruising sensations mainly on my left side, just around the bottom of my ribs. My stools have been mixed (sometimes hard, sometimes soft).  I'm still concerned about this being early pancreatitis but I just don't know. I haven't had anything to drink for the past 4 weeks and I'm too scared to try drinking anything again. I'm not sure what to think at this point. Does anyone have any comments or suggestions? 0 likes, 8 replies "
6,C0877015,Pelvic Organ Prolapse,C0036572,Seizures,https://patient.info/forums/discuss/pessary-misery-729307,Pessary misery,"i thank you kind people for your comments and good wishes.  i will be seeing my GP next week, the one who fitted the second pessary and will bring up the question of getting the darn thing removed. 0 likes, 0 replies "
7,C0017551,Gilbert Disease (disorder),"C0748706, C0015672, C0030193, C0015967","side pain, Fatigue, Pain, Fever",https://patient.info/forums/discuss/i-m-also-suffering-from-the-same-problem-since-4-years-668778,I m also suffering from the same problem since 4 years,"I m also tired with this Gilbert's syndrome.... I don't understand what to do ... In every 6 months my symptoms starts to appears thn hepatomegaly fever pain in right side everything...... In understand everything about problem.... But there should be the way na to manage pain and fever......  0 likes, 3 replies "
8,C0740281,multiple allergies,"C0857027, C0000737, C0015672, C0231218, C0574068, C0030193, C0004604, C0027769, C0392674, C0221512, C0221423, C0030794, C0241050, C0014724","Feeling Sick, Abdominal Pain, Fatigue, Malaise, Rib pain, Pain, Back Pain, Nervousness, Exhaustion, Stomach ache, Illness (finding), Pelvic Pain, sitting pain, Eructation",https://patient.info/forums/discuss/all-my-life-stomach-trouble-611365,All my life .....Stomach trouble,"Hi, I am 45 years old and suffered with so many stomach symptoms over the years that I hope this information might help someone to not feel alone!!   As a child my stomach would make me lie down and rest and often my appetite would be very small. When the bad stomach passed I would be able to eat normally and I would eat everything. I could never identify a specific food causing the problem, but I could have an attack and be sat on the loo, until it passed. Rest was always a big healer and the only way my stomach could sort itself out. I was a nervous child and most people would say I was nervous, but this would happen suddenly sometimes and I knew in myself that my stomach didn't work properly. At the time my gran who was a nurse almost guessed that there was something going on with my Liver, as I looked mildly yellow. As I got older my stomach problems expanded due to the stress of going to work. At 17 years old the episodes of stomach trouble were then diagnosed as IBS. The fatigue and shear exhaustion kicked in, as working made you tired and the rest was not available as it was when you were a young child. So I battled on with these episodes that would occasionally make me have time off work or I would suffer at work, just thinking that I have IBS and this is the way I am. I never really ever felt well. The attacks stopped my career as a qualified Spatial Designer and stopped my confidence to move away from my family to London where the work was, as I knew that I would have days that confined me to lie down and rest. How reliable would I be in a fast paced career like that. So by know I take an office job in my 20's where I knew I will could sit down on those bad days and struggle on with out being noticing I was ill. As the years went on, I had two boys 12 months apart. One birth was very demanding and stressful on my body as he was very large and the other was so large that a C section was performed. After the births, both being difficult, I looked so yellow. The photos of me show how my body and my Liver must of been coping. And off course at the time, I felt ill. This period of time was a blurr. Obviously with the care of 2 babies, the exhaustion of two years of being pregnant, followed by two heavy babies to lift, no sleep, breast feeding and of course my very bad stomach. I felt terrible. So I ended up at the doctors feeling so sick and ill.......I ended up on anti sickness drugs to cope. Then the doctor did a blood test and continued to tell me that I had IBS and was tired. Then the Gilberts Syndrome was found on the results and I was told that this wouldn't be causing me the symptoms. So like you do, you look on the internet and everyone is saying about the symptoms that I had. Goodness, a revelation........but no medication or acknowledgement of these symptoms! I have explained to many doctors that people report symptoms but they almost don't want to hear that. Are they trained to believe only what they have been told. If lots of people have stomach pain, exhaustion etc, why are they not open to this? So at this time I am about 34 years old. As my two boys grew up my pain then progressed and with my pain over the years some other factors have come to light that I am convinced may be related or are linked by the Liver's difficulties. I have several allergies now as I've aged.... Hayfever from age 17 years, Allergy to Mould, Rosin (Sap of Pine Trees), Sodium Metabisulfite (preservative in Food medicines), very sick on aneasthetics. My body and my immune system is under stress and can not process these.  All of these allergies have been confirmed by the hospital and often my stomach will be bad when there allergies flare up. Also I was diagnosed with Endometriosis and after years of so called IBS the Endometriosis was also on my bowel and was causing bowel problems.  Endometriosis is an autoimmune condition and I always think if my immune system is suppressed, surely the vital role of the Liver and the high levels of Bilirubin must be a factor in the ability for my body to cope. I had my Ovaries removed at 41 years old and I was so lucky that I had two children, as the Endometriosis had not stopped me reproducing, like so many women.   So I am now 45 years old and experiencing days of terrible pain in my stomach, odd episodes of needing the loo and lots of tiredness. I have brain fog alot and can not concentrate. Some of this pain in my stomach might be scar tissue from the Endometriosis and I fear bowel problems/function problems. But after having  breath tests,  3x Endoscopies, 2x CT scans, 1x MRI last year to look at my stomach in detail and lots of blood tests over the years, everything single one has come back NORMAL. Everytime the result is normal it is such a relief, but you almost wish they could find something wrong with you, to fix it and then stop the stomach pain. I know get pain under my right rib cage which is new this year, so possibly in the Liver area. My Doctor says it could be Fibremyelgia. Another autoimmune condition!! Is there a link here? I think it is my liver or Gallbladder, but I am so tired of guessing and just have to keep remembering that all my results are NORMAL and I am well!!!!!! Really!! I feel a lot of pressure in my stomach now and I have back pain aswell. I lead a very busy life style and I'm sure that really you have to be completely lazy and rest to control this. When and if I feel a bit better, I will write on here again, to remind you that there are good days. If only there was help. I wish doctors and scientists would get on with helping us. Please can more research go into this condition!! So today I am sat here 14th September in lots of pain in my stomach, this episode started mildly at first in June/July. Whilst on holiday in July, probably after eating lots of lovely food (full of fat and cream) that was there in the restaurant, having some alcohol of which I can't usually tolerate at all and after the stress of getting everything done to go on holiday, I had a terrible night sat on the loo feeling sick and a day in bed exhausted unable to move. The following days I sat by the pool and went onto a basic diet and started the detox, that I forget I should be on permanently to stop the pain. All Summer I have been in pain and find it hard to sleep. When I sleep at night my stomach can actually wake me up with the pain. It almost hurts more when I am lying down. I get pelvic pain a lot and a deep pain in the same area of my stomach all the time. The weird thing is that when the pain lifts, it goes suddenly! And I almost forget how bad it gets. But to be honest it never really leaves me for long. I hope this doesn't make people feel worse, as I have definitely had a journey. I live in fear of something being seriously wrong with my stomach and they are missing it, but this is because the pain for me is so specific to one area in the middle of my stomach. I take Easomepresol tablet for the acid and belching that comes with it for me. And I have Meloxicam for the pain. But I find that I can take them for several days initially to calm down a bad episode then the tablets make me feel ill, probably the Liver not liking the drugs as it has to process them as well as being compromised by Gilberts Syndrome.   0 likes, 2 replies "
8,C0018621,Hay fever,"C0857027, C0000737, C0015672, C0231218, C0574068, C0030193, C0004604, C0027769, C0392674, C0221512, C0221423, C0030794, C0241050, C0014724","Feeling Sick, Abdominal Pain, Fatigue, Malaise, Rib pain, Pain, Back Pain, Nervousness, Exhaustion, Stomach ache, Illness (finding), Pelvic Pain, sitting pain, Eructation",https://patient.info/forums/discuss/all-my-life-stomach-trouble-611365,All my life .....Stomach trouble,"Hi, I am 45 years old and suffered with so many stomach symptoms over the years that I hope this information might help someone to not feel alone!!   As a child my stomach would make me lie down and rest and often my appetite would be very small. When the bad stomach passed I would be able to eat normally and I would eat everything. I could never identify a specific food causing the problem, but I could have an attack and be sat on the loo, until it passed. Rest was always a big healer and the only way my stomach could sort itself out. I was a nervous child and most people would say I was nervous, but this would happen suddenly sometimes and I knew in myself that my stomach didn't work properly. At the time my gran who was a nurse almost guessed that there was something going on with my Liver, as I looked mildly yellow. As I got older my stomach problems expanded due to the stress of going to work. At 17 years old the episodes of stomach trouble were then diagnosed as IBS. The fatigue and shear exhaustion kicked in, as working made you tired and the rest was not available as it was when you were a young child. So I battled on with these episodes that would occasionally make me have time off work or I would suffer at work, just thinking that I have IBS and this is the way I am. I never really ever felt well. The attacks stopped my career as a qualified Spatial Designer and stopped my confidence to move away from my family to London where the work was, as I knew that I would have days that confined me to lie down and rest. How reliable would I be in a fast paced career like that. So by know I take an office job in my 20's where I knew I will could sit down on those bad days and struggle on with out being noticing I was ill. As the years went on, I had two boys 12 months apart. One birth was very demanding and stressful on my body as he was very large and the other was so large that a C section was performed. After the births, both being difficult, I looked so yellow. The photos of me show how my body and my Liver must of been coping. And off course at the time, I felt ill. This period of time was a blurr. Obviously with the care of 2 babies, the exhaustion of two years of being pregnant, followed by two heavy babies to lift, no sleep, breast feeding and of course my very bad stomach. I felt terrible. So I ended up at the doctors feeling so sick and ill.......I ended up on anti sickness drugs to cope. Then the doctor did a blood test and continued to tell me that I had IBS and was tired. Then the Gilberts Syndrome was found on the results and I was told that this wouldn't be causing me the symptoms. So like you do, you look on the internet and everyone is saying about the symptoms that I had. Goodness, a revelation........but no medication or acknowledgement of these symptoms! I have explained to many doctors that people report symptoms but they almost don't want to hear that. Are they trained to believe only what they have been told. If lots of people have stomach pain, exhaustion etc, why are they not open to this? So at this time I am about 34 years old. As my two boys grew up my pain then progressed and with my pain over the years some other factors have come to light that I am convinced may be related or are linked by the Liver's difficulties. I have several allergies now as I've aged.... Hayfever from age 17 years, Allergy to Mould, Rosin (Sap of Pine Trees), Sodium Metabisulfite (preservative in Food medicines), very sick on aneasthetics. My body and my immune system is under stress and can not process these.  All of these allergies have been confirmed by the hospital and often my stomach will be bad when there allergies flare up. Also I was diagnosed with Endometriosis and after years of so called IBS the Endometriosis was also on my bowel and was causing bowel problems.  Endometriosis is an autoimmune condition and I always think if my immune system is suppressed, surely the vital role of the Liver and the high levels of Bilirubin must be a factor in the ability for my body to cope. I had my Ovaries removed at 41 years old and I was so lucky that I had two children, as the Endometriosis had not stopped me reproducing, like so many women.   So I am now 45 years old and experiencing days of terrible pain in my stomach, odd episodes of needing the loo and lots of tiredness. I have brain fog alot and can not concentrate. Some of this pain in my stomach might be scar tissue from the Endometriosis and I fear bowel problems/function problems. But after having  breath tests,  3x Endoscopies, 2x CT scans, 1x MRI last year to look at my stomach in detail and lots of blood tests over the years, everything single one has come back NORMAL. Everytime the result is normal it is such a relief, but you almost wish they could find something wrong with you, to fix it and then stop the stomach pain. I know get pain under my right rib cage which is new this year, so possibly in the Liver area. My Doctor says it could be Fibremyelgia. Another autoimmune condition!! Is there a link here? I think it is my liver or Gallbladder, but I am so tired of guessing and just have to keep remembering that all my results are NORMAL and I am well!!!!!! Really!! I feel a lot of pressure in my stomach now and I have back pain aswell. I lead a very busy life style and I'm sure that really you have to be completely lazy and rest to control this. When and if I feel a bit better, I will write on here again, to remind you that there are good days. If only there was help. I wish doctors and scientists would get on with helping us. Please can more research go into this condition!! So today I am sat here 14th September in lots of pain in my stomach, this episode started mildly at first in June/July. Whilst on holiday in July, probably after eating lots of lovely food (full of fat and cream) that was there in the restaurant, having some alcohol of which I can't usually tolerate at all and after the stress of getting everything done to go on holiday, I had a terrible night sat on the loo feeling sick and a day in bed exhausted unable to move. The following days I sat by the pool and went onto a basic diet and started the detox, that I forget I should be on permanently to stop the pain. All Summer I have been in pain and find it hard to sleep. When I sleep at night my stomach can actually wake me up with the pain. It almost hurts more when I am lying down. I get pelvic pain a lot and a deep pain in the same area of my stomach all the time. The weird thing is that when the pain lifts, it goes suddenly! And I almost forget how bad it gets. But to be honest it never really leaves me for long. I hope this doesn't make people feel worse, as I have definitely had a journey. I live in fear of something being seriously wrong with my stomach and they are missing it, but this is because the pain for me is so specific to one area in the middle of my stomach. I take Easomepresol tablet for the acid and belching that comes with it for me. And I have Meloxicam for the pain. But I find that I can take them for several days initially to calm down a bad episode then the tablets make me feel ill, probably the Liver not liking the drugs as it has to process them as well as being compromised by Gilberts Syndrome.   0 likes, 2 replies "
