PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
7,C3250443,MYOTONIC DYSTROPHY 1,C0010200,Coughing,https://messageboards.webmd.com/health-conditions/f/add-adhd/47504/adhd,Adhd,"I also have ADHD and dislike taking pills, i also have a strong cough and barely sleeping at night. Is there any possible way for getting a DM syrup prescription ?"
11,C0009443,Common Cold,"C0877610, C1397014, C0030193, C2364135","arm discomfort, Imbalance, Pain, Discomfort",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/54733/right-side-of-body-is-different-from-the-rest,Right side of body is different from the rest,"I didn't know exactly where to post this but i feel this category is most suitable. The right side of my body does not feel the same as my left. Everyday i have discomfort in my right arm my right leg and sometimes even the right side of my face. My arm and leg have a sort of numbing sensation and sometimes feel rather cold.I've had people point out that i was limping along with when i walk my right foot feels heavier. I have noticed i am acquiring some muscle imbalance in my back noticeably. The right side of my face will sometimes feel as if the muscles are extremely tight and my right eyebrow will be raised as if it was being pulled up. Sometimes my right eyeball has pain as well as if somebody has been applying pressure to it. I do believe i have pinched nerve behind my scapula. I have pain in that area for a while however over the past year my symptoms have gotten worse. If anybody has any input it would be greatly appreciated. Thank You,"
12,C0014863,Esophageal spasm,"C0679309, C0018834, C0030193, C0040822, C0239842","physical symptom, Heartburn, Pain, Tremor, Tremor of hands",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55760/tremors-in-arms-and-hands,Tremors in Arms and Hands,"Tremors in hands and arms started a few weeks ago. They were sparse and barely noticeable but are increasing in frequency and severity. 28 year old female. History: Diagnosed with MDD two years ago. Several suicide attempts including: trying to get his by a car (multiple times, all failed), attempted hanging (1 year ago, no bruising or other physical symptoms), Tylenol overdose (10 months ago). Overdose was severe and was in ICU for two days, no liver problems detected afterwards. She has GAD which is the believed reason for pains in her side and back, and possibly linked to her IBS. She has chronic heartburn which has caused esophageal spasms and currently has a prescription for Omeprazole. What are possible causes of her tremors?"
12,C0022104,Irritable Bowel Syndrome,"C0679309, C0018834, C0030193, C0040822, C0239842","physical symptom, Heartburn, Pain, Tremor, Tremor of hands",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55760/tremors-in-arms-and-hands,Tremors in Arms and Hands,"Tremors in hands and arms started a few weeks ago. They were sparse and barely noticeable but are increasing in frequency and severity. 28 year old female. History: Diagnosed with MDD two years ago. Several suicide attempts including: trying to get his by a car (multiple times, all failed), attempted hanging (1 year ago, no bruising or other physical symptoms), Tylenol overdose (10 months ago). Overdose was severe and was in ICU for two days, no liver problems detected afterwards. She has GAD which is the believed reason for pains in her side and back, and possibly linked to her IBS. She has chronic heartburn which has caused esophageal spasms and currently has a prescription for Omeprazole. What are possible causes of her tremors?"
14,C0038454,Cerebrovascular accident,"C0234238, C3640014, C2242996, C0030193","Ache, Unbearable Pain, Has tingling sensation, Pain",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55416/three-months-after-a-concussion-and-my-head-randomly-hurts-feels-weird-again,"Three months after a concussion(?), and my head randomly hurts/feels weird again?","So, I got in a car accident almost 3 months ago. I wasn't wearing a seat belt, and flew into the dash. It was a very bad crash and a very hard hit. I'm not entirely sure what hit me, but something slammed at full force into my left temple (I'm assuming it had to have been the rear-view mirror). It hurt so bad, I couldn't even touch it, brush my hair, or even open my mouth for almost two weeks (It hurt my temple when I opened my mouth). It gradually improved, and got to where it would just very dully ache every other day or so. Well, as of yesterday, my entire head has been feeling pain in random, spread out places (the place that got hit months back hurting the worst). It isn't an unbearable pain or anything, but it's just worrisome. I also feel a tingling, almost numb sensation all across my head, but very amplified in my temple area. It has almost felt like something is ""moving"" where I got hit a few times over the past two days. I'm also going to clarify that I did not go to the doctor after the wreck, so I'm not 100% sure it was a concussion, but I'm just assuming it was due to how hard of a hit it was. My mom insists I'm okay, and a lot of it has to do with the fact that I swam pretty vigorously around 5 days ago (hand stands, flips underwater, lots of playing around with my younger cousins). She said that may could have played a part in it, but of course my anxiety tries to tell me it is something much worse, such as a blood clot or serious brain damage. I've read about Post-Concussion Syndrome, and I'm honestly not sure if this is it (partly because I didn't get the doctor's say that it was a concussion to begin with, but I'm pretty positive myself). I'm mainly just scared that I've developed a blood clot over the past few months due to the impact, and I'm going to have a stroke or something as severe. I know no one can speak for sure on this issue, but any suggestions or experiences with head injuries or anything of the sorts would be very very appreciated. Thank you all in ahead of time! (P.S. I have a yearly checkup next week, and I'm going to go ahead and ask about this when I'm there. I just need some advice / reassurance on my situation, as I had two severe panic attacks yesterday over this. Thank you all!)"
14,C0272285,Heparin-induced thrombocytopenia,"C0234238, C3640014, C2242996, C0030193","Ache, Unbearable Pain, Has tingling sensation, Pain",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55416/three-months-after-a-concussion-and-my-head-randomly-hurts-feels-weird-again,"Three months after a concussion(?), and my head randomly hurts/feels weird again?","So, I got in a car accident almost 3 months ago. I wasn't wearing a seat belt, and flew into the dash. It was a very bad crash and a very hard hit. I'm not entirely sure what hit me, but something slammed at full force into my left temple (I'm assuming it had to have been the rear-view mirror). It hurt so bad, I couldn't even touch it, brush my hair, or even open my mouth for almost two weeks (It hurt my temple when I opened my mouth). It gradually improved, and got to where it would just very dully ache every other day or so. Well, as of yesterday, my entire head has been feeling pain in random, spread out places (the place that got hit months back hurting the worst). It isn't an unbearable pain or anything, but it's just worrisome. I also feel a tingling, almost numb sensation all across my head, but very amplified in my temple area. It has almost felt like something is ""moving"" where I got hit a few times over the past two days. I'm also going to clarify that I did not go to the doctor after the wreck, so I'm not 100% sure it was a concussion, but I'm just assuming it was due to how hard of a hit it was. My mom insists I'm okay, and a lot of it has to do with the fact that I swam pretty vigorously around 5 days ago (hand stands, flips underwater, lots of playing around with my younger cousins). She said that may could have played a part in it, but of course my anxiety tries to tell me it is something much worse, such as a blood clot or serious brain damage. I've read about Post-Concussion Syndrome, and I'm honestly not sure if this is it (partly because I didn't get the doctor's say that it was a concussion to begin with, but I'm pretty positive myself). I'm mainly just scared that I've developed a blood clot over the past few months due to the impact, and I'm going to have a stroke or something as severe. I know no one can speak for sure on this issue, but any suggestions or experiences with head injuries or anything of the sorts would be very very appreciated. Thank you all in ahead of time! (P.S. I have a yearly checkup next week, and I'm going to go ahead and ask about this when I'm there. I just need some advice / reassurance on my situation, as I had two severe panic attacks yesterday over this. Thank you all!)"
14,C0546983,Post-Concussion Syndrome,"C0234238, C3640014, C2242996, C0030193","Ache, Unbearable Pain, Has tingling sensation, Pain",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55416/three-months-after-a-concussion-and-my-head-randomly-hurts-feels-weird-again,"Three months after a concussion(?), and my head randomly hurts/feels weird again?","So, I got in a car accident almost 3 months ago. I wasn't wearing a seat belt, and flew into the dash. It was a very bad crash and a very hard hit. I'm not entirely sure what hit me, but something slammed at full force into my left temple (I'm assuming it had to have been the rear-view mirror). It hurt so bad, I couldn't even touch it, brush my hair, or even open my mouth for almost two weeks (It hurt my temple when I opened my mouth). It gradually improved, and got to where it would just very dully ache every other day or so. Well, as of yesterday, my entire head has been feeling pain in random, spread out places (the place that got hit months back hurting the worst). It isn't an unbearable pain or anything, but it's just worrisome. I also feel a tingling, almost numb sensation all across my head, but very amplified in my temple area. It has almost felt like something is ""moving"" where I got hit a few times over the past two days. I'm also going to clarify that I did not go to the doctor after the wreck, so I'm not 100% sure it was a concussion, but I'm just assuming it was due to how hard of a hit it was. My mom insists I'm okay, and a lot of it has to do with the fact that I swam pretty vigorously around 5 days ago (hand stands, flips underwater, lots of playing around with my younger cousins). She said that may could have played a part in it, but of course my anxiety tries to tell me it is something much worse, such as a blood clot or serious brain damage. I've read about Post-Concussion Syndrome, and I'm honestly not sure if this is it (partly because I didn't get the doctor's say that it was a concussion to begin with, but I'm pretty positive myself). I'm mainly just scared that I've developed a blood clot over the past few months due to the impact, and I'm going to have a stroke or something as severe. I know no one can speak for sure on this issue, but any suggestions or experiences with head injuries or anything of the sorts would be very very appreciated. Thank you all in ahead of time! (P.S. I have a yearly checkup next week, and I'm going to go ahead and ask about this when I'm there. I just need some advice / reassurance on my situation, as I had two severe panic attacks yesterday over this. Thank you all!)"
14,C4522181,Brachial Amyotrophic Diplegia,"C0234238, C3640014, C2242996, C0030193","Ache, Unbearable Pain, Has tingling sensation, Pain",https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/55416/three-months-after-a-concussion-and-my-head-randomly-hurts-feels-weird-again,"Three months after a concussion(?), and my head randomly hurts/feels weird again?","So, I got in a car accident almost 3 months ago. I wasn't wearing a seat belt, and flew into the dash. It was a very bad crash and a very hard hit. I'm not entirely sure what hit me, but something slammed at full force into my left temple (I'm assuming it had to have been the rear-view mirror). It hurt so bad, I couldn't even touch it, brush my hair, or even open my mouth for almost two weeks (It hurt my temple when I opened my mouth). It gradually improved, and got to where it would just very dully ache every other day or so. Well, as of yesterday, my entire head has been feeling pain in random, spread out places (the place that got hit months back hurting the worst). It isn't an unbearable pain or anything, but it's just worrisome. I also feel a tingling, almost numb sensation all across my head, but very amplified in my temple area. It has almost felt like something is ""moving"" where I got hit a few times over the past two days. I'm also going to clarify that I did not go to the doctor after the wreck, so I'm not 100% sure it was a concussion, but I'm just assuming it was due to how hard of a hit it was. My mom insists I'm okay, and a lot of it has to do with the fact that I swam pretty vigorously around 5 days ago (hand stands, flips underwater, lots of playing around with my younger cousins). She said that may could have played a part in it, but of course my anxiety tries to tell me it is something much worse, such as a blood clot or serious brain damage. I've read about Post-Concussion Syndrome, and I'm honestly not sure if this is it (partly because I didn't get the doctor's say that it was a concussion to begin with, but I'm pretty positive myself). I'm mainly just scared that I've developed a blood clot over the past few months due to the impact, and I'm going to have a stroke or something as severe. I know no one can speak for sure on this issue, but any suggestions or experiences with head injuries or anything of the sorts would be very very appreciated. Thank you all in ahead of time! (P.S. I have a yearly checkup next week, and I'm going to go ahead and ask about this when I'm there. I just need some advice / reassurance on my situation, as I had two severe panic attacks yesterday over this. Thank you all!)"
15,C0041912,Upper Respiratory Infections,C2242996,Has tingling sensation,https://messageboards.webmd.com/health-conditions/f/brain-nervous-system-disorder/53607/tip-of-nose-frostbite-sensation,Tip of nose frostbite sensation,Couple months now my nose and upper lip have been tingling cold. No clue as to what this could be. Blood levels came back fine.
27,C0014544,Epilepsy,"C0027497, C0012833","Nausea, Dizziness",https://messageboards.webmd.com/health-conditions/f/add-adhd/38555/adhd-and-having-wierd-nausea-dizzyness,adhd and having wierd nausea dizzyness,"i have adhd and epilepsy, but sometimes i get something (i dont know if its related to any of the 2 things i got) , anyways sometimes (totally randomly) i start feeling really warm, my whole body starts feeling warm, and becomes a bit hard to breathe, i feel very dizzy and kinda nausea, and some wierd memory flashbacks of something i dont even know if its true comes up and these ""attacks"" last for like a minute each or somet, and they come totally randomly, can any1 help explain to me perhaps what is happening to me?"
