PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0009443,Common Cold,"C0278145, C0015230, C0151908, C0455270, C0917801","Stabbing pain, Exanthema, Dry skin, Sharp pain, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/allergies/3884/severe-itching-with-no-visible-signs-on-skin,Severe Itching With No Visible Signs On Skin,"For the past 3 months, I have been dealing with an insane and progressive itch.  I had been prescribed a liquid cough syrup (hydrocodone) for bronchitis. Normally narcotic meds make my hands mildly itchy for several days once off of the meds. Initially, my palms and feet started to itch very badly and worse at night. I ended up taking Benadryl which helped for a day and then did not help anymore.  I visited the doctor who put me on Prednisone. While on the meds, I did not have any itching. After completing the treatment, 3 days following the last dose my itching came back but was worse and more intense. My hands and feet no longer itched but my legs and arms started itching badly. I was put on another round of Prednisone which again stopped the itching. 3 days after the last dose the itching came back again and much worse. At this point, most of my body was itching. Strangely however, my hands and feet, scalp, face, and neck did NOT itch.  I went back to the doctor and was put on another round of Prednisone for 12 days instead of 6-7. Blood work was done and my CBC and CMP were normal. Again, Prednisone helped. Although the last few days on smaller doses it did not seem to help as much. I also noticed that I would then have sharp stabbing pains in ny palms but no itching.  I ended up taking Gabapentin because my restless leg and insomnia were severe. This worked and helped the Prednisone as well. I just had another appointment. I still have extreme itching and no Prednisone is being offered. This itching is driving me insane. I have no rashes, no dry skin, no blisters, no hives, no redness. More blood work was done. My CBC showed an elevated White blood cell count (20) but that's presumably from the Prednisone. My CRP and thyroid were fine. There were no allergy/inflammatory responses found. I have not changed shampoo, body wash, lotions, clothes, foods, or detergents. Water, heat, and cold make no difference. I even went so far as to get fragrance free and hypo allergenic. I have cats, but have had them for 8 years. The only consistent medication has been omeprazole daily. I do not take anything else.  I am at a loss as to what this could be. A skin issue should show some outward signs but there is nothing. I was placed on Hydroxyzine and told to supplement with Diphenhydramine and Zyrtec. None of these are working at all! Next steps are referrals to Neuro (to check for auto immune and neuropathic causes). They want to refer to dermatology, but the patch tests and blood work were all negative for any of that.  What could this be? And what can I do to offset the itching? I also tried Zantac/Prevacid as an H2 blocker. Nothing but Prednisone is working and they dont want to prescribe more due to its long term nasty side effects, unless they know the cause. What can I do on my end? Blood work is being repeated Friday. But, I am severely itchy and cant sleep or concentrate."
2,C0006277,Bronchitis,"C0278145, C0015230, C0151908, C0455270, C0917801","Stabbing pain, Exanthema, Dry skin, Sharp pain, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/allergies/3884/severe-itching-with-no-visible-signs-on-skin,Severe Itching With No Visible Signs On Skin,"For the past 3 months, I have been dealing with an insane and progressive itch.  I had been prescribed a liquid cough syrup (hydrocodone) for bronchitis. Normally narcotic meds make my hands mildly itchy for several days once off of the meds. Initially, my palms and feet started to itch very badly and worse at night. I ended up taking Benadryl which helped for a day and then did not help anymore.  I visited the doctor who put me on Prednisone. While on the meds, I did not have any itching. After completing the treatment, 3 days following the last dose my itching came back but was worse and more intense. My hands and feet no longer itched but my legs and arms started itching badly. I was put on another round of Prednisone which again stopped the itching. 3 days after the last dose the itching came back again and much worse. At this point, most of my body was itching. Strangely however, my hands and feet, scalp, face, and neck did NOT itch.  I went back to the doctor and was put on another round of Prednisone for 12 days instead of 6-7. Blood work was done and my CBC and CMP were normal. Again, Prednisone helped. Although the last few days on smaller doses it did not seem to help as much. I also noticed that I would then have sharp stabbing pains in ny palms but no itching.  I ended up taking Gabapentin because my restless leg and insomnia were severe. This worked and helped the Prednisone as well. I just had another appointment. I still have extreme itching and no Prednisone is being offered. This itching is driving me insane. I have no rashes, no dry skin, no blisters, no hives, no redness. More blood work was done. My CBC showed an elevated White blood cell count (20) but that's presumably from the Prednisone. My CRP and thyroid were fine. There were no allergy/inflammatory responses found. I have not changed shampoo, body wash, lotions, clothes, foods, or detergents. Water, heat, and cold make no difference. I even went so far as to get fragrance free and hypo allergenic. I have cats, but have had them for 8 years. The only consistent medication has been omeprazole daily. I do not take anything else.  I am at a loss as to what this could be. A skin issue should show some outward signs but there is nothing. I was placed on Hydroxyzine and told to supplement with Diphenhydramine and Zyrtec. None of these are working at all! Next steps are referrals to Neuro (to check for auto immune and neuropathic causes). They want to refer to dermatology, but the patch tests and blood work were all negative for any of that.  What could this be? And what can I do to offset the itching? I also tried Zantac/Prevacid as an H2 blocker. Nothing but Prednisone is working and they dont want to prescribe more due to its long term nasty side effects, unless they know the cause. What can I do on my end? Blood work is being repeated Friday. But, I am severely itchy and cant sleep or concentrate."
2,C0035258,Restless Legs Syndrome,"C0278145, C0015230, C0151908, C0455270, C0917801","Stabbing pain, Exanthema, Dry skin, Sharp pain, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/allergies/3884/severe-itching-with-no-visible-signs-on-skin,Severe Itching With No Visible Signs On Skin,"For the past 3 months, I have been dealing with an insane and progressive itch.  I had been prescribed a liquid cough syrup (hydrocodone) for bronchitis. Normally narcotic meds make my hands mildly itchy for several days once off of the meds. Initially, my palms and feet started to itch very badly and worse at night. I ended up taking Benadryl which helped for a day and then did not help anymore.  I visited the doctor who put me on Prednisone. While on the meds, I did not have any itching. After completing the treatment, 3 days following the last dose my itching came back but was worse and more intense. My hands and feet no longer itched but my legs and arms started itching badly. I was put on another round of Prednisone which again stopped the itching. 3 days after the last dose the itching came back again and much worse. At this point, most of my body was itching. Strangely however, my hands and feet, scalp, face, and neck did NOT itch.  I went back to the doctor and was put on another round of Prednisone for 12 days instead of 6-7. Blood work was done and my CBC and CMP were normal. Again, Prednisone helped. Although the last few days on smaller doses it did not seem to help as much. I also noticed that I would then have sharp stabbing pains in ny palms but no itching.  I ended up taking Gabapentin because my restless leg and insomnia were severe. This worked and helped the Prednisone as well. I just had another appointment. I still have extreme itching and no Prednisone is being offered. This itching is driving me insane. I have no rashes, no dry skin, no blisters, no hives, no redness. More blood work was done. My CBC showed an elevated White blood cell count (20) but that's presumably from the Prednisone. My CRP and thyroid were fine. There were no allergy/inflammatory responses found. I have not changed shampoo, body wash, lotions, clothes, foods, or detergents. Water, heat, and cold make no difference. I even went so far as to get fragrance free and hypo allergenic. I have cats, but have had them for 8 years. The only consistent medication has been omeprazole daily. I do not take anything else.  I am at a loss as to what this could be. A skin issue should show some outward signs but there is nothing. I was placed on Hydroxyzine and told to supplement with Diphenhydramine and Zyrtec. None of these are working at all! Next steps are referrals to Neuro (to check for auto immune and neuropathic causes). They want to refer to dermatology, but the patch tests and blood work were all negative for any of that.  What could this be? And what can I do to offset the itching? I also tried Zantac/Prevacid as an H2 blocker. Nothing but Prednisone is working and they dont want to prescribe more due to its long term nasty side effects, unless they know the cause. What can I do on my end? Blood work is being repeated Friday. But, I am severely itchy and cant sleep or concentrate."
2,C0042109,Urticaria,"C0278145, C0015230, C0151908, C0455270, C0917801","Stabbing pain, Exanthema, Dry skin, Sharp pain, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/allergies/3884/severe-itching-with-no-visible-signs-on-skin,Severe Itching With No Visible Signs On Skin,"For the past 3 months, I have been dealing with an insane and progressive itch.  I had been prescribed a liquid cough syrup (hydrocodone) for bronchitis. Normally narcotic meds make my hands mildly itchy for several days once off of the meds. Initially, my palms and feet started to itch very badly and worse at night. I ended up taking Benadryl which helped for a day and then did not help anymore.  I visited the doctor who put me on Prednisone. While on the meds, I did not have any itching. After completing the treatment, 3 days following the last dose my itching came back but was worse and more intense. My hands and feet no longer itched but my legs and arms started itching badly. I was put on another round of Prednisone which again stopped the itching. 3 days after the last dose the itching came back again and much worse. At this point, most of my body was itching. Strangely however, my hands and feet, scalp, face, and neck did NOT itch.  I went back to the doctor and was put on another round of Prednisone for 12 days instead of 6-7. Blood work was done and my CBC and CMP were normal. Again, Prednisone helped. Although the last few days on smaller doses it did not seem to help as much. I also noticed that I would then have sharp stabbing pains in ny palms but no itching.  I ended up taking Gabapentin because my restless leg and insomnia were severe. This worked and helped the Prednisone as well. I just had another appointment. I still have extreme itching and no Prednisone is being offered. This itching is driving me insane. I have no rashes, no dry skin, no blisters, no hives, no redness. More blood work was done. My CBC showed an elevated White blood cell count (20) but that's presumably from the Prednisone. My CRP and thyroid were fine. There were no allergy/inflammatory responses found. I have not changed shampoo, body wash, lotions, clothes, foods, or detergents. Water, heat, and cold make no difference. I even went so far as to get fragrance free and hypo allergenic. I have cats, but have had them for 8 years. The only consistent medication has been omeprazole daily. I do not take anything else.  I am at a loss as to what this could be. A skin issue should show some outward signs but there is nothing. I was placed on Hydroxyzine and told to supplement with Diphenhydramine and Zyrtec. None of these are working at all! Next steps are referrals to Neuro (to check for auto immune and neuropathic causes). They want to refer to dermatology, but the patch tests and blood work were all negative for any of that.  What could this be? And what can I do to offset the itching? I also tried Zantac/Prevacid as an H2 blocker. Nothing but Prednisone is working and they dont want to prescribe more due to its long term nasty side effects, unless they know the cause. What can I do on my end? Blood work is being repeated Friday. But, I am severely itchy and cant sleep or concentrate."
2,C0041834,Erythema,"C0278145, C0015230, C0151908, C0455270, C0917801","Stabbing pain, Exanthema, Dry skin, Sharp pain, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/allergies/3884/severe-itching-with-no-visible-signs-on-skin,Severe Itching With No Visible Signs On Skin,"For the past 3 months, I have been dealing with an insane and progressive itch.  I had been prescribed a liquid cough syrup (hydrocodone) for bronchitis. Normally narcotic meds make my hands mildly itchy for several days once off of the meds. Initially, my palms and feet started to itch very badly and worse at night. I ended up taking Benadryl which helped for a day and then did not help anymore.  I visited the doctor who put me on Prednisone. While on the meds, I did not have any itching. After completing the treatment, 3 days following the last dose my itching came back but was worse and more intense. My hands and feet no longer itched but my legs and arms started itching badly. I was put on another round of Prednisone which again stopped the itching. 3 days after the last dose the itching came back again and much worse. At this point, most of my body was itching. Strangely however, my hands and feet, scalp, face, and neck did NOT itch.  I went back to the doctor and was put on another round of Prednisone for 12 days instead of 6-7. Blood work was done and my CBC and CMP were normal. Again, Prednisone helped. Although the last few days on smaller doses it did not seem to help as much. I also noticed that I would then have sharp stabbing pains in ny palms but no itching.  I ended up taking Gabapentin because my restless leg and insomnia were severe. This worked and helped the Prednisone as well. I just had another appointment. I still have extreme itching and no Prednisone is being offered. This itching is driving me insane. I have no rashes, no dry skin, no blisters, no hives, no redness. More blood work was done. My CBC showed an elevated White blood cell count (20) but that's presumably from the Prednisone. My CRP and thyroid were fine. There were no allergy/inflammatory responses found. I have not changed shampoo, body wash, lotions, clothes, foods, or detergents. Water, heat, and cold make no difference. I even went so far as to get fragrance free and hypo allergenic. I have cats, but have had them for 8 years. The only consistent medication has been omeprazole daily. I do not take anything else.  I am at a loss as to what this could be. A skin issue should show some outward signs but there is nothing. I was placed on Hydroxyzine and told to supplement with Diphenhydramine and Zyrtec. None of these are working at all! Next steps are referrals to Neuro (to check for auto immune and neuropathic causes). They want to refer to dermatology, but the patch tests and blood work were all negative for any of that.  What could this be? And what can I do to offset the itching? I also tried Zantac/Prevacid as an H2 blocker. Nothing but Prednisone is working and they dont want to prescribe more due to its long term nasty side effects, unless they know the cause. What can I do on my end? Blood work is being repeated Friday. But, I am severely itchy and cant sleep or concentrate."
4,C0015674,Chronic Fatigue Syndrome,"C0015230, C0231218, C0917801, C0850060","Exanthema, Malaise, Sleeplessness, nasal itching",https://messageboards.webmd.com/health-conditions/f/allergies/92254/severe-itching,Severe itching,"I hate to read that so many people have this, but at least I know I’m not the only one. I use to have this maybe once a week for the past two decades but now I have it every day. Worse at night plus I have insomnia. You can’t sleep thru this anyway. Mine is mostly my upper body and my whole head. Even in my ears and nose itch. My eyes itch at the base of my lashes. I’ll scratch so much that I have scars and scabs all over. It jumps from one place to another in less than a second. No rash or bumps ever. I take Hydroxyzine HCL almost everyday now. Really doesn’t help. I’m going to have allergy testing soon. Is there anything that I should ask more in the testing. I’m desperate and going crazy. Thanks for sharing your stories. I do have ME/CFS and Fibromyalgia. Don’t know if this could be related. Praying for all of us."
4,C0016053,Fibromyalgia,"C0015230, C0231218, C0917801, C0850060","Exanthema, Malaise, Sleeplessness, nasal itching",https://messageboards.webmd.com/health-conditions/f/allergies/92254/severe-itching,Severe itching,"I hate to read that so many people have this, but at least I know I’m not the only one. I use to have this maybe once a week for the past two decades but now I have it every day. Worse at night plus I have insomnia. You can’t sleep thru this anyway. Mine is mostly my upper body and my whole head. Even in my ears and nose itch. My eyes itch at the base of my lashes. I’ll scratch so much that I have scars and scabs all over. It jumps from one place to another in less than a second. No rash or bumps ever. I take Hydroxyzine HCL almost everyday now. Really doesn’t help. I’m going to have allergy testing soon. Is there anything that I should ask more in the testing. I’m desperate and going crazy. Thanks for sharing your stories. I do have ME/CFS and Fibromyalgia. Don’t know if this could be related. Praying for all of us."
6,C0013595,Eczema,"C0015230, C0085624, C0240941, C0858708","Exanthema, Burning sensation, Pruritus of scalp, itch burning",https://messageboards.webmd.com/health-conditions/f/allergies/92766/itching-scalp,Itching scalp,"I have intermittent burning itching all over my body and have for years. I have eczema that is generally well controlled with topical triamcinolone. Several weeks ago I developed an itchy scalp at the back of my head! At first I was terrified I had some infestation, so I treated myself for lice and scabies even though I have no idea how I would have contracted parasites like that! That didn't help...I have seen my primary care and a dermatologist twice...Prednisone helped some while I was on it, but I've finished that and now the itching has returned. I am using clobetasol shampoo...T-Gel and Nizarol shampoo with ketoconazole. I am taking Claritin. My derm put me on diflucan today...I have no scaling, patches, redness or signs of bites on my head or neck. It isn't a constant itch, but I have intermittent burning/itching at the back of my head that is sometimes so intense I'm afraid I'm going to scratch myself bloody! I try not to scratch because that seems to make the cycle worse...I'm generally healthy...I take Nexium and Ranitidine and an oral birth control pill. I have taken all of those for years and I have had no new household products or cosmetics. I am at my wit's end! I cannot live like this forever! Has anyone had anything like this? If the diflucan doesn't work, I'm going to ask about Dupixent. My derm keeps saying that eczema is the itch that rashes...maybe it is just my eczema?"
6,C0851341,Infestation,"C0015230, C0085624, C0240941, C0858708","Exanthema, Burning sensation, Pruritus of scalp, itch burning",https://messageboards.webmd.com/health-conditions/f/allergies/92766/itching-scalp,Itching scalp,"I have intermittent burning itching all over my body and have for years. I have eczema that is generally well controlled with topical triamcinolone. Several weeks ago I developed an itchy scalp at the back of my head! At first I was terrified I had some infestation, so I treated myself for lice and scabies even though I have no idea how I would have contracted parasites like that! That didn't help...I have seen my primary care and a dermatologist twice...Prednisone helped some while I was on it, but I've finished that and now the itching has returned. I am using clobetasol shampoo...T-Gel and Nizarol shampoo with ketoconazole. I am taking Claritin. My derm put me on diflucan today...I have no scaling, patches, redness or signs of bites on my head or neck. It isn't a constant itch, but I have intermittent burning/itching at the back of my head that is sometimes so intense I'm afraid I'm going to scratch myself bloody! I try not to scratch because that seems to make the cycle worse...I'm generally healthy...I take Nexium and Ranitidine and an oral birth control pill. I have taken all of those for years and I have had no new household products or cosmetics. I am at my wit's end! I cannot live like this forever! Has anyone had anything like this? If the diflucan doesn't work, I'm going to ask about Dupixent. My derm keeps saying that eczema is the itch that rashes...maybe it is just my eczema?"
6,C0036262,Scabies <infestation>,"C0015230, C0085624, C0240941, C0858708","Exanthema, Burning sensation, Pruritus of scalp, itch burning",https://messageboards.webmd.com/health-conditions/f/allergies/92766/itching-scalp,Itching scalp,"I have intermittent burning itching all over my body and have for years. I have eczema that is generally well controlled with topical triamcinolone. Several weeks ago I developed an itchy scalp at the back of my head! At first I was terrified I had some infestation, so I treated myself for lice and scabies even though I have no idea how I would have contracted parasites like that! That didn't help...I have seen my primary care and a dermatologist twice...Prednisone helped some while I was on it, but I've finished that and now the itching has returned. I am using clobetasol shampoo...T-Gel and Nizarol shampoo with ketoconazole. I am taking Claritin. My derm put me on diflucan today...I have no scaling, patches, redness or signs of bites on my head or neck. It isn't a constant itch, but I have intermittent burning/itching at the back of my head that is sometimes so intense I'm afraid I'm going to scratch myself bloody! I try not to scratch because that seems to make the cycle worse...I'm generally healthy...I take Nexium and Ranitidine and an oral birth control pill. I have taken all of those for years and I have had no new household products or cosmetics. I am at my wit's end! I cannot live like this forever! Has anyone had anything like this? If the diflucan doesn't work, I'm going to ask about Dupixent. My derm keeps saying that eczema is the itch that rashes...maybe it is just my eczema?"
