PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0342895,Fish-Eye Disease,"C0037384, C0030193","Snoring, Pain",https://messageboards.webmd.com/health-conditions/f/sleep/83247/fed-up-of-no-sleep,Fed up of no sleep!,"I’ve got Osteoarthritis in my left knee, and so causes immense pain, especially at night. I’m fed up I cnt sleep, when I do my husband nudges me for snoring. Any suggestions gratefully received."
1,C0409959,"Osteoarthritis, Knee","C0037384, C0030193","Snoring, Pain",https://messageboards.webmd.com/health-conditions/f/sleep/83247/fed-up-of-no-sleep,Fed up of no sleep!,"I’ve got Osteoarthritis in my left knee, and so causes immense pain, especially at night. I’m fed up I cnt sleep, when I do my husband nudges me for snoring. Any suggestions gratefully received."
1,C0029408,Degenerative polyarthritis,"C0037384, C0030193","Snoring, Pain",https://messageboards.webmd.com/health-conditions/f/sleep/83247/fed-up-of-no-sleep,Fed up of no sleep!,"I’ve got Osteoarthritis in my left knee, and so causes immense pain, especially at night. I’m fed up I cnt sleep, when I do my husband nudges me for snoring. Any suggestions gratefully received."
3,C0795934,Digitorenocerebral Syndrome,C0231218,Malaise,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30404/disease-transmission,Disease transmission,"Here is a question based on the following scenario: A person (Person A) goes to the doctor's office. Another person (Person B), who is accompanying said person (Person A), who was so kind as to open several doors leading to the office, touched Person A's shoulder without washing hands or using sanitizer. A nurse later touched the shoulder in the same spot, right before touching and inserting a tongue depressor and throat swab in Person A's mouth and throat. What is the likelihood that the Person who opened the door (Person B) picked up something from the doorknobs and transferred it to the other person (Person A), even though Person B isn't ill? Apparently the office has seen quite a few cases of strep throat and a stomach bug floating around."
3,C0036689,Streptococcal sore throat,C0231218,Malaise,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30404/disease-transmission,Disease transmission,"Here is a question based on the following scenario: A person (Person A) goes to the doctor's office. Another person (Person B), who is accompanying said person (Person A), who was so kind as to open several doors leading to the office, touched Person A's shoulder without washing hands or using sanitizer. A nurse later touched the shoulder in the same spot, right before touching and inserting a tongue depressor and throat swab in Person A's mouth and throat. What is the likelihood that the Person who opened the door (Person B) picked up something from the doorknobs and transferred it to the other person (Person A), even though Person B isn't ill? Apparently the office has seen quite a few cases of strep throat and a stomach bug floating around."
4,C0272388,Amygdalolith,C0010200,Coughing,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30386/tonsillolith-and-a-really-bad-sore-throat-coughing-up-the-stones-and-blood,Tonsillolith and A really bad sore throat. Coughing up the stones and blood.,"Just moved to California and I have no doctor yet, and I have been dealing with tonsil stones for the past 6 months and just tonight I had an episode and ended up coughing up stones and blood and it scared the crap out of me. Who should I go to see about this? The Dentist, The Ear Nose and Throat Doctor, or the Hospital?"
5,C0699744,Infection of ear,"C0042571, C0030193, C0013456","Vertigo, Pain, Earache",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30440/what-should-be-my-next-step,What should be my next step?,"About a year ago I was having pain inside my inner left ear. Thinking nothing of it, I went to work and figured it was just an ear infection. About an hour into work the pain shot down into my neck and became unbearable and I almost passed out from dizziness. I was taken to our medical clinic where they required me to go get cat scans of my head, ears, and neck done. There were no abnormalities in the results per my ENT and the cat scan evaluators. I also had two hearing tests done which showed I had become partially deaf in my left ear and it is highly sensitive to high pitches and high frequency noise as well. No doctor could find an answer for my issues. After about two months the pain and dizziness subsided.  In the last two weeks the pain in my ear and neck have come back full force, and I am not sure what to do. My ENT has no answers, and no one seems to no where to go with this.  Any suggestions?"
8,C0037199,Sinusitis,"C0234238, C0015468, C0848633, C0040460, C0030193, C2370950, C2926602","Ache, Facial Pain, sinus pressure, Toothache, Pain, Aural pressure, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/3202/sinus-issues,Sinus issues,"For the past two months I have been dealing with sinus pressure, drainage, and pressure/fluid on my right ear. I have been to my PCP and she keeps saying it's a sinus infection, puts me on antibiotics... I get better for a little bit, then it comes back. The pain I have starts out as what seems like tooth pain, underneath of my right cheek bone and just aches. I've been on antibiotics twice and that always clears my facial pain but I will still get intermittent sinus headaches and the pressure on my ear. I've been to the dr after the antibiotics were done and everything looks better in that aspect, my nose is no longer red, the fluid on my ear is gone. I am on flonase and I constantly have post nasal dripage. I've been ok with all of this until a few days ago when I noticed my right pupil was bigger than the left. I saw my eye dr who checked everything out and said the eyes look healthy but they are indeed about 1mm different. She is sending me to a neuro-opthamologist for some neuro testing just to be safe. I am also set up for a CT scan in the next few days of my sinuses. I am terrified this is something horrible like a tumor. What are the chances that the sinus pressure is causing my right pupil to dilate more than the left? Is this pressure on my ear, which when I push right outside of my ear is sounds like when you get water in your ear, how do I relieve that? Could all this just to be related to my sinuses?"
8,C1535939,Pneumocystis jiroveci pneumonia,"C0234238, C0015468, C0848633, C0040460, C0030193, C2370950, C2926602","Ache, Facial Pain, sinus pressure, Toothache, Pain, Aural pressure, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/3202/sinus-issues,Sinus issues,"For the past two months I have been dealing with sinus pressure, drainage, and pressure/fluid on my right ear. I have been to my PCP and she keeps saying it's a sinus infection, puts me on antibiotics... I get better for a little bit, then it comes back. The pain I have starts out as what seems like tooth pain, underneath of my right cheek bone and just aches. I've been on antibiotics twice and that always clears my facial pain but I will still get intermittent sinus headaches and the pressure on my ear. I've been to the dr after the antibiotics were done and everything looks better in that aspect, my nose is no longer red, the fluid on my ear is gone. I am on flonase and I constantly have post nasal dripage. I've been ok with all of this until a few days ago when I noticed my right pupil was bigger than the left. I saw my eye dr who checked everything out and said the eyes look healthy but they are indeed about 1mm different. She is sending me to a neuro-opthamologist for some neuro testing just to be safe. I am also set up for a CT scan in the next few days of my sinuses. I am terrified this is something horrible like a tumor. What are the chances that the sinus pressure is causing my right pupil to dilate more than the left? Is this pressure on my ear, which when I push right outside of my ear is sounds like when you get water in your ear, how do I relieve that? Could all this just to be related to my sinuses?"
9,C0009443,Common Cold,"C0032781, C0015672, C3714552, C0015967, C2232696","Posterior rhinorrhea, Fatigue, Weakness, Fever, painful Mouth ulcers",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30454/why-do-i-easily-get-sick-can-you-please-suggest-which-doctor-i-should-see-or-tests-to-take-to-shed-light-on-my-condition,Why do I easily get sick? Can you please suggest which doctor I should see or tests to take to shed light on my condition?,"Hi, thanks for viewing my post. Two years ago, I considered myself fairly healthy. I rarely get the flu, cold or any other common diseases; I was generally more happy and contented with my health and body. Now I can't say the same.  I'm 23 years old male from the Philippines and I'm just very disappointed that I'm feeling sickly and weak when I should be at the prime of my life. I have been calling off for work, skipping occasions and no longer seeing acquaintances. Probably every two or three months, I would just get fever accompanied by cold and fatigued. My throat would also get infected probably from post-nasal drips, my mouth will have painful mouth ulcer, usually just one and on some occasions, my lymph node will swell. This would just derail me from being hopeful and positive. I am very young and ambitious but being sickly is my number one hindrance. I really value my health. I don't have vices, I sleep properly regularly, I exercise and avoid as much as possible eating unhealthy food. I also keep my stress level low. Still despite all my effort to preserve my body, it still fails me. I am very willing to see a doctor and take tests. But can you please suggest what doctor should I see and tests to take? What questions will also be helpful in knowing what causes my immune system being weak? Tests I have taken in the past: HIV non-reactive I also had my chest lumps tested through estrogen blood test and ultrasound but they turned out to be excess fat and normal. Gynecomastia Any suggestions and comments will be greatly appreciated."
9,C0021400,Influenza,"C0032781, C0015672, C3714552, C0015967, C2232696","Posterior rhinorrhea, Fatigue, Weakness, Fever, painful Mouth ulcers",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30454/why-do-i-easily-get-sick-can-you-please-suggest-which-doctor-i-should-see-or-tests-to-take-to-shed-light-on-my-condition,Why do I easily get sick? Can you please suggest which doctor I should see or tests to take to shed light on my condition?,"Hi, thanks for viewing my post. Two years ago, I considered myself fairly healthy. I rarely get the flu, cold or any other common diseases; I was generally more happy and contented with my health and body. Now I can't say the same.  I'm 23 years old male from the Philippines and I'm just very disappointed that I'm feeling sickly and weak when I should be at the prime of my life. I have been calling off for work, skipping occasions and no longer seeing acquaintances. Probably every two or three months, I would just get fever accompanied by cold and fatigued. My throat would also get infected probably from post-nasal drips, my mouth will have painful mouth ulcer, usually just one and on some occasions, my lymph node will swell. This would just derail me from being hopeful and positive. I am very young and ambitious but being sickly is my number one hindrance. I really value my health. I don't have vices, I sleep properly regularly, I exercise and avoid as much as possible eating unhealthy food. I also keep my stress level low. Still despite all my effort to preserve my body, it still fails me. I am very willing to see a doctor and take tests. But can you please suggest what doctor should I see and tests to take? What questions will also be helpful in knowing what causes my immune system being weak? Tests I have taken in the past: HIV non-reactive I also had my chest lumps tested through estrogen blood test and ultrasound but they turned out to be excess fat and normal. Gynecomastia Any suggestions and comments will be greatly appreciated."
9,C0018418,Gynecomastia,"C0032781, C0015672, C3714552, C0015967, C2232696","Posterior rhinorrhea, Fatigue, Weakness, Fever, painful Mouth ulcers",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30454/why-do-i-easily-get-sick-can-you-please-suggest-which-doctor-i-should-see-or-tests-to-take-to-shed-light-on-my-condition,Why do I easily get sick? Can you please suggest which doctor I should see or tests to take to shed light on my condition?,"Hi, thanks for viewing my post. Two years ago, I considered myself fairly healthy. I rarely get the flu, cold or any other common diseases; I was generally more happy and contented with my health and body. Now I can't say the same.  I'm 23 years old male from the Philippines and I'm just very disappointed that I'm feeling sickly and weak when I should be at the prime of my life. I have been calling off for work, skipping occasions and no longer seeing acquaintances. Probably every two or three months, I would just get fever accompanied by cold and fatigued. My throat would also get infected probably from post-nasal drips, my mouth will have painful mouth ulcer, usually just one and on some occasions, my lymph node will swell. This would just derail me from being hopeful and positive. I am very young and ambitious but being sickly is my number one hindrance. I really value my health. I don't have vices, I sleep properly regularly, I exercise and avoid as much as possible eating unhealthy food. I also keep my stress level low. Still despite all my effort to preserve my body, it still fails me. I am very willing to see a doctor and take tests. But can you please suggest what doctor should I see and tests to take? What questions will also be helpful in knowing what causes my immune system being weak? Tests I have taken in the past: HIV non-reactive I also had my chest lumps tested through estrogen blood test and ultrasound but they turned out to be excess fat and normal. Gynecomastia Any suggestions and comments will be greatly appreciated."
11,C0009450,Communicable Diseases,C0016382,Flushing,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30606/ear-infections,Ear Infections,"Hi,    I quite often get ear infections, generally when I get them wet many times in a row, like on holiday. Recently I bought an Otoscope to reassure myself that my ears are ok and clear of infection to stop using cotton buds daily and poking fingers in them as they were always producing dead skin. The last few days I have seen this brown forming on my left ear I did try a saline ear flushing and it seemed to dislodge it but it now has gone back to close to the ear drum. I have 2 picture 1 today (1) and 1 yesterday (3) after saline flush. Would be grateful of any advice as to what it is and how to proceed.   Many thanks in advance.   David Age 42 92kg 6'2"""
11,C0699744,Infection of ear,C0016382,Flushing,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30606/ear-infections,Ear Infections,"Hi,    I quite often get ear infections, generally when I get them wet many times in a row, like on holiday. Recently I bought an Otoscope to reassure myself that my ears are ok and clear of infection to stop using cotton buds daily and poking fingers in them as they were always producing dead skin. The last few days I have seen this brown forming on my left ear I did try a saline ear flushing and it seemed to dislodge it but it now has gone back to close to the ear drum. I have 2 picture 1 today (1) and 1 yesterday (3) after saline flush. Would be grateful of any advice as to what it is and how to proceed.   Many thanks in advance.   David Age 42 92kg 6'2"""
11,C3809991,"IMMUNODEFICIENCY, COMMON VARIABLE, 10",C0016382,Flushing,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/30606/ear-infections,Ear Infections,"Hi,    I quite often get ear infections, generally when I get them wet many times in a row, like on holiday. Recently I bought an Otoscope to reassure myself that my ears are ok and clear of infection to stop using cotton buds daily and poking fingers in them as they were always producing dead skin. The last few days I have seen this brown forming on my left ear I did try a saline ear flushing and it seemed to dislodge it but it now has gone back to close to the ear drum. I have 2 picture 1 today (1) and 1 yesterday (3) after saline flush. Would be grateful of any advice as to what it is and how to proceed.   Many thanks in advance.   David Age 42 92kg 6'2"""
12,C3280266,NARCOLEPSY 7,C0221423,Illness (finding),https://messageboards.webmd.com/health-conditions/f/sleep/87729/need-help-for-a-friend-who-is-in-rough-shape,Need help for a friend who is in rough shape.,"Hello everyone.  I am new to these boards and come seeking advice. I have a close friend who is narcoleptic. He has been so for many years now. Throughout these many years he has tried many different medications, all have worked to some extent or another BUT all have ended up making him sick. Why? This is because he has a rare allergy to an ingredient that is found in a lot of common pill-form medicines. The exact name escapes me at this moment but I think it's something along the lines of Titanium Dioxide. These medications always end up getting him bladder infections.  Just in the last year he was suggested Xyrem by doctor, and as far as I know, it did help him to control his sleeping and he got better for a short period of time, however ... after a couple of months this medicine ended up getting him horribly depressed (part of the known side effects I am guessing) and he has actually had to go on anti-depressants. Unfortunately, the anti-depressants have had minimal effect in out-weighing the Xyrem. He has been struggling for the better part of the last 6 or 7 months with his narcolepsy, Xyrem and his anti-depressants. Nothing seems to work for him and he cannot seem to break himself from the funk he is currently in. The drugs together seem to be turning him into a zombie. As far as I know, he's already seen a couple of different doctors regarding the situation, but I have no idea how those visits have gone. I am fearful for his mental health at this point and am wondering if anyone else has any experience with a situation like this?  Does anyone know any good specialists in the surrounding Columbus OH area? Any kind of vitamin or diet techniques that might help?  Any kind of advice, suggestions, or feedback would be helpful. Thanks in advance."
