PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
4,C0423086,Staring,"C0028643, C0008031, C0018681, C0030193","Numbness, Chest Pain, Headache, Pain",https://messageboards.webmd.com/health-conditions/f/mental-health/50770/stress-depression,Stress /depression,"Hi.. im a male aged 33, married for almost one year and have a 8 months baby boy. Last few months I'm having some issues/problems at works also with my wife. Its seems like all of sudden I've been burdens with all the issues at the same time and its feels likes I'm can't take it anymore. Previously.. i am a man that always find a way out to any problems comes in my life.. i always have a solutions for any of it.  But this time i don't know and I feels like helpless. I'm clueless and I'm kept thinking of it through days and night even i can't sleep well. It's made me feel so depressed stress and tension at the same time. In result of it.. im absence going to works for days and weeks .. im rather being alone than be with my kid and wife.. at some points I left my family for four days without any news..  During the time when I'm alone, i kept thinking about the problems and issues i am having and its tear me down. Some times I stare to the mirror and surprisingly I've been sitting front of it almost for two hours without knowing how the times fly and its just an empty gaze. I can't recall what I've been thinking about back then.. Lately i found that when I'm starred at the mirror i saw like the reflections of my face slowly disappeared and im gone with it.. (what I'm hope for) That stress and depression turns me to someone that totally different from what who i am before. I can't control my temper and now I've been irresponsible towards my works and family. I just want to let go everything and free from all of it. Part of me feel like I don't want to be end like this. Other part me says just let it go and wait and see how far this thing can go..  Thus my health recently turns up side down. I feel numb on my right calf to my toes. The numbness now been almost 3 weeks. Daily I've struggled to eased my headache.. my chest pains constantly... i lost my appetite.. i can't think of work because every times when i try to going to works or just thinking about it my head feels like to explode and the headache pain is unbearable for me.. then I sweating like a pig..  I don't know what to do anymore.. now i live my life daily with emptiness.. I felt like i am a walking zombie. I don't know what is happening to me. I always asking that question to myself. I'm clueless.  Its hurts me. I feels down. I think this is may the end of me. I am such a ungrateful son. Husband. Father. Brothers.  I'm sorry for it. P.s : also sorry for the English. Not my mother tongue."
6,C0011119,Decompression Sickness,"C0221170, C0917801","Muscular stiffness, Sleeplessness",https://messageboards.webmd.com/health-conditions/f/mental-health/48767/i-take-4-different-medicine,I take 4 different medicine....,"Its always good to get opinions. i have depression, GAD, bipolar, insomnia. I take Trazodone for sleep. He got me at 3 pills 150 mg each to get sleep. Also Sertraline, 100 mg, i take two of them. Clonazepam 1 mg 2 twice a day and Levothyroid 125 mcg. He raised the Zoloft, i dont know its better. I have more anxiety, dont know if its because 2 Sertraline. I feel more anxiety, fears of what will happen. Lately my thighs are stiff or bend when I try to walk. I am NOT doing exercise for my thighs. WHat can it be, should I take one sertraline instead of two? I really really just an inquire from you thats all. cindigal"
12,C0270724,Infantile Neuroaxonal Dystrophy,C0030193,Pain,https://messageboards.webmd.com/health-conditions/f/mental-health/51470/gf-depressed,GF Depressed,"I am 16 and my gf is 16 and we have been together for nearly two years and us both are pretty mature when it comes to our age. She has depression and when we first started dating it was obvious that she didn’t like her appearance but as we progressed in our relationship she would get very down on herself and get into episodes of bad depression. She didn’t start cutting until the third time she had an “episode” and when that happened I immediately informed her sister who is very close with her both in age and friendship. She tried breaking up with me two times because she felt as if she wasn’t good enough and that I deserved better. I forgot to put this in sooner but this is caused because her dad, before he passed, was abusive and praised her sister and treated her like nothing. In late February of 2018 she once again tried breaking up with me and did because normally I could tell when it was an “episode” but it didn’t seem like one at that point. Later that night I got home from practice for my sport at 10 pm and I saw that she had sent me pictures on Snapchat. The pictures were her arms covered in blood so I told her sister what she had done but before her sister had seen the text my girlfriend sent me another picture with the caption “I finally got a deep cut” so I freaked out thinking she was bleeding terribly and text her sister in a panic basically telling them to get her to a hospital. Little did I know that this would keep her in a psychiatric hospital for about two weeks. When she got out she apologized and we were back together because we shouldn’t have been separated in the first place. She seems like she is doing well for a little bit and then she has to start day treatment which was like a group meeting for people similar to her. She got upset a few times during these three weeks because she felt like a crazy outcast. 2 weeks later and we are in the middle of April and every once in a while she says that she “feels numb” to where she doesn’t feel emotion which causes her to cut to feel pain so it isn’t as numb. As we get into late April and now May 4th 2018 she gets worse and worse. From today, May 4th, she has been numb for about 6-8 days straight and it is so bad that she doesn’t even have energy to do anything anymore. No energy to talk, walk, move and zero motivation for everything. Her self-hatred is at an all time high and her antidepressants and other medications don’t help her at all, she had a plan to commit suicide in the summer but her mom, her sister and I have figured out ways to prevent this. I love my girlfriend so much and I’ve been through so much with her but I have no idea where to turn to next, she is getting worse and worse and I just wanna see her happy again so I turn to this to try and get answers or suggestions from anybody that has gone through something similar. P.S on the day before making this post, May 3rd, she had tried to sell her body and give a random guy her address just so she could get people to stop caring, this obviously didn’t work and the only people that know about how bad her depression is, is her family, a few of her friends and me."
12,C4522181,Brachial Amyotrophic Diplegia,C0030193,Pain,https://messageboards.webmd.com/health-conditions/f/mental-health/51470/gf-depressed,GF Depressed,"I am 16 and my gf is 16 and we have been together for nearly two years and us both are pretty mature when it comes to our age. She has depression and when we first started dating it was obvious that she didn’t like her appearance but as we progressed in our relationship she would get very down on herself and get into episodes of bad depression. She didn’t start cutting until the third time she had an “episode” and when that happened I immediately informed her sister who is very close with her both in age and friendship. She tried breaking up with me two times because she felt as if she wasn’t good enough and that I deserved better. I forgot to put this in sooner but this is caused because her dad, before he passed, was abusive and praised her sister and treated her like nothing. In late February of 2018 she once again tried breaking up with me and did because normally I could tell when it was an “episode” but it didn’t seem like one at that point. Later that night I got home from practice for my sport at 10 pm and I saw that she had sent me pictures on Snapchat. The pictures were her arms covered in blood so I told her sister what she had done but before her sister had seen the text my girlfriend sent me another picture with the caption “I finally got a deep cut” so I freaked out thinking she was bleeding terribly and text her sister in a panic basically telling them to get her to a hospital. Little did I know that this would keep her in a psychiatric hospital for about two weeks. When she got out she apologized and we were back together because we shouldn’t have been separated in the first place. She seems like she is doing well for a little bit and then she has to start day treatment which was like a group meeting for people similar to her. She got upset a few times during these three weeks because she felt like a crazy outcast. 2 weeks later and we are in the middle of April and every once in a while she says that she “feels numb” to where she doesn’t feel emotion which causes her to cut to feel pain so it isn’t as numb. As we get into late April and now May 4th 2018 she gets worse and worse. From today, May 4th, she has been numb for about 6-8 days straight and it is so bad that she doesn’t even have energy to do anything anymore. No energy to talk, walk, move and zero motivation for everything. Her self-hatred is at an all time high and her antidepressants and other medications don’t help her at all, she had a plan to commit suicide in the summer but her mom, her sister and I have figured out ways to prevent this. I love my girlfriend so much and I’ve been through so much with her but I have no idea where to turn to next, she is getting worse and worse and I just wanna see her happy again so I turn to this to try and get answers or suggestions from anybody that has gone through something similar. P.S on the day before making this post, May 3rd, she had tried to sell her body and give a random guy her address just so she could get people to stop caring, this obviously didn’t work and the only people that know about how bad her depression is, is her family, a few of her friends and me."
18,C0011849,Diabetes Mellitus,C0596601,gastrointestinal gas,https://messageboards.webmd.com/health-conditions/f/diabetes/10079/body-odor,Body odor.,Just a question. I don't have diabetes that I'm aware of. Last blood work was ok. But in last couple weeks I have noticed a odor coming from my hands and arms. It actually smells like diesel fuel. I am a truck driver and do haul diesel and gas but it's not from any spills. I take a HOT shower and scrub with soap and 5 minutes after shower I can smell it from my arms and hands and even my sweat. Any ideas from anyone??? Do have a Dr appt coming up but wanted to see if any Dr or anybody has ever heard of this. Thanks.
22,C2363129,Benign Rolandic Epilepsy,C0221423,Illness (finding),https://messageboards.webmd.com/health-conditions/f/mental-health/50537/an-appeal-to-reason,An appeal to reason,"I've been trolling this board for a week again and wanted to speak to catseyes. It has been difficult reading many of your responses; particularly those regarding marijuana and other medications. I applaud you for completing the NAMI courses and taking time to educate others, but those courses don't replace medical school. As someone who has covered the Nami information and then some I can say you are wrong on so many levels. Your responses to medications in particular are usually inaccurate. Additionally, I'm pretty sure that Nami advises against doling out that kind of advice specifically because you don't have the knowledge or expertise.  Regarding the cannabis...you sound like a D.A.R.E. mom from the 80's and I just hope that you realize it is a lifesaver for some. You are wrong about the lack of research. There is enough research out to encourage further investigation as it has already been applied successfully to so many illnesses. Sometimes you present statements that aren't facts so I implore you to cite your information more frequently. Considering around half of mentally ill patients have a substance abuse issue I'm surprised you crap so freely on your counterparts. I've tried really hard not to be mean or chew you out by citing specifics but I will say it is disgusting to see someone with a mental illness who has suffered stigmatization encouraging the stigmatization of anyone who uses cannabis to seek relief from the plethora of ailments it can address when used properly. Mine was prescribed by a doctor and it has reduced the number of psychotropic medications I need.  Lastly, back to the pharmacology of disorders...some people with severe mental illness need to be heavily medicated because when they are not they are a danger to themselves or others. You do not seem to get this? Some don't have the luxury of a beautiful turnout.  So in closing stop playing doctor and give advice that you can relate to. It sounds more genuine. For example if someone wanted to know about different psych wards, restraints, psychosis, delusions, encounters with police when manic, ect's, approximately 100 different psychotropic medications, talk therapy, group therapy, medical cannabis, I'd do that because it comes from experience. You sound and again no offense like you completed a NAMI class and an abnormal psych course at a community college. Stick to what NAMI teaches because it works for 80%."
22,C0263888,Back disorder,C0221423,Illness (finding),https://messageboards.webmd.com/health-conditions/f/mental-health/50537/an-appeal-to-reason,An appeal to reason,"I've been trolling this board for a week again and wanted to speak to catseyes. It has been difficult reading many of your responses; particularly those regarding marijuana and other medications. I applaud you for completing the NAMI courses and taking time to educate others, but those courses don't replace medical school. As someone who has covered the Nami information and then some I can say you are wrong on so many levels. Your responses to medications in particular are usually inaccurate. Additionally, I'm pretty sure that Nami advises against doling out that kind of advice specifically because you don't have the knowledge or expertise.  Regarding the cannabis...you sound like a D.A.R.E. mom from the 80's and I just hope that you realize it is a lifesaver for some. You are wrong about the lack of research. There is enough research out to encourage further investigation as it has already been applied successfully to so many illnesses. Sometimes you present statements that aren't facts so I implore you to cite your information more frequently. Considering around half of mentally ill patients have a substance abuse issue I'm surprised you crap so freely on your counterparts. I've tried really hard not to be mean or chew you out by citing specifics but I will say it is disgusting to see someone with a mental illness who has suffered stigmatization encouraging the stigmatization of anyone who uses cannabis to seek relief from the plethora of ailments it can address when used properly. Mine was prescribed by a doctor and it has reduced the number of psychotropic medications I need.  Lastly, back to the pharmacology of disorders...some people with severe mental illness need to be heavily medicated because when they are not they are a danger to themselves or others. You do not seem to get this? Some don't have the luxury of a beautiful turnout.  So in closing stop playing doctor and give advice that you can relate to. It sounds more genuine. For example if someone wanted to know about different psych wards, restraints, psychosis, delusions, encounters with police when manic, ect's, approximately 100 different psychotropic medications, talk therapy, group therapy, medical cannabis, I'd do that because it comes from experience. You sound and again no offense like you completed a NAMI class and an abnormal psych course at a community college. Stick to what NAMI teaches because it works for 80%."
23,C0155017,"Color Blindness, Blue",C0221423,Illness (finding),https://messageboards.webmd.com/health-conditions/f/mental-health/50546/types-of-mental-illnesses,Types of mental Illnesses,Which mental illnesses respond only to medication? Which respond better to therapy? Is there a point when medications actually harm the treatment of a type of mental illness? Are there any illnesses that cannot be made better by CBT? Thank you.
25,C4522181,Brachial Amyotrophic Diplegia,C2364135,Discomfort,https://messageboards.webmd.com/health-conditions/f/mental-health/50436/anxiety-as-a-useful-natural-bodliy-response,Anxiety as a Useful Natural Bodliy Response,"Normal anxiety is part of the body’s natural defense system. It's an alert to a threat that is unknown, vague, or comes from your own internal fears. While you’re in this state, your feelings can range from a vague sense of worry to physical sensations such as a pounding heartbeat. These feelings make you want to react to the threat. An anxiety response is normal in many situations. Anxiety is a signal from your brain that warns you of a threat and is a normal response to help you prevent something or decrease the bad effects of something you can't control. If you did not have this natural response to harmful situations, you would be unable to prevent harm from entering your life.  When you feel anxiety, you first response should not be, ""How to I get rid of this feeling?"" but ""What is wrong in my life or environment that my mind is signaling my body with discomfort so that I move away from or change my circumstances or environment."" Much as stress is a natural response to allow you to fight, flee or cope with a sensory overload of emotions, workload, or situations to deal with, anxiety is your mind signalling your body to be afraid of some sensed danger. Before taking meds or substances to mask you body's natural defense system, look to understand what realities in your life may need to be dropped, handled or coped with by actual action."
26,C0011119,Decompression Sickness,C0037763,Spasm,https://messageboards.webmd.com/health-conditions/f/mental-health/50437/16-year-old-male-body-contorts-when-i-stand-up,16 year old Male; body contorts when i stand up,"Hi, Im a male 16 year old and for as long as i can remember i have had body spasms where usually when i stand up my arms and legs contort or jerk around for a few seconds usually 5 seconds. It starts at my foot. My toes will curl then my ankle bends inward. My hip juts out and then my wrist curls inward and my fingers spread apart and they curl. Then my left cheek will tighten as if I am snarling and my eye will twitch.My leg stiffen and my arm bends as if i was retarded. No offence. It only lasts for about 10 seconds but it is very embarrassing in public. I have learned that if I stand up and then stay in place for a few seconds it wont happen. I can feel it “flaring up” and then it passes. If it goes to the full contortion and I try to walk it off it’s worse and my arm will kind of flap around. And if I try to speak my speech is slurred. Keep in mind that this is the only symptom and everything else is normal in my body. If you have any questions please feel free to ask."
