PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
3,C0036916,Sexually Transmitted Diseases,"C0085624, C0497481, C0030193, C0234233","Burning sensation, Pain in penis, Pain, Sore to touch",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/10737/penis-overactive-pain,Penis Overactive pain,I have been masterbating more than usual this month and I have had many different pains but they all disappeared. Lately though I feel tight and sore on my base of my penis and bladder pelvic area. My penis also feels sore like I have been masterbating too much. When I masterbate I feel like it is toght or sore and I can't move my hand as fast as usual. I also have had a burning pain in my penis tipfrom inflamation. Not sure what the issue is of why I can't go at fully speed as usual. I think I did it to much and to fast is this right or is it something else???
5,C0033771,Prurigo,"C0015230, C0268988, C2926602","Exanthema, Pruritus of penis, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/38422/penile-discharge,Penile Discharge,Hi please I'm 22 years old and I'm experiencing this sticky discharge when I urinate. I had masturbated for about 6 years now and don't know if that's the cause because I've done urine culture and it came up negative . There is this big rashes around my testicles and also a recurring itchy rashes on the tip of my penis. Also I feel this itch insidemy penis
7,C4522181,Brachial Amyotrophic Diplegia,C3714552,Weakness,https://messageboards.webmd.com/health-conditions/f/pain-management/32983/hip-pain-after-replacements,hip pain after replacements,I had my hips replaced last year. One in January and one in August 2016. I still cant lift the one done first over an inch off the ground. I have to pick it up and put my leg in a car. my other leg is alittle better but not much. that leg has muscle knots in it. If i walk more than 50 feet my hips hurt so bad and it feels like i have a 500 lb block pressing down on them . I am pretty much confined to my room. I dont know what to do at first they said my muscles were weak .I went to PT for a year. no change. then the Dr said oh must be poor circulation.Has anyone else had this happen to them?
11,C0008679,Chronic disease,C0004604,Back Pain,https://messageboards.webmd.com/health-conditions/f/pain-management/32512/chronic-illness-awareness-and-advocacy-coalition,Chronic Illness Awareness and Advocacy Coalition,"This is on faceBook need help and petitions , new Laws that are hurting all?  Please come Join us ? Love to have you ! Love Web Md. been here a long time with a time out very hard to sit tailbone , leg on fire ! !995 I think I was the back pain one I was back49  Thank You renee' steiger be nice to have all of you ,that you are not getting the Chronic Illness Awareness and Advocacy Coalitions help you need the new Laws are hurting all of us !"
13,C0272285,Heparin-induced thrombocytopenia,"C0007859, C0037011, C0030193, C0564820, C0455270, C0239377, C2140799","Neck Pain, Shoulder Pain, Pain, Pain in left arm, Sharp pain, Arm Pain, Pain of left elbow joint",https://messageboards.webmd.com/health-conditions/f/pain-management/33412/shoulder-blade-to-elbow-pain,Shoulder blade to elbow pain,"So a really sharp pain started in my right shoulder blade out of nowhere, then I started feeling this pain down the back of my arm to my elbow, the pain is like I had hit my funny bone but more intense for 2 weeks I had this, then one morning it had totally disappeared from my right shoulder blade/arm but jumped over to the left with the same problem the pain running down my left arm/elbow and pain up my neck now this one lasted around 5 days then went for 2 days and now it's back again in my right elbow had anyone got any ideas as the shoulder pain is so intense. Thank you"
15,C0011119,Decompression Sickness,"C0008031, C1446787, C0030193","Chest Pain, Cramping sensation quality, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/33365/chest-pain-cramp-and-something-bulging,Chest Pain/Cramp and Something Bulging?,"Okay so yesterday I’m staying over at my parents place and I’m trying to read the wifi code on their router. It’s on the floor and the only way I can read it is by sitting and lowering my head way, way down. Well while doing this, when my head was at the lowest it could go I suddenly feel this major cramping-like pain around my chest so I slowly move my head up and sit back up. When I looked down I was shocked to see something under my chest bulging out. The severe pain lasted less than a minute and once the pain subsided the thing bulging out under my chest disappeared as well. And just now it happened again when I was bending over the trash while throwing my food out. So my question is, what exactly caused that to happen?"
19,C0036916,Sexually Transmitted Diseases,"C0015230, C0085624, C0030193, C0858708, C0234233","Exanthema, Burning sensation, Pain, itch burning, Sore to touch",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/881/burning-mild-itching-on-penis-shaft-no-sores---hsv2,Burning / mild itching on penis shaft no sores - HSV2?,"Hello - For the past 3 weeks I've had burning / itching on the left side penis shaft, it went on for a week and a half, completely disappeared for a week, and has now reoccured with same symptoms. It is not painful but uncomfortable at the least. When I masturbate the skin seems to be a little red or irritated looking, but given time goes back to normal but still with a burning / itching sensation. No lesions, sores, or pimple like spots. It's not always constant, the burning / itching comes and goes. My recent history with a new partner : 3 times protected sexual intercourse, 2 unprotected oral. First thoughts being that it could be trauma as the oral. Both of us being transparent on STD's and sexual past being to her knowledge she doesn't have HSV2 - with that being said does this sound like HSV2 at all? I have an appointment later this week to get checked out, the fact that it came back out of know where being gone for a week has me concerned. Thank you for your time and I look forward to your responses."
21,C0018081,Gonorrhea,"C0392171, C0030193, C0423736, C0683369, C2364135","Influenza-like symptoms, Pain, Scalding pain on urination, Clouded consciousness, Discomfort",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/97064/i-just-want-to-ask-about-my-situation-if-it-sounds-more-like-i-have-herpes-genital-warts-or-something-else,"I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else.","I'm 19 years old. I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else. A month ago, my partner noticed some flat, blisters around my anus. There was also one, tiny, red bump on the hood of my clitoris (it didn't really feel painful or anything, but I could definitely tell there was some mild sensation upon touching it). After a day or two, the blisters occurred on certain areas in my vulva, including one on my pubic region. All of the lesions really hurt whenever I moved/walked and it caused a burning sensation during urination. We suspected it was herpes, also because a day before we noticed the lesions, I also had flu-like symptoms for 2 or 3 days. However, when we went to a hospital to get it checked from a doctor, she told me it was definitely genital warts. She also suspected chlamydia/gonorrhea/yeast infection and gave me a prescription for it. She told me to come back after a week and shave the pubic hear to see how it goes because she recommended me to go for cauterization. However, what I read from my research was that genital warts are not usually painful. After a week, the blisters were still there and caused discomfort, but immediately right after I shaved my pubic hair, the pain literally went away in an instant, and it felt normal walking/running. I came back to the doctor after that and she seemed sure it was genital warts. I was really confused because from the readings I've read, it pointed more to herpes, and from where I am, it is difficult to get tested for both herpes and HPV infection. After three weeks, the blisters became flat. A cluster of small ones developed little scabs, but the rest of the blisters didn't have scabs and just looked like round scars. I went to another doctor and she was not sure what it was, and aside from the STIs I mentioned, she pointed out to other conditions such as folliculitis and yeast infection blisters. She also prescribed me with neo-penotran as a suppository for my abnormal discharge. It has been 7 weeks now and all I have are the scars from where the blisters occurred. Thank you so much for taking time."
21,C0016436,Folliculitis,"C0392171, C0030193, C0423736, C0683369, C2364135","Influenza-like symptoms, Pain, Scalding pain on urination, Clouded consciousness, Discomfort",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/97064/i-just-want-to-ask-about-my-situation-if-it-sounds-more-like-i-have-herpes-genital-warts-or-something-else,"I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else.","I'm 19 years old. I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else. A month ago, my partner noticed some flat, blisters around my anus. There was also one, tiny, red bump on the hood of my clitoris (it didn't really feel painful or anything, but I could definitely tell there was some mild sensation upon touching it). After a day or two, the blisters occurred on certain areas in my vulva, including one on my pubic region. All of the lesions really hurt whenever I moved/walked and it caused a burning sensation during urination. We suspected it was herpes, also because a day before we noticed the lesions, I also had flu-like symptoms for 2 or 3 days. However, when we went to a hospital to get it checked from a doctor, she told me it was definitely genital warts. She also suspected chlamydia/gonorrhea/yeast infection and gave me a prescription for it. She told me to come back after a week and shave the pubic hear to see how it goes because she recommended me to go for cauterization. However, what I read from my research was that genital warts are not usually painful. After a week, the blisters were still there and caused discomfort, but immediately right after I shaved my pubic hair, the pain literally went away in an instant, and it felt normal walking/running. I came back to the doctor after that and she seemed sure it was genital warts. I was really confused because from the readings I've read, it pointed more to herpes, and from where I am, it is difficult to get tested for both herpes and HPV infection. After three weeks, the blisters became flat. A cluster of small ones developed little scabs, but the rest of the blisters didn't have scabs and just looked like round scars. I went to another doctor and she was not sure what it was, and aside from the STIs I mentioned, she pointed out to other conditions such as folliculitis and yeast infection blisters. She also prescribed me with neo-penotran as a suppository for my abnormal discharge. It has been 7 weeks now and all I have are the scars from where the blisters occurred. Thank you so much for taking time."
21,C0036916,Sexually Transmitted Diseases,"C0392171, C0030193, C0423736, C0683369, C2364135","Influenza-like symptoms, Pain, Scalding pain on urination, Clouded consciousness, Discomfort",https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/97064/i-just-want-to-ask-about-my-situation-if-it-sounds-more-like-i-have-herpes-genital-warts-or-something-else,"I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else.","I'm 19 years old. I just want to ask about my situation, if it sounds more like I have herpes, genital warts, or something else. A month ago, my partner noticed some flat, blisters around my anus. There was also one, tiny, red bump on the hood of my clitoris (it didn't really feel painful or anything, but I could definitely tell there was some mild sensation upon touching it). After a day or two, the blisters occurred on certain areas in my vulva, including one on my pubic region. All of the lesions really hurt whenever I moved/walked and it caused a burning sensation during urination. We suspected it was herpes, also because a day before we noticed the lesions, I also had flu-like symptoms for 2 or 3 days. However, when we went to a hospital to get it checked from a doctor, she told me it was definitely genital warts. She also suspected chlamydia/gonorrhea/yeast infection and gave me a prescription for it. She told me to come back after a week and shave the pubic hear to see how it goes because she recommended me to go for cauterization. However, what I read from my research was that genital warts are not usually painful. After a week, the blisters were still there and caused discomfort, but immediately right after I shaved my pubic hair, the pain literally went away in an instant, and it felt normal walking/running. I came back to the doctor after that and she seemed sure it was genital warts. I was really confused because from the readings I've read, it pointed more to herpes, and from where I am, it is difficult to get tested for both herpes and HPV infection. After three weeks, the blisters became flat. A cluster of small ones developed little scabs, but the rest of the blisters didn't have scabs and just looked like round scars. I went to another doctor and she was not sure what it was, and aside from the STIs I mentioned, she pointed out to other conditions such as folliculitis and yeast infection blisters. She also prescribed me with neo-penotran as a suppository for my abnormal discharge. It has been 7 weeks now and all I have are the scars from where the blisters occurred. Thank you so much for taking time."
