PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
3,C0041834,Erythema,"C0234228, C0030193, C0427008","Superficial pain, Pain, Stiffness",https://messageboards.webmd.com/health-conditions/f/pain-management/40530/surface-knee-pain,Surface Knee Pain,"What can cause pain on the surface of the kneecap? It is sensitive only to touch or to kneel on, but no other problems. It is sensitive to the touch like a bruise and sends throbbing superficial pain when I kneel on it which continues for a minute after pressure is removed. Otherwise there is NO pain or stiffness. It is extremely localized and small area. There is no redness or black and blue. What could it be? Pinched nerve, hairline fracture?"
4,C0003864,Arthritis,"C0231749, C4317006","Knee pain, Arthritis Pain",https://messageboards.webmd.com/health-conditions/f/arthritis/48326/sjogren-syndrome-autommune-for-11-years,Sjogren syndrome autommune for 11 years,"Having pain in knee and leg, got a meniscus tear in my left knee and waiting to get injection with gel. Arthritis pains is no joke but I have to deal with it."
6,C0003864,Arthritis,"C0019559, C2142181, C0030193","Hip joint pain, Pain in left knee, Pain",https://messageboards.webmd.com/health-conditions/f/arthritis/48555/living-with-arthritis-knee-pain,Living with arthritis knee pain,"For the past year I have dealt with pain in my right knee. Doctors have diagnosed it as severe arthritis. I have tried physical therapy, cortisone injection and gel injection. They only provide temporary relief. Now I am experiencing pain in my left knee along with pain in my hip. It's very sad for those that have to suffer and live with arthritis to be told by insurance companies that we can't have replacement knee surgery until all other treatments have been attempted. In the meantime I have to continue to suffer and be in pain daily unroll my insurance company gives the ok for me to have surgery."
9,C0003864,Arthritis,"C0013604, C0030193","Edema, Pain",https://messageboards.webmd.com/health-conditions/f/arthritis/48674/hip-replacement,Hip Replacement,I had a total hip replacement about four weeks ago and the surgery went well but it is the post surgery that is so hard. I still have alot of pain and swelling and walking is difficult. I may be in to much of a hurry or to hard on myself because I think I should be walking without the help of a cane.
10,C0003864,Arthritis,"C0518214, C0221170, C0013604, C0427008","Perceived quality of life, Muscular stiffness, Edema, Stiffness",https://messageboards.webmd.com/health-conditions/f/arthritis/49638/pain-swelling-14-month-s-after-tkr,Pain/swelling 14 month's after TKR,I had my right knee done 14 months ago it's ALWAYS been stiff even though I did agressive PT for almost 3 month's then Dr took me out and put me into pool therapy it worked but never lost swelling or stiffness it's pops constantly loudly. It's been manipulated 2 times with the second making it unbearable to front rise leg lift anymore like j have NO quad strength anymore it's agonizing I've had a ton of tests with ALL saying it ok...other than ONE xray showing a void in the glued area by my inner tibia inplant but my surgeon says bone scan showed it was fine bit on bone scan my knees were glowing like the full moon. So wants me to take prednisone for inflammation but the way I look at it it's masking something NOT right...I tried a second opinion a day other surgeon told me I needed to have original surgeon fix it he said it's like a car warranty NO ONE works on other's work...I can't take anti inflammation drugs cause of digestive issue's my surgeon's fix is inflammation drug's and I don't think it's answering WHY I can NO longer do stairs or get into my car or off a normal height chair and many many other things we take for granted till you make a mistake like I did believing a Dr. would care about my quality of life ! Very frustrating I would like to have some new questions for my surgeon next Monday. I did ask for him to look into damage done to my quad muscle after he manually bent it AGAIN in December one month from having replacement for a year Help Someone
11,C0029408,Degenerative polyarthritis,"C0231749, C0030193","Knee pain, Pain",https://messageboards.webmd.com/health-conditions/f/arthritis/49900/how-to-treat-osteoarthritis,How to Treat Osteoarthritis?,"Hi, I am suffering knee pain for 1 month. Before I did not any pain on my knee. I was going to medical doctor (Orthopedic Doctor) and prescribe me X-ray and pain killer. finally X-ray report is Osteoarthritis . Doctor prescribe me a medicine Tab- Carticare Max for 30 days. Actually I have no pain now but some time feel abnormal in knee joint . What I can do now? Have it treatment naturally?"
12,C0021400,Influenza,"C0278145, C0037763, C0030193, C1321587","Stabbing pain, Spasm, Pain, Breathing abnormally deep",https://messageboards.webmd.com/health-conditions/f/pain-management/103874/pain,Pain,"I have been experiencing a pain deep in right upper back, just below my shoulder blade for almost 3 yrs. It notice the pain it whenever i am over work or sometime when I am frustrated. I realize it would go away when I get some rest. Time has past and it is getting worse. A hour after waking in the morning i would start feeling the pain coming. If I get the flu it would get worse. I when I take a deep breath I could feel a stabbing pain. One Dr told me it was muscle spasm. I did X-ray and MRI and they were negative. I just don’t know what to do next. Any input will help. Thanks!"
13,C0021818,Intervertebral Disk Displacement,"C0028643, C2242996, C0030193","Numbness, Has tingling sensation, Pain",https://messageboards.webmd.com/health-conditions/f/pain-management/102697/herniated-disc-causing-concern-about-leg,Herniated disc causing concern about leg,"I have a diagnose of 2 herniated discs in my lumbar spine, one pressing directly on the sciatic nerve. Lately, the pain going from the lower back to the heel has been severe, going up to the toes and making it hard to stand straight. The pain alternates with total numbness and difficulty in movement and sometimes tingling. Should i be seeing a doctor again?"
16,C0003864,Arthritis,C1579931,Depressed - symptom,https://messageboards.webmd.com/health-conditions/f/arthritis/43210/ra-drug-interactions,RA Drug Interactions,"I’m writing on behalf of my mom. She has been suffering for the last 15ish years with RA, but was officially diagnosed about 7 years ago. She is getting worse by the day and is almost immobile because the doctors (her family physician and her rheumatologist) have been unable to find an RA medication that she can take along with her depression medication (an MAOI, which has a long long list of interactions). She has been on this particular medication for about 25 years and is extremely miserable and not in good state of mind without it. I can’t believe that there are not other people out there who are on MAOI types of medication and also have RA. I’m trying all of the different avenues I can to try and find some sort of medication that she may be able to take to help with her RA symptoms. I’m not sure if this is the right forum, but any info anyone might have is appreciated!!!"
20,C0011119,Decompression Sickness,"C0231710, C0037088","Pain in buttock, Signs and Symptoms",https://messageboards.webmd.com/health-conditions/f/pain-management/100392/results-from-mri,Results from MRI,"I need some help. I am having trouble with my back. It hurts to walk, bend over, in general, moving at all makes it hurt. The pain shoots down my buttocks and leg. I have the results from my MRI but they were not made clear to me. If I give the final diagnosis, can someone please help me? This is what it says IMPRESSION: Multilevel changes of spondylotic disease within the lumbar spine, worse at the L4-L5 level where there is severe spinal canal and lateral recess narrowing and moderate neural foraminal narrowing. Then it says this: There is an incompletely evaluated multilobulated cystic finding in the pelvis. This should be further evaluated with dedicated contrast-enhanced female pelvis MRI to ensure of an abnormal ovarian cystic lesion"
