PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
2,C0033046,Premenstrual syndrome,"C0036572, C1096446, C1397014, C0567085","Seizures, slight fever, Imbalance, Pain of uterus",https://messageboards.webmd.com/health-conditions/f/digestive-health/30147/pms,PMS,"Studies about PMS are inconclusive, but pathophysiolgy revolves around effects of progesterone metabolites on the brain receptors-ultimately interacting with inhibitory mediators and serotonin, and some prostaglandin imbalance. That would explain all your symptoms; I would however need to dig more into your “ slight fever”. A less- than 38 degree Celsius still fits into the spectrum, but higher values may point to possible latent infection that flares up with waning immune status in company with sex hormones imbalance and a bleeding endometrium, especially if there is local uterine pain.  Stemming from such a pathophysiolgy antidepressant use is of help, evidently keeping in mind your position regarding use of those. One more point regarding one reply; the fact that fiber rich food is estrogen rich, which will compensate for the relative estrogen reduction at this phase of the menstrual cycle, it may contrpuntally be of benefit to increase intake of those in this context.  Maria Jasmine Freeman"
2,C0872054,latent infection,"C0036572, C1096446, C1397014, C0567085","Seizures, slight fever, Imbalance, Pain of uterus",https://messageboards.webmd.com/health-conditions/f/digestive-health/30147/pms,PMS,"Studies about PMS are inconclusive, but pathophysiolgy revolves around effects of progesterone metabolites on the brain receptors-ultimately interacting with inhibitory mediators and serotonin, and some prostaglandin imbalance. That would explain all your symptoms; I would however need to dig more into your “ slight fever”. A less- than 38 degree Celsius still fits into the spectrum, but higher values may point to possible latent infection that flares up with waning immune status in company with sex hormones imbalance and a bleeding endometrium, especially if there is local uterine pain.  Stemming from such a pathophysiolgy antidepressant use is of help, evidently keeping in mind your position regarding use of those. One more point regarding one reply; the fact that fiber rich food is estrogen rich, which will compensate for the relative estrogen reduction at this phase of the menstrual cycle, it may contrpuntally be of benefit to increase intake of those in this context.  Maria Jasmine Freeman"
3,C0036689,Streptococcal sore throat,C1291077,Abdominal bloating,https://messageboards.webmd.com/health-conditions/f/digestive-health/30805/can-you-tell-me-why-my-stool-looks-like-this,Can you tell me why my stool looks like this...,I recently received a shot of penicillin because of strep throat and i started having strange soft stools and lots of bloating and lack of sleep because of these. I have an image of my stool if that helps.
4,C0017168,Gastroesophageal reflux disease,"C0027497, C1321898","Nausea, Blood in stool",https://messageboards.webmd.com/health-conditions/f/digestive-health/30903/feel-nauseous-when-laying-down,Feel Nauseous When Laying Down,"Has anyone with GERD experienced nausea when laying down? I'm okay most of the day because I'm up and doing things, but when I'm siting in bed and I lean forward or if I lay flat on my back this wave of nausea comes over me. So I've been stacking pillows behind me and sitting upright and trying to sleep that way. So far I've had a rectal exam that was normal, no blood in stool, went to a urologist today because I have had kidney stones before.I have a family history of polyps in the colon, but I get screened every five years for that and will be getting screened again soon.  Could an ulcer generate this kind of nausea? I was thinking perhaps GERD because when I would lay down, maybe the stomach acid is rising... not sure though.  Thanks for any help."
4,C0022650,Kidney Calculi,"C0027497, C1321898","Nausea, Blood in stool",https://messageboards.webmd.com/health-conditions/f/digestive-health/30903/feel-nauseous-when-laying-down,Feel Nauseous When Laying Down,"Has anyone with GERD experienced nausea when laying down? I'm okay most of the day because I'm up and doing things, but when I'm siting in bed and I lean forward or if I lay flat on my back this wave of nausea comes over me. So I've been stacking pillows behind me and sitting upright and trying to sleep that way. So far I've had a rectal exam that was normal, no blood in stool, went to a urologist today because I have had kidney stones before.I have a family history of polyps in the colon, but I get screened every five years for that and will be getting screened again soon.  Could an ulcer generate this kind of nausea? I was thinking perhaps GERD because when I would lay down, maybe the stomach acid is rising... not sure though.  Thanks for any help."
6,C0860475,lactose intolerant,"C0011991, C0009806, C0000737, C0027497, C1291077, C0278007","Diarrhea, Constipation, Abdominal Pain, Nausea, Abdominal bloating, Normal bowel habits",https://messageboards.webmd.com/health-conditions/f/digestive-health/30880/rapid-bowel-movements-after-eating,Rapid Bowel Movements After Eating,"After every time I eat a meal within 20 minutes I have the immediately go to the bathroom. I also become very bloated and ""gassy"" almost nauseous, but never threw up, only go to the bathroom and it goes away until I eat again. I thought I was lactose intolerant at first, but it's the same with every food, not just milk and dairy products.  Sometimes it is normal bowel movement, other times it is diarrhea and normally I am finished with the movement in about 30 seconds in either case and done. But sometimes I get severe lower abdominal pain that doesn't go away after the initial bowel movement and I am constipated. It keeps me having 3-5 trips back to the bathroom until I have explosive diarrhea and I am alleviated. Please let me know of any of the possible things it could be?"
6,C0857098,explosive diarrhea,"C0011991, C0009806, C0000737, C0027497, C1291077, C0278007","Diarrhea, Constipation, Abdominal Pain, Nausea, Abdominal bloating, Normal bowel habits",https://messageboards.webmd.com/health-conditions/f/digestive-health/30880/rapid-bowel-movements-after-eating,Rapid Bowel Movements After Eating,"After every time I eat a meal within 20 minutes I have the immediately go to the bathroom. I also become very bloated and ""gassy"" almost nauseous, but never threw up, only go to the bathroom and it goes away until I eat again. I thought I was lactose intolerant at first, but it's the same with every food, not just milk and dairy products.  Sometimes it is normal bowel movement, other times it is diarrhea and normally I am finished with the movement in about 30 seconds in either case and done. But sometimes I get severe lower abdominal pain that doesn't go away after the initial bowel movement and I am constipated. It keeps me having 3-5 trips back to the bathroom until I have explosive diarrhea and I am alleviated. Please let me know of any of the possible things it could be?"
9,C0162429,Malnutrition,"C0221423, C0020175","Illness (finding), Hunger",https://messageboards.webmd.com/health-conditions/f/digestive-health/30970/no-appetite,No appetite,"So for a long while now I have had no or little appetite. I've been losing weight and am currently under weight. My family, friends, doctors and I are very concerned about it because it doesn't stop and I'm malnourished. I don't do this on purpose, I want to eat more.  If I'm not hungry but I eat a lot (example: chicken) then I feel sick. I usually end up forgetting to eat, not wanting to because it will make me feel too full and hurt, or because I have no appetite for anything.  I am currently 5'3 and roughly 102 pounds.  I've passed out twice from this and it is concerning."
12,C0342895,Fish-Eye Disease,"C0557875, C2364135","Tired, Discomfort",https://messageboards.webmd.com/health-conditions/f/mental-health/96215/can-depression-cause-hair-loss,Can Depression Cause Hair Loss?,"Very good hair gives us a great feeling – everyone knows that. And yet, handful of folks consider the relationship between mental health insurance and hair. Various mental health issues can bring about thinning or unhealthy locks, forming a cycle from damage to self-esteem which may seem difficult to avoid. This four-part blog series concentrates on four mental wellness conditions as they definitely impact ones hair, and what can be achieved to help. Can major depression cause hair loss? clinical stress could cause hair reduction in one of 3 ways. Clinical stress can as well lead to depression. But can easily depression cause hair damage directly? Some anti-depressant prescription medication, such as Prozac, may cause thinning hair because a side-effect. Thinning locks also frequently contains a bad effect on mood. People with thinning hair may knowledge harm to their self-esteem; truly feel less physically attractive or maybe less sexually desirable; or maybe feel confronted by that body’s ageing process, over which they may feel they have little restrain. All of this can contribute to make sure you low mood, anxiety, and then worry. Clinical depression Nevertheless, for low mood to cross the clinical threshold into depression, a amount of standards need to help you be met. Sufferers have to have experienced low disposition constantly for a amount of at least two weeks; they may feel tired and fed-up, be depressed about the future, and sometimes experience thoughts of death or suicide.  Hair thinning Hair loss can end up being a factor in these types of symptoms – it may give people suffering coming from clinical depression a ‘focus’ for their negative feelings. People suffering from depressive disorder are in emotional discomfort but frequently feel powerless to change the way they feel. They could also deny these feelings or feel guilty about them; as if, in particular when hair damage is definitely the cause, they ‘shouldn’t’ feel bad. Facing up to the loss However the simply way to improve low mood caused by curly hair loss is usually to confront that – pardon the juga – head-on. Any loss or change can upsetting, and acknowledging this is the first step to make sure you psychological recovery. Recovery is definitely possible You will probably find it useful to speak to a specialist counsellor about your thoughts, or alternatively try Cognitive Behavioural Therapy, a skills-based treatment which can improve, refine psychological coping mechanisms and so improve self-esteem. Positive advancement As for hair loss, this too can be cared for proactively. Whether hair loss is caused by depressive disorder, or causing it, your professional hair clinic in mixture with emotional sustain can quickly put ones head in the destination. If you’re impacted by simply hair thinning and low mood, contact The Artius Center to set up a consultation. All of us will diagnose your hair damage, and talk throughout your alternatives here is the link"
12,C0002170,Alopecia,"C0557875, C2364135","Tired, Discomfort",https://messageboards.webmd.com/health-conditions/f/mental-health/96215/can-depression-cause-hair-loss,Can Depression Cause Hair Loss?,"Very good hair gives us a great feeling – everyone knows that. And yet, handful of folks consider the relationship between mental health insurance and hair. Various mental health issues can bring about thinning or unhealthy locks, forming a cycle from damage to self-esteem which may seem difficult to avoid. This four-part blog series concentrates on four mental wellness conditions as they definitely impact ones hair, and what can be achieved to help. Can major depression cause hair loss? clinical stress could cause hair reduction in one of 3 ways. Clinical stress can as well lead to depression. But can easily depression cause hair damage directly? Some anti-depressant prescription medication, such as Prozac, may cause thinning hair because a side-effect. Thinning locks also frequently contains a bad effect on mood. People with thinning hair may knowledge harm to their self-esteem; truly feel less physically attractive or maybe less sexually desirable; or maybe feel confronted by that body’s ageing process, over which they may feel they have little restrain. All of this can contribute to make sure you low mood, anxiety, and then worry. Clinical depression Nevertheless, for low mood to cross the clinical threshold into depression, a amount of standards need to help you be met. Sufferers have to have experienced low disposition constantly for a amount of at least two weeks; they may feel tired and fed-up, be depressed about the future, and sometimes experience thoughts of death or suicide.  Hair thinning Hair loss can end up being a factor in these types of symptoms – it may give people suffering coming from clinical depression a ‘focus’ for their negative feelings. People suffering from depressive disorder are in emotional discomfort but frequently feel powerless to change the way they feel. They could also deny these feelings or feel guilty about them; as if, in particular when hair damage is definitely the cause, they ‘shouldn’t’ feel bad. Facing up to the loss However the simply way to improve low mood caused by curly hair loss is usually to confront that – pardon the juga – head-on. Any loss or change can upsetting, and acknowledging this is the first step to make sure you psychological recovery. Recovery is definitely possible You will probably find it useful to speak to a specialist counsellor about your thoughts, or alternatively try Cognitive Behavioural Therapy, a skills-based treatment which can improve, refine psychological coping mechanisms and so improve self-esteem. Positive advancement As for hair loss, this too can be cared for proactively. Whether hair loss is caused by depressive disorder, or causing it, your professional hair clinic in mixture with emotional sustain can quickly put ones head in the destination. If you’re impacted by simply hair thinning and low mood, contact The Artius Center to set up a consultation. All of us will diagnose your hair damage, and talk throughout your alternatives here is the link"
