PostNumber,DiseaseID,Disease,SymptomIDs,Symptoms,ThreadLink,ThreadHeading,ThreadContent
1,C0009450,Communicable Diseases,"C0015230, C0013456, C2926602","Exanthema, Earache, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112123/swimmers-ear,Swimmers’ ear??,"I had a physical a few weeks ago, and told the dr I thought I might have some kind of outer ear infection. My outer ear canal itches, sometimes unbearably! Occasionally, I also have a mild to medium earache. She said there was no wax , no discharge, no redness, no rash. Everything looked fine.  I’m afraid to put cortisone cream there, or any other anti itch cream, for fear that might really cause an infection. I’ve been trying a few drops of hydrogen peroxide but while nothing is getting worse, the itch is not getting better.  Is there a good OTC ear drop for swimmers’ ear, if that’s what this is?"
1,C0699744,Infection of ear,"C0015230, C0013456, C2926602","Exanthema, Earache, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112123/swimmers-ear,Swimmers’ ear??,"I had a physical a few weeks ago, and told the dr I thought I might have some kind of outer ear infection. My outer ear canal itches, sometimes unbearably! Occasionally, I also have a mild to medium earache. She said there was no wax , no discharge, no redness, no rash. Everything looked fine.  I’m afraid to put cortisone cream there, or any other anti itch cream, for fear that might really cause an infection. I’ve been trying a few drops of hydrogen peroxide but while nothing is getting worse, the itch is not getting better.  Is there a good OTC ear drop for swimmers’ ear, if that’s what this is?"
1,C0339759,Acute infective otitis externa,"C0015230, C0013456, C2926602","Exanthema, Earache, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112123/swimmers-ear,Swimmers’ ear??,"I had a physical a few weeks ago, and told the dr I thought I might have some kind of outer ear infection. My outer ear canal itches, sometimes unbearably! Occasionally, I also have a mild to medium earache. She said there was no wax , no discharge, no redness, no rash. Everything looked fine.  I’m afraid to put cortisone cream there, or any other anti itch cream, for fear that might really cause an infection. I’ve been trying a few drops of hydrogen peroxide but while nothing is getting worse, the itch is not getting better.  Is there a good OTC ear drop for swimmers’ ear, if that’s what this is?"
1,C0041834,Erythema,"C0015230, C0013456, C2926602","Exanthema, Earache, Discharge, body substance",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112123/swimmers-ear,Swimmers’ ear??,"I had a physical a few weeks ago, and told the dr I thought I might have some kind of outer ear infection. My outer ear canal itches, sometimes unbearably! Occasionally, I also have a mild to medium earache. She said there was no wax , no discharge, no redness, no rash. Everything looked fine.  I’m afraid to put cortisone cream there, or any other anti itch cream, for fear that might really cause an infection. I’ve been trying a few drops of hydrogen peroxide but while nothing is getting worse, the itch is not getting better.  Is there a good OTC ear drop for swimmers’ ear, if that’s what this is?"
2,C0699744,Infection of ear,"C0242429, C0221150, C0030193","Sore Throat, Swallowing painful, Pain",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112653/prolonged-ear-infection-and-sore-throat-with-no-relief,Prolonged ear infection and sore throat with no relief,"Since the end of January of 2020 I noticed that my right ear does not hear well. After saving up some money i managed to go to a doctor appointment on 2/27/20 and was placed on Amoxicillin for an ear infection in both ears, with the right being worse. I finished it with no relief and in fact my hearing has gotten worse to where I can't really hear at all on my right side as if I have an earplug shoved deep in there. I went into a walk in clinic 03/03/20 due to the several days wait with my regular doctor and I was prescribed Amox again with ear drops. I have no relief but I do now have an incredibly sore throat that not only makes swallowing difficult due to the pain but that it is also incredibly swollen that even small pills are a challenge. I drink plenty of water, take clariten-D for the sinuses and for the draining, drink honey/lemon tea for the throat, gargle warm salt water, pretty much all that i can find home remedies and I have no relief. The pain has made sleep very difficult and myself pretty irritable and I would love to know if there is a way to get some form of relief and even my hearing back."
2,C0031350,Pharyngitis,"C0242429, C0221150, C0030193","Sore Throat, Swallowing painful, Pain",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112653/prolonged-ear-infection-and-sore-throat-with-no-relief,Prolonged ear infection and sore throat with no relief,"Since the end of January of 2020 I noticed that my right ear does not hear well. After saving up some money i managed to go to a doctor appointment on 2/27/20 and was placed on Amoxicillin for an ear infection in both ears, with the right being worse. I finished it with no relief and in fact my hearing has gotten worse to where I can't really hear at all on my right side as if I have an earplug shoved deep in there. I went into a walk in clinic 03/03/20 due to the several days wait with my regular doctor and I was prescribed Amox again with ear drops. I have no relief but I do now have an incredibly sore throat that not only makes swallowing difficult due to the pain but that it is also incredibly swollen that even small pills are a challenge. I drink plenty of water, take clariten-D for the sinuses and for the draining, drink honey/lemon tea for the throat, gargle warm salt water, pretty much all that i can find home remedies and I have no relief. The pain has made sleep very difficult and myself pretty irritable and I would love to know if there is a way to get some form of relief and even my hearing back."
2,C0011168,Deglutition Disorders,"C0242429, C0221150, C0030193","Sore Throat, Swallowing painful, Pain",https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112653/prolonged-ear-infection-and-sore-throat-with-no-relief,Prolonged ear infection and sore throat with no relief,"Since the end of January of 2020 I noticed that my right ear does not hear well. After saving up some money i managed to go to a doctor appointment on 2/27/20 and was placed on Amoxicillin for an ear infection in both ears, with the right being worse. I finished it with no relief and in fact my hearing has gotten worse to where I can't really hear at all on my right side as if I have an earplug shoved deep in there. I went into a walk in clinic 03/03/20 due to the several days wait with my regular doctor and I was prescribed Amox again with ear drops. I have no relief but I do now have an incredibly sore throat that not only makes swallowing difficult due to the pain but that it is also incredibly swollen that even small pills are a challenge. I drink plenty of water, take clariten-D for the sinuses and for the draining, drink honey/lemon tea for the throat, gargle warm salt water, pretty much all that i can find home remedies and I have no relief. The pain has made sleep very difficult and myself pretty irritable and I would love to know if there is a way to get some form of relief and even my hearing back."
3,C0272388,Amygdalolith,C0030193,Pain,https://messageboards.webmd.com/health-conditions/f/ear-nose-throat/112129/tonsil-swelling-little-to-no-pain,"Tonsil swelling, little to no pain","I’ve had tonsil stones on and off for over a month with almost no pain, just a scratchy throat. Recently for the past week, both tonsils have been red and swollen. There also appears to be “pockets” in my right tonsil, which is bigger than the left one. Have had a bit of excess mucus but nothing that’s not manageable. I wasn’t planning on getting it checked out unless they got bigger/painful, but I was wondering if anyone else has had this issue."
6,C0035078,Kidney Failure,"C0036572, C0221423, C0042963, C0027497, C0026821","Seizures, Illness (finding), Vomiting, Nausea, Muscle Cramp",https://messageboards.webmd.com/health-conditions/f/kidney-disorders/98810/is-dialysis-always-needed-when-levels-are-below-6,Is Dialysis always needed when levels are below 6%,"My sister has had kidney failure for many years. For the past 10 years it was mostly around 18% functionality. Over the past year it has gone down to 5-6%. With that said, she feels perfectly fine. She has no water retention, no heart noise (I forgot the name of the noise they look for), has driven to from the Northwoods several times without issue, is not nauseous, no muscle cramps, vomiting or any of the other symptoms of kidney failure. Again - she feels fine.  They've been letting her be because why make her feel like crap if she feels fine. Well, the other day they decided she needed to start dialysis three times a week starting tomorrow. They're fitting her with a port today. Now she will feel like crap 6 days a week. Is it REALLY necessary for her to start dialysis if she has no symptoms? Aren't there other options? She lives in the Northwoods of Wisconsin (literally). So sadly I don't necessarily trust those doctors. Well, I don't trust any doctor who's going to make her feel sick when she doesn't now. Thoughts, second opinions, ideas? Could any of her other medications cause problems, like the one she takes for gout or HBP? What about certain foods that I'm 'sure' she shouldn't be eating. What about pills she takes for helping her to absorb more calcium? Just love my sister a lot and want to make sure she's making the most sound decisions. Oh, let's not forget to mention that she's 63, about 5'7"", over 250 pounds and is very inactive. She also still has her period from month to month and should have a hysterectomy to relieve that problem since no treatment or D&C's have helped. So lots of blood loss from time to time. Could gall bladder issues cause anything? My mother and I both had 'sand like crystals' in our gall bladders, not stones. It just seems that in this case there is another solution, or perhaps problem that is causing this."
6,C0018099,Gout,"C0036572, C0221423, C0042963, C0027497, C0026821","Seizures, Illness (finding), Vomiting, Nausea, Muscle Cramp",https://messageboards.webmd.com/health-conditions/f/kidney-disorders/98810/is-dialysis-always-needed-when-levels-are-below-6,Is Dialysis always needed when levels are below 6%,"My sister has had kidney failure for many years. For the past 10 years it was mostly around 18% functionality. Over the past year it has gone down to 5-6%. With that said, she feels perfectly fine. She has no water retention, no heart noise (I forgot the name of the noise they look for), has driven to from the Northwoods several times without issue, is not nauseous, no muscle cramps, vomiting or any of the other symptoms of kidney failure. Again - she feels fine.  They've been letting her be because why make her feel like crap if she feels fine. Well, the other day they decided she needed to start dialysis three times a week starting tomorrow. They're fitting her with a port today. Now she will feel like crap 6 days a week. Is it REALLY necessary for her to start dialysis if she has no symptoms? Aren't there other options? She lives in the Northwoods of Wisconsin (literally). So sadly I don't necessarily trust those doctors. Well, I don't trust any doctor who's going to make her feel sick when she doesn't now. Thoughts, second opinions, ideas? Could any of her other medications cause problems, like the one she takes for gout or HBP? What about certain foods that I'm 'sure' she shouldn't be eating. What about pills she takes for helping her to absorb more calcium? Just love my sister a lot and want to make sure she's making the most sound decisions. Oh, let's not forget to mention that she's 63, about 5'7"", over 250 pounds and is very inactive. She also still has her period from month to month and should have a hysterectomy to relieve that problem since no treatment or D&C's have helped. So lots of blood loss from time to time. Could gall bladder issues cause anything? My mother and I both had 'sand like crystals' in our gall bladders, not stones. It just seems that in this case there is another solution, or perhaps problem that is causing this."
